Symbol,Date,Open,High,Low,Close,Volume,TTNP SMA,TTNP spanTwelveEMA,TTNP spanTwntySixEMA,TTNP_x,TTNP_y
TTNP,2021-01-06,3.24,3.24,3.2,3.21,45204,3.21,3.2407706435526125,3.3079156739207725,-0.06714503036816,-0.07200396227885233
TTNP,2021-01-05,3.22,3.24,3.2022,3.2386,43054,3.2386,3.2463653060167235,3.3157489278344343,-0.06938362181771085,-0.07321869525652541
TTNP,2021-01-04,3.22,3.23,3.15,3.195,63634,3.1950000000000003,3.2477771798379464,3.3219208420611888,-0.0741436622232432,-0.07417746361622905
TTNP,2021-01-04,3.22,3.23,3.15,3.195,63634,3.1950000000000007,3.2573730307175732,3.332074509426084,-0.07470147870851117,-0.07418591396447573
TTNP,2020-12-31,3.21,3.28,3.17,3.2107,103073,3.210700000000001,3.268713581757132,3.3430404701801706,-0.07432688842303925,-0.07405702277846697
TTNP,2020-12-30,3.27,3.45,3.2510000000000003,3.2989,351185,3.298900000000001,3.2792615057129737,3.3536277077945846,-0.07436620208161092,-0.07398955636732402
TTNP,2020-12-29,3.15,3.1635,3.07,3.0967,88860,3.0967000000000016,3.2756908703880594,3.3580059244181517,-0.08231505403009187,-0.07389539493875227
TTNP,2020-12-28,3.34,3.43,3.25,3.3278,99927,3.3278000000000016,3.3082346650040697,3.378910398371604,-0.07067573336753341,-0.07179048016591726
TTNP,2020-12-28,3.34,3.43,3.25,3.3278,99927,3.3278000000000016,3.3046773313684463,3.382999230241332,-0.07832189887288532,-0.07206916686551298
TTNP,2020-12-24,3.29,3.2947,3.215,3.24,44858,3.240000000000002,3.300473209799073,3.387415168660638,-0.08694195886156475,-0.07050598386366978
TTNP,2020-12-23,3.18,3.24,3.15,3.1929,92539,3.1929000000000016,3.3114683388534507,3.399208382153489,-0.08774004330003837,-0.06639699011419593
TTNP,2020-12-22,3.26,3.2799,3.2,3.24,71141,3.240000000000002,3.333026218644987,3.415713052725768,-0.08268683408078115,-0.06106122681773533
TTNP,2020-12-21,3.21,3.24,3.17,3.2194,70247,3.2194000000000016,3.3499400765804395,3.4297700969438303,-0.07983002036339037,-0.05565482500197387
TTNP,2020-12-18,3.29,3.2999,3.2203,3.26,52241,3.260000000000002,3.3736746359587015,3.446599704699336,-0.07292506874063509,-0.04961102616161962
TTNP,2020-12-17,3.3,3.39,3.24,3.275,67405,3.2750000000000017,3.394342751587556,3.461527681075283,-0.06718492948772736,-0.043782515516865864
TTNP,2020-12-16,3.43,3.45,3.32,3.3926,86965,3.3926000000000016,3.4160414336943843,3.4764498955613057,-0.060408461866921385,-0.0379319120241506
TTNP,2020-12-15,3.255,3.3,3.21,3.2354,66062,3.2354000000000016,3.4203035125479087,3.48315788720621,-0.06285437465830146,-0.0323127745634579
TTNP,2020-12-14,3.35,3.36,3.31,3.3445,72299,3.3445000000000022,3.453922333011165,3.5029785181827067,-0.04905618517154142,-0.024677374539747006
TTNP,2020-12-11,3.3167,3.42,3.31,3.35,182166,3.3500000000000023,3.4738173026495587,3.515656799637324,-0.04183949698776468,-0.018582671881798286
TTNP,2020-12-10,3.37,3.397,3.35,3.3541,62643,3.3541000000000016,3.496329539494933,3.528909343608309,-0.032579804113376465,-0.012768465605306575
TTNP,2020-12-09,3.5,3.53,3.3,3.4419999999999997,317751,3.442000000000002,3.5221894557667386,3.5428940910969735,-0.02070463533023492,-0.007815630978289212
TTNP,2020-12-08,3.45,3.55,3.37,3.5162,239193,3.5162000000000018,3.536769356815237,3.550965618384732,-0.014196261569494606,-0.0045933798903027845
TTNP,2020-12-07,3.41,3.5,3.36,3.3812,213228,3.381200000000002,3.5405092398725535,3.5537468678555095,-0.013237627982956912,-0.0021926594705047185
TTNP,2020-12-04,3.62,3.62,3.52,3.5786,86467,3.578600000000001,3.569474556213017,3.567550617283951,0.0019239389290666156,0.0005685826576081077
TTNP,2020-12-03,3.58,3.65,3.5,3.58,185788,3.580000000000002,3.5678153846153844,3.5666666666666664,0.0011487179487179588,0.00022974358974359177
TTNP,2020-12-02,3.72,3.72,3.51,3.5656,254947,3.5656000000000017,3.5656,3.5656,0.0,0.0
