Symbol,Date,Open,High,Low,Close,Volume,LMNL SMA,LMNL spanTwelveEMA,LMNL spanTwntySixEMA,LMNL_x,LMNL_y
LMNL,2021-01-06,4.22,4.4799,4.22,4.32,96930,4.32,4.349077956524223,4.3114980849573055,0.03757987156691822,0.08483310008882798
LMNL,2021-01-05,4.28,4.28,4.22,4.2599,55247,4.2599,4.354364857710445,4.310817931753888,0.04354692595655685,0.09664640721930563
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644,4.26,4.371540286385072,4.314891366294201,0.056648920090871975,0.10992127753499283
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644,4.26,4.3918203384550845,4.319282675597735,0.07253766285734907,0.12323936689602324
LMNL,2020-12-31,4.35,4.35,4.22,4.22,32785,4.2200000000000015,4.415787672719644,4.3240252896455535,0.0917623830740908,0.13591479290569178
LMNL,2020-12-30,4.35,4.4184,4.32,4.395,41268,4.3950000000000005,4.451385431395943,4.332347312817198,0.1190381185787448,0.14695289536359202
LMNL,2020-12-29,4.36,4.3955,4.163,4.2001,74329,4.200100000000001,4.4616373280133885,4.3273350978425755,0.13430223017081389,0.1539315895598038
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.5200000000000005,4.509189569470368,4.337513905669981,0.17167566380038668,0.1588389294070515
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.52,4.5072240366467975,4.32291501812358,0.18430901852321835,0.1556297458087177
LMNL,2020-12-24,4.95,5.01,4.76,4.8369,94321,4.8369,4.504901134218943,4.307148219573467,0.19775291464547706,0.14845992763009275
LMNL,2020-12-23,4.72,4.9199,4.7,4.89,142231,4.8900000000000015,4.444537704076934,4.264768077139344,0.17976962693759013,0.1361366808762469
LMNL,2020-12-22,5.25,5.37,4.8,4.9,551282,4.900000000000001,4.36354455936365,4.214749523310491,0.14879503605315847,0.12522844436091107
LMNL,2020-12-21,4.5592,4.83,4.4,4.5088,273611,4.508800000000001,4.266007206520676,4.159929485175331,0.1060777213453461,0.11933679643784921
LMNL,2020-12-18,4.1,4.15,4.03,4.13,28295,4.13,4.2218630622517095,4.132019843989358,0.08984321826235142,0.1226515652109752
LMNL,2020-12-17,4.11,4.17,4.08,4.14,45285,4.14,4.2385654372065655,4.132181431508507,0.10638400569805828,0.13085365194813114
LMNL,2020-12-16,4.2,4.23,4.1163,4.16,29018,4.160000000000001,4.256486425789578,4.131555946029188,0.12493047976038962,0.13697106351064933
LMNL,2020-12-15,4.24,4.34,4.17,4.2,52700,4.200000000000001,4.274029412296774,4.129280421711523,0.14474899058525104,0.13998120944821424
LMNL,2020-12-14,4.3,4.337,4.21,4.2641,35922,4.264100000000002,4.2874893054416425,4.123622855448445,0.16386644999319788,0.13878926416395504
LMNL,2020-12-11,4.35,4.37,4.25,4.325,25131,4.325000000000002,4.291741906431032,4.112384683884319,0.17935722254671127,0.13251996770664431
LMNL,2020-12-10,4.24,4.4406,4.22,4.3475,19366,4.347500000000003,4.285694980327583,4.095375458595067,0.19031952173251646,0.12081065399662733
LMNL,2020-12-09,4.75,4.8,4.52,4.5886,47590,4.588600000000003,4.274457704023507,4.075205495282672,0.1992522087408348,0.10343343706265504
LMNL,2020-12-08,4.88,4.95,4.65,4.71,81814,4.710000000000004,4.217340922936872,4.034133934905286,0.18320698803158564,0.0794787441431101
LMNL,2020-12-07,4.63,4.66,4.5205,4.6,39793,4.600000000000004,4.12776654528903,3.980064649697709,0.14770189559132166,0.05354668317099122
LMNL,2020-12-04,4.65,4.76,4.55,4.75,98312,4.750000000000004,4.041905917159763,3.9304698216735248,0.1114360954862379,0.03000788006590872
LMNL,2020-12-03,4.25,4.58,4.2,4.425,241019,4.425000000000004,3.913161538461538,3.8649074074074066,0.04825413105413112,0.009650826210826314
LMNL,2020-12-02,3.86,3.87,3.75,3.8201,90962,3.820100000000005,3.8201,3.8201,0.0,0.0
