Symbol,Date,Open,High,Low,Close,Volume,ADTX SMA,ADTX spanTwelveEMA,ADTX spanTwntySixEMA,ADTX_x,ADTX_y
ADTX,2021-01-06,2.09,2.125,2.08,2.125,25701,2.125,2.1273256152406743,2.1073784961031623,0.01994711913751201,0.03672084996392688
ADTX,2021-01-05,2.08,2.0896,2.07,2.08,26274,2.08,2.1277484543753418,2.1059687757914154,0.02177967858392682,0.04091428267053059
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.1364299915344955,2.1080462778547284,0.028383713679767112,0.04569793369218164
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.147599080904404,2.1106899800831065,0.03690910082129717,0.05002648869528527
ADTX,2020-12-31,2.12,2.145,2.115,2.14,12206,2.14,2.160798913796113,2.1135451784897548,0.047253735306358464,0.05330583566378217
ADTX,2020-12-30,2.14,2.2,2.13,2.195,59601,2.194999999999999,2.164580534486316,2.111428792768935,0.053151741717380574,0.0548188607531381
ADTX,2020-12-29,2.2,2.2,2.09,2.136,99830,2.136,2.159049722574737,2.10474309619045,0.05430662638428707,0.05523564051207736
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.1632405812246893,2.1022425438856858,0.06099803733900355,0.055467894044024926
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.1492843232655416,2.0912219473965408,0.05806237586900088,0.054085358220280266
ADTX,2020-12-24,2.21,2.255,2.195,2.25,52369,2.249999999999999,2.132790563859277,2.079319703188264,0.05347086067101259,0.053091103808100115
ADTX,2020-12-23,2.22,2.23,2.13,2.191,101036,2.190999999999999,2.111479757288236,2.065665279443325,0.045814477844910766,0.05299616459237188
ADTX,2020-12-22,2.12,2.13,2.03,2.1,104641,2.0999999999999988,2.0970215313406424,2.055638501798791,0.041383029541851364,0.05479158627923715
ADTX,2020-12-21,2.01,2.04,2.01,2.01,35861,2.0099999999999985,2.0964799915843955,2.0520895819426945,0.04439040964170093,0.058143725463583595
ADTX,2020-12-18,2.01,2.025,2.0,2.005,54470,2.004999999999999,2.1122036264179216,2.05545674849811,0.05674687791981192,0.06158205441905426
ADTX,2020-12-17,1.97,2.06,1.97,2.05,94017,2.049999999999999,2.131695194857544,2.059493288377959,0.07220190647958491,0.06279084854386495
ADTX,2020-12-16,2.03,2.07,2.01,2.06,123466,2.06,2.1465488666498245,2.0602527514481963,0.08629611520162861,0.06043808405993495
ADTX,2020-12-15,2.2,2.23,2.1,2.1127,124846,2.112699999999999,2.16228502422252,2.060272971564052,0.10201205265846802,0.05397357627451164
ADTX,2020-12-14,2.53,2.59,2.45,2.4564,326436,2.456399999999999,2.1713004831720686,2.056078809289176,0.11522167388289263,0.04196395717852265
ADTX,2020-12-11,2.4,3.03,2.4,2.97,3022503,2.97,2.119464207385172,2.02405311403231,0.0954110933528618,0.023649528002430163
ADTX,2020-12-10,2.04,2.09,2.0,2.08,99835,2.0799999999999987,1.9648213360006583,1.9483773631548944,0.016443972845763266,0.005709136664822256
ADTX,2020-12-09,1.97,1.97,1.94,1.9599,35328,1.9598999999999984,1.9438797607280505,1.9378475522072864,0.0060322085207640255,0.0030254276195868365
ADTX,2020-12-08,1.97,1.97,1.92,1.95,39052,1.9499999999999984,1.940966989951332,1.936083356383869,0.0048836335674629075,0.002273732394292539
ADTX,2020-12-07,2.0,2.0,1.94,1.955,85661,1.9549999999999983,1.9393246244879376,1.9349700248945787,0.004354599593359154,0.0016212571009999463
ADTX,2020-12-04,1.98,1.98,1.95,1.95,45571,1.9499999999999984,1.9364745562130177,1.9333676268861448,0.003106929326872621,0.0009379214779101997
ADTX,2020-12-03,1.95,1.96,1.95,1.955,25749,1.9549999999999983,1.9340153846153845,1.9320370370370368,0.0019783475783476945,0.00039566951566953894
ADTX,2020-12-02,1.96,1.9669999999999999,1.925,1.9302,26570,1.9301999999999984,1.9302,1.9302,0.0,0.0
