Symbol,Date,Open,High,Low,Close,Volume,RMTI SMA,RMTI spanTwelveEMA,RMTI spanTwntySixEMA,RMTI_x,RMTI_y
RMTI,2021-01-06,1.05,1.09,1.05,1.085,115326,1.085,1.0310393623648906,1.043552943654185,-0.012513581289294471,-0.01724073068250924
RMTI,2021-01-05,1.0111,1.05,1.0111,1.045,203603,1.045,1.0212283373403253,1.0402371791465201,-0.01900884180619466,-0.01842251803081293
RMTI,2021-01-04,1.04,1.04,1.0176,1.025,132557,1.025,1.0169062168567482,1.0398561534782416,-0.02294993662149336,-0.018275937086967443
RMTI,2021-01-04,1.04,1.04,1.0176,1.025,132557,1.025,1.0154346199216115,1.041044645756501,-0.025610025834889468,-0.017107437203335962
RMTI,2020-12-31,0.98,1.005,0.9759,0.9865,83615,0.9865,1.013695459907359,1.0423282174170212,-0.0286327575096621,-0.014981790045447585
RMTI,2020-12-30,0.9247,0.97,0.924,0.962499,302598,0.962499,1.0186400889814242,1.0467944748103828,-0.02815438582895857,-0.011569048179393955
RMTI,2020-12-29,0.96,0.97,0.9447,0.9447,210854,0.9447,1.0288475597053195,1.0535381127952133,-0.024690553089893763,-0.0074227137670028
RMTI,2020-12-28,1.01,1.02,0.9705,1.005,325312,1.005,1.0441471160153777,1.0622451618188304,-0.018098045803452974,-0.0031057539362800584
RMTI,2020-12-28,1.01,1.02,0.9705,1.005,325312,1.005,1.0512647734727187,1.0668247747643371,-0.015560001291618162,0.000642319030513116
RMTI,2020-12-24,1.02,1.03,1.0,1.02,86166,1.02,1.0596765504677583,1.0717707567454835,-0.012094206277725172,0.004692899111045991
RMTI,2020-12-23,1.0,1.02,0.9914,0.9999,134499,0.9998999999999998,1.0668904687346237,1.0759124172851224,-0.00902194855049876,0.008889675458238782
RMTI,2020-12-22,1.01,1.03,1.0,1.015,136390,1.015,1.0790705539591006,1.081993410667932,-0.002922856708831523,0.013367581460423167
RMTI,2020-12-21,1.0290000000000001,1.03,1.0,1.02,138164,1.0200000000000002,1.090719745588028,1.0873528835213666,0.003366862066661369,0.01744019100273684
RMTI,2020-12-18,1.07,1.07,1.03,1.05,278978,1.0500000000000005,1.1035778811494876,1.0927411142030758,0.01083676694641178,0.02095852323675571
RMTI,2020-12-17,1.04,1.07,1.02,1.07,129645,1.07,1.113319314085758,1.096160403339322,0.01715891074643605,0.023488962309341686
RMTI,2020-12-16,1.09,1.1,1.05,1.055,212327,1.055,1.1211955530104412,1.0982532356064676,0.02294231740397357,0.02507147520006809
RMTI,2020-12-15,1.14,1.15,1.12,1.15,79046,1.15,1.133231108103249,1.1017134944549851,0.031517613648263554,0.02560376464909172
RMTI,2020-12-14,1.15,1.15,1.125,1.135,123038,1.1350000000000002,1.1301822186674757,1.0978505740113838,0.03233164465609195,0.024125302399298706
RMTI,2020-12-11,1.1604,1.19,1.13,1.135,218105,1.1350000000000005,1.1293062584251987,1.0948786199322946,0.03442763849290409,0.022073716835100392
RMTI,2020-12-10,1.17,1.18,1.1,1.17,366147,1.1700000000000006,1.128271032684326,1.0916689095268783,0.0366021231574476,0.018985236420649466
RMTI,2020-12-09,1.23,1.24,1.21,1.22,140533,1.2200000000000006,1.12068394771784,1.0854024222890286,0.035281525428811245,0.014581014736449932
RMTI,2020-12-08,1.25,1.26,1.22,1.22,259489,1.2200000000000004,1.1026264836665383,1.074634616072151,0.0279918675943871,0.009405887063359548
RMTI,2020-12-07,1.18,1.235,1.17,1.22,519224,1.2200000000000004,1.0812858443331814,1.0630053853579229,0.018280458975258318,0.004759391930602604
RMTI,2020-12-04,1.09,1.1,1.0801,1.1,102333,1.1000000000000003,1.0560650887573964,1.0504458161865569,0.005619272570839495,0.0013791251694386197
RMTI,2020-12-03,1.05,1.07,1.05,1.065,96593,1.065,1.0480769230769231,1.0464814814814811,0.0015954415954415602,0.00031908831908840086
RMTI,2020-12-02,1.05,1.06,1.03,1.045,55904,1.045,1.045,1.045,0.0,0.0
