Symbol,Date,Open,High,Low,Close,Volume,KHRNF SMA,KHRNF spanTwelveEMA,KHRNF spanTwntySixEMA,KHRNF_x,KHRNF_y
KHRNF,2021-01-06,0.275,0.3105,0.275,0.29535,85368,0.29535,0.28792332352564914,0.2925787015758025,-0.004655378050153314,-0.0071078867438619225
KHRNF,2021-01-05,0.28,0.28820500000000004,0.2782,0.2782,23273,0.2782,0.2865730187121308,0.2923569977018667,-0.005783978989735872,-0.0077210139172890595
KHRNF,2021-01-04,0.2965,0.3151,0.2965,0.2977,38625,0.2977000000000001,0.28809538575070004,0.29348955751801603,-0.0053941717673159926,-0.008205272649177356
KHRNF,2021-01-04,0.2965,0.3151,0.2965,0.2977,38625,0.2977000000000001,0.2863490922508273,0.2931527221194573,-0.0068036298686300345,-0.008908047869642697
KHRNF,2020-12-31,0.3185,0.3185,0.2908,0.2929,384081,0.2929000000000001,0.28428529084188675,0.2927889398890139,-0.008503649047127138,-0.009434152369895862
KHRNF,2020-12-30,0.2855,0.2855,0.251,0.2747,114585,0.2747000000000001,0.28271898008586616,0.29278005508013505,-0.010061074994268893,-0.009666778200588044
KHRNF,2020-12-29,0.266,0.28245,0.266,0.2779,22652,0.2779000000000001,0.2841769764651145,0.29422645948654585,-0.010049483021431329,-0.00956820400216783
KHRNF,2020-12-28,0.2944,0.2944,0.2628,0.285,98530,0.2850000000000001,0.28531824491331714,0.2955325762454695,-0.010214331332152328,-0.009447884247351941
KHRNF,2020-12-28,0.2944,0.2944,0.2628,0.285,98530,0.2850000000000001,0.2853761076248293,0.2963751823451071,-0.010999074720277724,-0.009256272476151831
KHRNF,2020-12-24,0.26899999999999996,0.292,0.255,0.275,9747,0.2750000000000001,0.28544449082934376,0.2972851969327157,-0.0118407061033719,-0.00882057191512033
KHRNF,2020-12-23,0.26,0.2771,0.26,0.2739,36920,0.27390000000000003,0.2873434891619517,0.2990680126873329,-0.011724523525381223,-0.008065538368057422
KHRNF,2020-12-22,0.26,0.29100000000000004,0.26,0.2812,144423,0.2812000000000001,0.2897877599186702,0.30108145370231953,-0.01129369378364936,-0.007150792078726469
KHRNF,2020-12-21,0.2645,0.27545,0.25,0.25395,75198,0.25395,0.29134917081297385,0.3026719699985051,-0.011322799185531252,-0.0061150666524957455
KHRNF,2020-12-18,0.28625,0.28625,0.2725,0.2772,62296,0.2772,0.2981490200516964,0.3065697275983855,-0.008420707546689166,-0.0048131335192368695
KHRNF,2020-12-17,0.2872,0.2909,0.264,0.285655,376744,0.285655,0.3019579327883685,0.3089193058062563,-0.006961373017887851,-0.003911240012373808
KHRNF,2020-12-16,0.3185,0.3185,0.2955,0.3,51468,0.30000000000000004,0.3049221023862537,0.3107804502707568,-0.0058583478845031225,-0.0031487067609953113
KHRNF,2020-12-15,0.28800000000000003,0.28800000000000003,0.27675,0.28,59897,0.2800000000000001,0.3058170300928452,0.3116428862924174,-0.005825856199572155,-0.002471296480118372
KHRNF,2020-12-14,0.278,0.3025,0.278,0.295,79665,0.29500000000000004,0.3105110355642716,0.3141743171958108,-0.0036632816315391725,-0.0016326565502549264
KHRNF,2020-12-11,0.318,0.318,0.2965,0.3027,13052,0.3027000000000001,0.3133312238486847,0.3157082625714757,-0.002377038722790992,-0.0011250002799338646
KHRNF,2020-12-10,0.29625,0.31085,0.29625,0.31,22559,0.3100000000000001,0.31526417363935466,0.3167489235771937,-0.0014847499378390359,-0.0008119906692195828
KHRNF,2020-12-09,0.32,0.3285,0.31,0.3137,48107,0.3137000000000001,0.3162212961192373,0.3172888374633692,-0.0010675413441318393,-0.0006438008520647195
KHRNF,2020-12-08,0.33105,0.33105,0.3146,0.315,99942,0.31500000000000017,0.3166797135954623,0.3175759444604387,-0.0008962308649763662,-0.0005378657290479257
KHRNF,2020-12-07,0.3395,0.342,0.31925,0.32075,280352,0.3207500000000001,0.31698511606736457,0.3177820200172738,-0.0007969039499092223,-0.00044827444506581544
KHRNF,2020-12-04,0.29975,0.3208,0.2992,0.31,47509,0.31000000000000016,0.3163005917159763,0.3175445816186557,-0.0012439899026793766,-0.0003611170688549637
KHRNF,2020-12-03,0.31145,0.32,0.29895,0.31,39855,0.3100000000000001,0.3174461538461538,0.3181481481481481,-0.0007019943019943019,-0.00014039886039886041
KHRNF,2020-12-02,0.3247,0.33799999999999997,0.3114,0.3188,166214,0.31880000000000003,0.3188,0.3188,0.0,0.0
