Symbol,Date,Open,High,Low,Close,Volume,CTXR SMA,CTXR spanTwelveEMA,CTXR spanTwntySixEMA,CTXR_x,CTXR_y
CTXR,2021-01-06,1.09,1.12,1.09,1.1,86354,1.1,1.0619810078194092,1.0613113114417851,0.0006696963776240407,0.007882221049522836
CTXR,2021-01-05,1.01,1.04,1.01,1.02,35756,1.02,1.0550684637865744,1.0582162163571278,-0.0031477525705536635,0.009685352217497533
CTXR,2021-01-04,1.0,1.05,1.0,1.045,107496,1.045,1.061444548111406,1.0612735136656983,0.00017103444570754078,0.012893628414510276
CTXR,2021-01-04,1.0,1.05,1.0,1.045,107496,1.045,1.0644344659498437,1.0625753947589542,0.0018590711908892388,0.016074276906710903
CTXR,2020-12-31,1.03,1.0399,0.970101,0.98,225719,0.98,1.0679680052134513,1.0639814263396703,0.003986578873780733,0.019628078335666262
CTXR,2020-12-30,1.06,1.07,1.04,1.06,30082,1.06,1.0839621879795334,1.0706999404468442,0.01326224753268912,0.02353845320113759
CTXR,2020-12-29,1.08,1.08,1.05,1.068,45163,1.068,1.0883189494303576,1.071555935682592,0.016763013747765676,0.026107504618249705
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0759999999999998,1.0920133038722408,1.0718404105371993,0.02017289333504157,0.028443627335870768
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0760000000000003,1.094924813667194,1.0715076433801751,0.02341717028701851,0.030511310836078068
CTXR,2020-12-24,1.1,1.1136,1.07,1.11,28202,1.1100000000000003,1.0983656888794109,1.0711482548505895,0.02721743402882137,0.03228484597334284
CTXR,2020-12-23,1.11,1.11,1.05,1.0755,100385,1.0755,1.0962503595847584,1.0680401152386367,0.028210244346121623,0.033551698959473214
CTXR,2020-12-22,1.14,1.14,1.12,1.12,50510,1.12,1.1000231522365325,1.0674433244577275,0.03257982777880475,0.034887062612811104
CTXR,2020-12-21,1.14,1.15,1.1,1.15,110128,1.15,1.0963909980977202,1.063238790414346,0.033152207683374346,0.03546387132131263
CTXR,2020-12-18,1.09,1.09,1.0668,1.08,84105,1.08,1.0866439068427602,1.0562978936474936,0.030346013195266638,0.036041787230797255
CTXR,2020-12-17,1.07,1.09,1.04,1.0649,113238,1.0648999999999995,1.0878518899050802,1.054401725139293,0.033450164765787216,0.0374657307396799
CTXR,2020-12-16,1.07,1.07,1.05,1.0501,34470,1.0500999999999998,1.0920249607969128,1.0535618631504364,0.0384630976464766,0.038469622233153075
CTXR,2020-12-15,1.04,1.0699,1.04,1.0692,112842,1.0692,1.0996476809418063,1.053838812202471,0.045808868739334985,0.03847125337982225
CTXR,2020-12-14,1.17,1.17,1.0627,1.1041,377722,1.1041000000000003,1.1051836229312255,1.0526099171786691,0.0525737057525566,0.036636849539944005
CTXR,2020-12-11,1.2215,1.23,1.18,1.1951,249404,1.1951000000000005,1.1053806452823578,1.0484907105529626,0.056889934729395186,0.03265263548679091
CTXR,2020-12-10,1.18,1.22,1.17,1.205,494732,1.205,1.0890680353336957,1.0367619673971995,0.05230606793649617,0.026593310676139844
CTXR,2020-12-09,1.21,1.27,1.13,1.18,1407588,1.1799999999999995,1.0679894963034584,1.023302924788975,0.04468657151448308,0.02016512136105076
CTXR,2020-12-08,1.14,1.2,1.11,1.1740000000000002,507326,1.1740000000000002,1.0476239501768143,1.0107671587720932,0.03685679140472131,0.014034758822692627
CTXR,2020-12-07,1.15,1.16,1.1311,1.1483,61476,1.1483,1.024646486572599,0.9977085314738606,0.02693795509873842,0.008329250677185512
CTXR,2020-12-04,1.17,1.17,1.1496,1.1541,251792,1.1541,1.0021640295857988,0.9856612139917694,0.01650281559402933,0.0036770745717972855
CTXR,2020-12-03,1.01,1.01,0.9822,0.9995,46722,0.9995,0.9745393076923076,0.9721861111111112,0.002353196581196593,0.00047063931623927415
CTXR,2020-12-02,0.99,0.9999,0.9631,0.970001,70723,0.970001,0.970001,0.970001,0.0,0.0
