Symbol,Date,Open,High,Low,Close,Volume,KTRA SMA,KTRA spanTwelveEMA,KTRA spanTwntySixEMA,KTRA_x,KTRA_y
KTRA,2021-01-06,1.4,1.42,1.29,1.325,180159,1.325,1.330570583399967,1.3398247786210484,-0.009254195221081396,0.0007051655533078509
KTRA,2021-01-05,1.32,1.33,1.3,1.3111,19727,1.3111,1.3315834167454157,1.3410107609107325,-0.009427344165316764,0.0031950057469051626
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.28,1.3353076743354912,1.343403621783591,-0.008095947448099716,0.006350593224960644
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.28,1.3453636151237625,1.3484759115262779,-0.0031122964025156463,0.009962228393225733
KTRA,2020-12-31,1.34,1.34,1.29,1.2983,18751,1.2983,1.3572479087826284,1.3539539844483803,0.0032939243342480213,0.013230859592161023
KTRA,2020-12-30,1.34,1.3648,1.3252,1.3401,14634,1.3400999999999998,1.3679657103794698,1.3584063032042506,0.009559407175219192,0.01571509340663927
KTRA,2020-12-29,1.4,1.4092,1.3467,1.35,24303,1.35,1.373032203175737,1.3598708074605907,0.013161395715146185,0.017254014964494288
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.3772198764804164,1.3606604720574378,0.01655940442297843,0.01827716977683131
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.373078035840492,1.357513309822033,0.015564726018458819,0.018706611115294473
KTRA,2020-12-24,1.36,1.41,1.36,1.4,89954,1.4,1.368183133266036,1.3541143746077955,0.014068758658240421,0.019492082389503385
KTRA,2020-12-23,1.36,1.36,1.32,1.3284,17000,1.3283999999999998,1.3623982484053154,1.3504435245764197,0.011954723828895952,0.020847913322319122
KTRA,2020-12-22,1.32,1.37,1.32,1.36,14065,1.3599999999999997,1.3685797481153728,1.3522070065425331,0.016372741572839855,0.023071210695674967
KTRA,2020-12-21,1.33,1.39,1.33,1.3401,35709,1.3400999999999998,1.3701397023181676,1.3515835670659355,0.018556135252232098,0.024745827976383798
KTRA,2020-12-18,1.31,1.37,1.31,1.36,47188,1.36,1.3756014663760159,1.3525022524312105,0.02309921394480563,0.02629325115742172
KTRA,2020-12-17,1.4,1.4,1.3438,1.37,17989,1.37,1.3784380966262009,1.3519024326257072,0.026535664000493675,0.027091760460575796
KTRA,2020-12-16,1.38,1.38,1.35,1.36,18486,1.36,1.3799722960127827,1.3504546272357638,0.029517668777018887,0.02723078457559632
KTRA,2020-12-15,1.39,1.4,1.365,1.38,43466,1.3799999999999997,1.3836036225605612,1.349690997414625,0.033912625145936286,0.02665906352524068
KTRA,2020-12-14,1.47,1.47,1.38,1.4,86350,1.3999999999999997,1.3842588266624816,1.3472662772077948,0.03699254945468655,0.024845673120066778
KTRA,2020-12-11,1.56,1.56,1.37,1.4309,209093,1.4308999999999998,1.3813967951465689,1.3430475793844188,0.03834921576215011,0.021808954036411775
KTRA,2020-12-10,1.48,1.5,1.46,1.49,34632,1.4899999999999995,1.3723962124459452,1.336019385735172,0.036376826710772914,0.01767388860497719
KTRA,2020-12-09,1.46,1.46,1.43,1.43,17735,1.4299999999999995,1.351013705617935,1.3237009365939858,0.02731276902394919,0.012998154078528203
KTRA,2020-12-08,1.41,1.4101,1.38,1.39,27337,1.3899999999999997,1.3366525611848323,1.3151970115215046,0.021455549663327744,0.009419500342172954
KTRA,2020-12-07,1.37,1.43,1.37,1.39,57435,1.3899999999999997,1.326953026854802,1.309212772443225,0.017740254411577006,0.006410488011884255
KTRA,2020-12-04,1.36,1.4702,1.35,1.3874,88587,1.3873999999999993,1.3154899408284024,1.3027497942386828,0.012740146589719448,0.0035780464119610665
KTRA,2020-12-03,1.35,1.45,1.3327,1.3707,75084,1.3706999999999994,1.3024153846153848,1.2959777777777777,0.0064376068376070785,0.0012875213675214159
KTRA,2020-12-02,1.3,1.32,1.27,1.29,109629,1.2899999999999994,1.29,1.29,0.0,0.0
