Symbol,Date,Open,High,Low,Close,Volume,MFH SMA,MFH spanTwelveEMA,MFH spanTwntySixEMA,MFH_x,MFH_y
MFH,2021-01-06,3.4,3.49,3.3132,3.33,59205,3.33,3.207479215037004,3.0811855708609763,0.12629364417602762,0.13650874198278476
MFH,2021-01-05,3.34,3.37,3.24,3.33,40534,3.33,3.185202708680096,3.0612804165298546,0.12392229215024075,0.13906251643447404
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.21,3.158875928440113,3.039782849852243,0.11909307858786987,0.14284757250553226
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.21,3.1495806427019515,3.0261654778404226,0.12341516486152893,0.14878619598494786
MFH,2020-12-31,3.14,3.1804,3.01,3.0501,95992,3.0501,3.138595305011397,3.0114587160676565,0.12713658894374058,0.15512895376580257
MFH,2020-12-30,3.17,3.17,3.01,3.0132,57486,3.0132,3.154685360468015,3.008367413353069,0.14631794711494628,0.16212704497131805
MFH,2020-12-29,3.15,3.19,3.09,3.09,68868,3.0899999999999994,3.1804099714622,3.0079808064213145,0.17242916504088512,0.166079319435411
MFH,2020-12-28,3.36,3.3719,3.08,3.28,102234,3.28,3.1968481480916906,3.00141927093502,0.19542887715667054,0.16449185803404232
MFH,2020-12-28,3.36,3.3719,3.08,3.28,102234,3.279999999999999,3.1817296295629065,2.979132812609821,0.2025968169530854,0.15675760325338522
MFH,2020-12-24,3.15,3.2986,3.15,3.17,27431,3.1699999999999995,3.1638622894834354,2.9550634376186067,0.20879885186482827,0.1452977998284602
MFH,2020-12-23,3.66,3.8246,3.4,3.6488,97191,3.6488,3.162746342116788,2.9378685126280963,0.22487782948869173,0.12942253681936805
MFH,2020-12-22,3.4,3.78,3.3501,3.72,420620,3.72,3.074372949774385,2.8809939936383437,0.19337895613604195,0.1055587136520371
MFH,2020-12-21,3.1,3.23,3.0389999999999997,3.23,67824,3.23,2.956986213369728,2.8138735131294106,0.1431127002403172,0.08360365303103612
MFH,2020-12-18,3.29,3.4193,3.2101,3.38,55632,3.3799999999999994,2.9073473430733148,2.7805833941797635,0.12676394889355125,0.06872639122871585
MFH,2020-12-17,3.13,3.2229,3.1,3.1226,94019,3.1226,2.821410496359372,2.732630065714144,0.08878043064522778,0.05421700181250699
MFH,2020-12-16,3.2,3.2,2.82,2.9862,230747,2.9862,2.7666487684247127,2.7014324709712763,0.06521629745343692,0.04557614460432668
MFH,2020-12-15,2.74,2.7899,2.74,2.7592,4728,2.7592,2.726730362683752,2.6786510686489784,0.0480792940347734,0.04066610639204922
MFH,2020-12-14,2.73,2.73,2.6,2.6738,21881,2.6738,2.720826792262615,2.6722071541408963,0.04861963812171855,0.03881280948136817
MFH,2020-12-11,2.71,2.77,2.67,2.7665,4977,2.7665000000000006,2.7293771181285447,2.672079726472168,0.057297391656376824,0.03636110232128057
MFH,2020-12-10,2.7,2.79,2.6965,2.6965,9716,2.696500000000001,2.7226275032428258,2.664526104589941,0.05810139865288466,0.031127029987506508
MFH,2020-12-09,2.99,2.99,2.89,2.9286,11430,2.9286000000000008,2.7273779583778848,2.6619681929571364,0.06540976542074882,0.024383437821161966
MFH,2020-12-08,3.14,3.14,2.87,3.05,104382,3.0500000000000003,2.6907921326284097,2.640637648393707,0.05015448423470259,0.014126855921265355
MFH,2020-12-07,2.83,2.83,2.71,2.72,20891,2.7200000000000006,2.6254816112881203,2.607888660265204,0.01759295102291647,0.0051199488429060445
MFH,2020-12-04,2.73,2.75,2.7,2.7,14725,2.7000000000000006,2.608296449704142,2.59891975308642,0.009376696617722223,0.002001698297903438
MFH,2020-12-03,2.6,2.6391,2.6,2.6,11605,2.6000000000000005,2.591623076923077,2.5908333333333333,0.0007897435897437077,0.00015794871794874157
MFH,2020-12-02,2.75,2.75,2.5,2.5901,57198,2.590100000000001,2.5901,2.5901,0.0,0.0
