Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2021-01-06,2.67,2.67,2.5,2.51,493702,2.51,2.5444991959350403,2.810120465960511,-0.2656212700254712,-0.306520056892828
NBRV,2021-01-05,2.5,2.55,2.49,2.52,69945,2.52,2.550771777014138,2.8341301032373516,-0.283358326223214,-0.31674475360966725
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.435,2.5563666455621634,2.8592605114963403,-0.3028938659341769,-0.3250913604562806
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.435,2.578433308391648,2.893201352416048,-0.3147680440243996,-0.33064073408680655
NBRV,2020-12-31,2.51,2.51,2.42,2.4301,59955,2.4301,2.6045120917355837,2.9298574606093317,-0.325345368873748,-0.3346089066024083
NBRV,2020-12-30,2.42,2.46,2.395,2.395,61193,2.395,2.6362233811420532,2.969838057458078,-0.3336146763160253,-0.3369247910345733
NBRV,2020-12-29,2.53,2.53,2.41,2.45,166580,2.4500000000000006,2.6800821777133352,3.0158251020547233,-0.33574292434138897,-0.33775231971421044
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.5950000000000006,2.7219153009339414,3.061091110219102,-0.3391758092851602,-0.338254668557416
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.595000000000001,2.7449908101946585,3.0983783990366303,-0.3533875888419717,-0.3380243833754798
NBRV,2020-12-24,2.71,2.715,2.65,2.6799,39707,2.6799000000000004,2.772261866593687,3.1386486709595607,-0.3663868043658738,-0.3341835820088568
NBRV,2020-12-23,2.7,2.72,2.61,2.6981,140204,2.6981,2.7890549332470846,3.1753485646363258,-0.3862936313892411,-0.3261327764196025
NBRV,2020-12-22,2.5,2.5,2.47,2.485,89582,2.4849999999999994,2.805592193837464,3.213528449807232,-0.4079362559697679,-0.3110925626771928
NBRV,2020-12-21,2.45,2.47,2.44,2.4531,77431,2.4531,2.863881683626093,3.27181072579181,-0.4079290421657169,-0.28688163935404903
NBRV,2020-12-18,2.5,2.5,2.44,2.4798,42013,2.4798,2.9385692624672015,3.3373075838551545,-0.39873832138795373,-0.25661978865113205
NBRV,2020-12-17,2.38,2.46,2.37,2.44,104569,2.4400000000000004,3.021981855643056,3.4059081905635678,-0.3839263349205115,-0.22109015546692679
NBRV,2020-12-16,2.37,2.4,2.32,2.3231,149060,2.3231000000000006,3.127796738487248,3.4831808458086524,-0.3553841073214046,-0.18038111060353057
NBRV,2020-12-15,2.46,2.5,2.42,2.48,216457,2.4800000000000004,3.2741052363940195,3.5759873134733446,-0.3018820770793247,-0.13663036142406207
NBRV,2020-12-14,2.58,2.58,2.4466,2.5,506761,2.5000000000000004,3.4184880066474777,3.663666298551212,-0.2451782919037342,-0.0953174325102463
NBRV,2020-12-11,2.44,2.5,2.31,2.4734,1328513,2.4734,3.5854858260379285,3.756759602435309,-0.17127377639738084,-0.05785221766187431
NBRV,2020-12-10,3.42,3.5,3.39,3.49,48869,3.49,3.787683248953916,3.8594283706301344,-0.07174512167621883,-0.029496827977997787
NBRV,2020-12-09,3.68,3.7,3.61,3.64,70323,3.640000000000001,3.8418074760364456,3.8889826402805454,-0.047175164244099836,-0.018934754553442637
NBRV,2020-12-08,3.85,3.85,3.75,3.76,74696,3.76,3.878499744406709,3.908901251502989,-0.030401507096280863,-0.011874652130778332
NBRV,2020-12-07,3.85,3.97,3.8,3.8299,76545,3.8299,3.900045152480656,3.9208133516232286,-0.020768199142573,-0.00724293838940292
NBRV,2020-12-04,3.75,3.84,3.75,3.8,71547,3.8,3.912798816568048,3.9280864197530874,-0.015287603185039522,-0.0038616232011105113
NBRV,2020-12-03,3.88,4.2299,3.72,3.88,147695,3.88,3.933307692307692,3.9383333333333335,-0.005025641025641292,-0.0010051282051282584
NBRV,2020-12-02,3.7,3.998,3.64,3.943,225702,3.9430000000000014,3.943,3.943,0.0,0.0
