Symbol,Date,Open,High,Low,Close,Volume,ACRX SMA,ACRX spanTwelveEMA,ACRX spanTwntySixEMA,ACRX_x,ACRX_y
ACRX,2021-01-06,1.3483,1.39,1.341,1.3668,130187,1.3668,1.2797572859163344,1.3112804411015604,-0.03152315518522597,-0.0413445930504235
ACRX,2021-01-05,1.26,1.28,1.25,1.26,130685,1.2600000000000002,1.2639313379011226,1.3068388763896852,-0.042907538488562665,-0.043799952516722876
ACRX,2021-01-04,1.27,1.27,1.22,1.2554,144710,1.2554000000000003,1.2646461266104176,1.3105859865008602,-0.045939859890442365,-0.04402305602376293
ACRX,2021-01-04,1.27,1.27,1.22,1.2554,144710,1.2554000000000003,1.266327240539585,1.3150008654209289,-0.04867362488134419,-0.04354385505709301
ACRX,2020-12-31,1.23,1.24,1.22,1.22,166940,1.2200000000000004,1.268314011546782,1.319768934654603,-0.051454923107821404,-0.042261412601030265
ACRX,2020-12-30,1.17,1.22,1.155,1.195,261305,1.1950000000000005,1.2770983772825606,1.3277504494269716,-0.05065207214441103,-0.039963034974332526
ACRX,2020-12-29,1.23,1.23,1.17,1.1865,467852,1.1865000000000008,1.292025354970299,1.3383704853811291,-0.04634513041083044,-0.037290775681812896
ACRX,2020-12-28,1.29,1.3,1.2719,1.2954,239593,1.2954000000000008,1.3112117831467172,1.3505201242116196,-0.03930834106490266,-0.03502718699955856
ACRX,2020-12-28,1.29,1.3,1.2719,1.2954,239593,1.2954000000000006,1.3140866528097563,1.3549297341485491,-0.040843081338792775,-0.03395689848322259
ACRX,2020-12-24,1.35,1.36,1.31,1.355,150869,1.3550000000000002,1.3174842260478938,1.359692112880433,-0.042207886832539065,-0.032235352769330046
ACRX,2020-12-23,1.24,1.25,1.23,1.23,114896,1.23,1.3106631762384198,1.3600674819108671,-0.049404305672447364,-0.02974221925352779
ACRX,2020-12-22,1.26,1.2699,1.22,1.25,251350,1.25,1.325329208281769,1.3704728804637367,-0.0451436721819678,-0.024826697648797892
ACRX,2020-12-21,1.26,1.27,1.24,1.25,158690,1.25,1.3390254279693634,1.3801107109008357,-0.04108528293147229,-0.019747454015505414
ACRX,2020-12-18,1.29,1.3,1.25,1.2642,338107,1.2641999999999998,1.3552118694183386,1.3905195677729023,-0.03530769835456393,-0.014412996786513694
ACRX,2020-12-17,1.29,1.31,1.26,1.2622,236556,1.2621999999999998,1.3717594820398546,1.4006251331947348,-0.028865651154880163,-0.009189321394501189
ACRX,2020-12-16,1.31,1.3234,1.28,1.285,164568,1.2849999999999997,1.391679387865283,1.4116991438503137,-0.02001975598503081,-0.004270238954406446
ACRX,2020-12-15,1.28,1.3299,1.28,1.3042,256072,1.3042,1.411075640204425,1.4218350753583386,-0.010759435153913309,-0.000332859696750356
ACRX,2020-12-14,1.39,1.43,1.38,1.4237,147907,1.4237,1.4305075747870482,1.4312458813870057,-0.00073830659995755,0.002273784167540438
ACRX,2020-12-11,1.44,1.44,1.42,1.43,44207,1.43,1.4317453156574205,1.431849551897966,-0.00010423624054545222,0.003026806859414935
ACRX,2020-12-10,1.32,1.39,1.27,1.3582,719600,1.3582,1.4320626457769514,1.4319975160498033,6.512972714833865e-05,0.003809567634405032
ACRX,2020-12-09,1.42,1.46,1.42,1.4343,121365,1.4342999999999997,1.4454922177363971,1.4379013173337871,0.00759090040260979,0.004745677111219261
ACRX,2020-12-08,1.4656,1.47,1.43,1.45,99725,1.4499999999999995,1.447527166415742,1.43818942272049,0.009337743695251756,0.004034371288371572
ACRX,2020-12-07,1.51,1.55,1.51,1.52,133537,1.5199999999999998,1.4470775603095132,1.4372445765381294,0.00983298377138353,0.0027085281866514707
ACRX,2020-12-04,1.46,1.48,1.42,1.45,133820,1.4499999999999995,1.433818934911243,1.43062414266118,0.0031947922500628056,0.0009274142904684003
ACRX,2020-12-03,1.46,1.47,1.45,1.45,53726,1.4499999999999995,1.4308769230769232,1.4290740740740742,0.001802849002848994,0.00036056980056979886
ACRX,2020-12-02,1.476,1.476,1.4,1.4274,150285,1.4273999999999998,1.4274,1.4274,0.0,0.0
