Symbol,Date,Open,High,Low,Close,Volume,EPWCF SMA,EPWCF spanTwelveEMA,EPWCF spanTwntySixEMA,EPWCF_x,EPWCF_y
EPWCF,2021-01-06,0.21051,0.21603000000000008,0.2029,0.21603000000000008,74000,0.21603000000000008,0.21206028637839025,0.19287124528428076,0.019189041094109488,0.026322686829201962
EPWCF,2021-01-05,0.21,0.2128,0.198,0.2046,165517,0.2046000000000001,0.21133852026537026,0.1910185449070232,0.02031997535834706,0.02810609826297508
EPWCF,2021-01-04,0.2294,0.235,0.2119,0.2119,97950,0.2119000000000001,0.21256370576816488,0.18993202849958504,0.022631677268579814,0.03005262898913208
EPWCF,2021-01-04,0.2294,0.235,0.2119,0.2119,97950,0.2119000000000001,0.21268437954419486,0.18817459077955184,0.02450978876464299,0.03190786691927014
EPWCF,2020-12-31,0.2,0.205,0.2,0.2,103667,0.20000000000000004,0.21282699400677568,0.186276558041916,0.026550435964859675,0.03375738645792692
EPWCF,2020-12-30,0.2135,0.2149,0.2023,0.2054,35493,0.20540000000000005,0.21515917473528035,0.1851786826852693,0.02998049205001105,0.03555912408119373
EPWCF,2020-12-29,0.242,0.242,0.215,0.2175,79063,0.21750000000000005,0.21693357014169495,0.18356097730009086,0.033372592841604154,0.0369537820889894
EPWCF,2020-12-28,0.2176,0.253,0.2176,0.23,187232,0.2300000000000001,0.21683058289473045,0.1808458554840981,0.03598472741063236,0.03784907940083572
EPWCF,2020-12-28,0.2176,0.253,0.2176,0.23,187232,0.2300000000000001,0.21443614342104506,0.17691352392282594,0.03752261949821911,0.03831516739838656
EPWCF,2020-12-24,0.2435,0.2435,0.22662,0.22662,18988,0.22662,0.2116063513157805,0.172666605836652,0.03893974547912851,0.03851330437342842
EPWCF,2020-12-23,0.25,0.25,0.2242,0.2242,57727,0.2242,0.2088765970095588,0.16835033430358415,0.04052626270597465,0.0384066940970034
EPWCF,2020-12-22,0.2,0.228,0.2,0.228,123524,0.2280000000000001,0.20609052373856948,0.16388236104787088,0.0422081626906986,0.03787680194476058
EPWCF,2020-12-21,0.2315,0.2315,0.2078,0.21761,121823,0.21761000000000005,0.20210698260012755,0.15875294993170053,0.043354032668427016,0.03679396175827607
EPWCF,2020-12-18,0.29375,0.29375,0.225,0.23874,145612,0.2387400000000001,0.1992882521637871,0.15404438592623654,0.04524386623755053,0.03515394403073833
EPWCF,2020-12-18,0.29375,0.29375,0.225,0.23874,145612,0.23874,0.19211520710265748,0.14726873680033548,0.04484647030232199,0.03263146347903527
EPWCF,2020-12-16,0.24,0.25,0.2068,0.2182,172412,0.2182,0.1836379720304134,0.13995103574436232,0.04368693628605108,0.029577711773213583
EPWCF,2020-12-15,0.2681,0.282,0.25,0.2656,283815,0.2656,0.17735396694503405,0.1336911186039113,0.04366284834112272,0.02605040564500421
EPWCF,2020-12-14,0.22,0.24,0.22,0.23835,200900,0.23835,0.16130923366231292,0.1231384080922242,0.03817082557008872,0.02164729497097457
EPWCF,2020-12-11,0.2,0.223,0.19,0.22,243025,0.22000000000000008,0.14730182160091526,0.11392148073960215,0.033380340861313126,0.01751641232119603
EPWCF,2020-12-10,0.1685,0.17,0.132,0.1615,638807,0.16150000000000006,0.13408397098289987,0.10543519919877033,0.028648771784129563,0.013550430186166758
EPWCF,2020-12-09,0.23,0.23199999999999998,0.209,0.21368800000000002,165902,0.21368800000000007,0.1290992384343362,0.10095001513467193,0.02814922329966428,0.00977584478667606
EPWCF,2020-12-08,0.318,0.318,0.25,0.29,1652787,0.29000000000000004,0.11371946360421553,0.09193097634544567,0.021788487258769838,0.005182500158429004
EPWCF,2020-12-07,0.12,0.1506,0.12,0.14,1102222,0.14000000000000007,0.08166845698680017,0.07608545445308135,0.005583002533718823,0.001031003383343789
EPWCF,2020-12-04,0.0745,0.0797,0.068,0.0797,239353,0.07970000000000005,0.07106272189349111,0.07097229080932785,9.043108416326162e-05,-0.00010699640424996939
EPWCF,2020-12-03,0.075,0.075,0.0612,0.0612,111270,0.06120000000000006,0.06949230769230769,0.07027407407407407,-0.0007817663817663857,-0.00015635327635327712
EPWCF,2020-12-02,0.069,0.071,0.069,0.071,140653,0.07100000000000004,0.071,0.071,0.0,0.0
