Symbol,Date,Open,High,Low,Close,Volume,NGD SMA,NGD spanTwelveEMA,NGD spanTwntySixEMA,NGD_x,NGD_y
NGD,2021-08-05,1.59,1.5999,1.59,1.5999,32513,1.5999,1.6374121396215262,1.6767621448700838,-0.0393500052485575,-0.049423761482444234
NGD,2021-08-04,1.7,1.71,1.6937,1.7068,42043,1.7068,1.6442325286436217,1.6829111164596906,-0.0386785878160689,-0.051942200540915896
NGD,2021-08-03,1.63,1.64,1.62,1.625,54647,1.625,1.6328566247606435,1.6810000057764658,-0.048143381015822,-0.05525810372212764
NGD,2021-08-02,1.66,1.66,1.66,1.66,60029,1.66,1.6342851019898517,1.6854800062385829,-0.0511949042487311,-0.05703678439870398
NGD,2021-07-30,1.65,1.65,1.64,1.65,46646,1.65,1.6296096659880066,1.6875184067376694,-0.0579087407496627,-0.058497254436197174
NGD,2021-07-29,1.64,1.6499,1.64,1.6499,109975,1.6499,1.6259023325312807,1.690519879276683,-0.0646175467454022,-0.05864438285783077
NGD,2021-07-28,1.54,1.54,1.523,1.523,18672,1.523,1.6215391202642406,1.6937694696188177,-0.0722303493545768,-0.0571510918859379
NGD,2021-07-27,1.57,1.58,1.56,1.57,55797,1.57,1.639455323948648,1.707431027188323,-0.067975703239675,-0.0533812775187781
NGD,2021-07-26,1.54,1.55,1.54,1.54,24790,1.54,1.652083564666584,1.718425509363389,-0.0663419446968047,-0.04973267108855386
NGD,2021-07-23,1.58,1.59,1.58,1.59,20032,1.59,1.672462394605963,1.73269955011246,-0.0602371555064971,-0.04558035268649108
NGD,2021-07-22,1.67,1.68,1.65,1.655,50586,1.655,1.6874555572615924,1.7441155141214568,-0.0566599568598644,-0.04191615198148956
NGD,2021-07-21,1.56,1.58,1.56,1.5722,60115,1.5722,1.6933565676727909,1.7512447552511734,-0.0578881875783825,-0.03823020076189583
NGD,2021-07-20,1.63,1.63,1.6113,1.6113,43120,1.6113,1.715385034522389,1.7655683356712673,-0.0501833011488781,-0.03331570405777415
NGD,2021-07-19,1.59,1.61,1.58,1.59,183665,1.59,1.7343095862537328,1.7779098025249684,-0.0436002162712356,-0.029098804784998142
NGD,2021-07-16,1.7,1.72,1.7,1.71,77523,1.71,1.7605476928453203,1.792942586726966,-0.0323948938816454,-0.02547345191343876
NGD,2021-07-15,1.75,1.7582,1.74,1.75,28581,1.75,1.7697381824535603,1.7995779936651233,-0.0298398112115627,-0.02374309142138704
NGD,2021-07-14,1.78,1.78,1.76,1.775,153284,1.775,1.7733269428996623,1.8035442331583331,-0.030217290258671,-0.022218911473843053
NGD,2021-07-13,1.71,1.71,1.7,1.7,18361,1.7,1.773022750699601,1.805827771811,-0.0328050211113988,-0.02021931677763611
NGD,2021-07-12,1.74,1.74,1.73,1.73,57770,1.73,1.7862996144631649,1.81429399355588,-0.0279943790927148,-0.01707289069419537
NGD,2021-07-09,1.7,1.7101,1.7,1.7101,29631,1.7101,1.796535908001922,1.8210375130403504,-0.0245016050384281,-0.014342518594565446
NGD,2021-07-08,1.76,1.77,1.7411,1.75,44060,1.75,1.8122515276386355,1.8299125140835784,-0.017660986444943,-0.011802746983599718
NGD,2021-07-07,1.8,1.8,1.79,1.794,24270,1.794,1.8235699872092963,1.8363055152102647,-0.0127355280009684,-0.010338187118263936
NGD,2021-07-06,1.83,1.8382,1.825,1.838,91946,1.838,1.8289463485200772,1.8396899564270857,-0.0107436079070084,-0.009738851897587808
NGD,2021-07-06,1.83,1.8382,1.825,1.838,91946,1.838,1.8273002300691823,1.8398251529412528,-0.0125249228720702,-0.009487662895232646
NGD,2021-07-02,1.8,1.82,1.8,1.8099,60487,1.8099,1.8253548173544885,1.839971165176553,-0.0146163478220646,-0.008728347901023177
NGD,2021-07-01,1.85,1.85,1.835,1.84,23010,1.84,1.8281647841462132,1.8423768583906772,-0.014212074244464,-0.007256347920762859
NGD,2021-06-30,1.77,1.78,1.7514,1.7608,32953,1.7608,1.826012926718252,1.8425670070619315,-0.0165540803436794,-0.005517416339837568
NGD,2021-06-29,1.77,1.77,1.74,1.75,46097,1.75,1.837869822485207,1.849108367626886,-0.0112385451416789,-0.0027582503388770977
NGD,2021-06-28,1.81,1.82,1.8,1.82,17920,1.82,1.853846153846154,1.857037037037037,-0.0031908831908831,-0.0006381766381766241
NGD,2021-06-25,1.87,1.88,1.86,1.86,24933,1.86,1.86,1.86,0.0,0.0
