Symbol,Date,Open,High,Low,Close,Volume,CERS SMA,CERS spanTwelveEMA,CERS spanTwntySixEMA,CERS_x,CERS_y
CERS,2021-08-05,6.09,6.12,6.06,6.08,81193,6.08,5.301291567556814,5.289355853952785,0.0119357136040285,-0.12436230766365648
CERS,2021-08-04,5.85,5.92,5.82,5.9099,187940,5.9099,5.159708216203508,5.226104322269008,-0.0663961060655005,-0.15843681298057774
CERS,2021-08-03,5.1,5.1,5.06,5.07,9876,5.07,5.023309710058691,5.171400668050529,-0.1480909579918377,-0.18144698970934703
CERS,2021-08-02,5.14,5.14,5.04,5.05,11535,5.05,5.014820566432999,5.179512721494572,-0.1646921550615729,-0.18978599763872434
CERS,2021-07-30,5.03,5.03,4.99,5.01,5298,5.01,5.0084243057844535,5.189873739214137,-0.1814494334296839,-0.19605945828301194
CERS,2021-07-29,4.97,4.99,4.97,4.99,6388,4.99,5.008137815927081,5.204263638351268,-0.1961258224241868,-0.19971196449634393
CERS,2021-07-28,4.79,4.8167,4.79,4.8167,8675,4.8167,5.0114356006410965,5.221404729419369,-0.2099691287782725,-0.20060850001438318
CERS,2021-07-27,4.79,4.82,4.79,4.8,10994,4.8,5.046842073484933,5.253781107772919,-0.206939034287986,-0.19826834282341083
CERS,2021-07-26,4.99,4.99,4.96,4.965,11565,4.965,5.091722450482193,5.290083596394752,-0.1983611459125596,-0.19610066995726705
CERS,2021-07-23,5.06,5.11,5.0,5.07,12108,5.07,5.11476289602441,5.316090284106333,-0.201327388081923,-0.19553555096844388
CERS,2021-07-22,5.07,5.15,5.07,5.12,11236,5.12,5.122901604392484,5.33577750683484,-0.2128759024423558,-0.19408759169007406
CERS,2021-07-21,5.04,5.0792,5.04,5.0792,10495,5.0792,5.123429168827482,5.353039707381627,-0.2296105385541453,-0.1893905140020036
CERS,2021-07-20,4.95,4.98,4.95,4.97,7655,4.97,5.131470835887024,5.374946883972157,-0.2434760480851334,-0.17933550786396815
CERS,2021-07-19,4.79,4.8,4.78,4.79,22328,4.79,5.160829169684664,5.407342634689931,-0.2465134650052665,-0.16330037280867682
CERS,2021-07-16,4.81,4.84,4.715,4.795,23598,4.795,5.228252655081876,5.456730045465125,-0.2284773903832491,-0.1424970997595294
CERS,2021-07-15,4.89,4.92,4.88,4.88,11800,4.88,5.3070258650967626,5.509668449102335,-0.2026425840055727,-0.12100202710359947
CERS,2021-07-14,5.07,5.08,5.06,5.065,13467,5.065,5.384666931477993,5.5600419250305215,-0.1753749935525288,-0.10059188787810613
CERS,2021-07-13,5.11,5.13,5.11,5.12,8684,5.12,5.442788191746719,5.599645279032963,-0.1568570872862436,-0.08189611145950045
CERS,2021-07-12,5.26,5.27,5.23,5.24,28065,5.24,5.501476953882486,5.638016901355599,-0.1365399474731132,-0.06315586750281466
CERS,2021-07-09,5.25,5.25,5.18,5.18,26941,5.18,5.549018218224757,5.669858253464048,-0.1208400352392908,-0.04480984751024
CERS,2021-07-08,5.11,5.12,5.05,5.06,85363,5.06,5.616112439720166,5.709046913741172,-0.0929344740210051,-0.02580230057797728
CERS,2021-07-07,5.46,5.46,5.43,5.44,16342,5.44,5.71722379239656,5.760970666840466,-0.0437468744439062,-0.00901925721722008
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.767628118286843,5.786648320187703,-0.0190202019008598,-0.0003373529105485406
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.803560503429905,5.803980185802718,-0.0004196823728133,0.004333359337029286
CERS,2021-07-02,6.1244,6.1244,5.92,6.03,25923,6.03,5.84602604950807,5.822698600666936,0.0233274488411341,0.005521619764489935
CERS,2021-07-01,5.91,5.95,5.895,5.94,96511,5.94,5.81257624032772,5.806114488720291,0.0064617516074285,0.0010701624953288857
CERS,2021-06-30,5.67,5.73,5.67,5.71,26691,5.71,5.7894082840236685,5.795403647817913,-0.0059953637942449,-0.00027773478269625673
CERS,2021-06-29,5.77,5.78,5.76,5.77,9105,5.77,5.803846153846154,5.802235939643347,0.0016102142028069,0.00115167247019091
CERS,2021-06-28,5.86,5.89,5.85,5.865,23292,5.865,5.81,5.804814814814815,0.0051851851851845,0.001037037037036903
CERS,2021-06-25,5.78,5.82,5.76,5.8,21412,5.8,5.8,5.8,0.0,0.0
