Symbol,Date,Open,High,Low,Close,Volume,AXU SMA,AXU spanTwelveEMA,AXU spanTwntySixEMA,AXU_x,AXU_y
AXU,2021-08-05,2.15,2.17,2.14,2.14,24899,2.14,2.1808732446873824,2.250039954867091,-0.0691667101797084,-0.08803421161201677
AXU,2021-08-04,2.15,2.18,2.15,2.1782,14231,2.1782,2.188304743721452,2.2588431512564577,-0.0705384075350057,-0.09275108697009385
AXU,2021-08-03,2.21,2.21,2.16,2.19,5864,2.19,2.190141969852625,2.265294603356974,-0.0751526335043486,-0.09830425682886587
AXU,2021-08-02,2.22,2.23,2.22,2.2226,5539,2.2226,2.1901677825531025,2.271318171625532,-0.0811503890724294,-0.10409216265999506
AXU,2021-07-30,2.25,2.26,2.25,2.25,14889,2.25,2.184271015744576,2.275215625355574,-0.0909446096109989,-0.10982760605688646
AXU,2021-07-29,2.31,2.31,2.23,2.26,121021,2.26,2.1723202913344988,2.2772328753840205,-0.1049125840495217,-0.11454835516835857
AXU,2021-07-28,2.07,2.07,2.0643,2.0643,6764,2.0643,2.1563785261225896,2.2786115054147422,-0.1222329792921526,-0.11695729794806776
AXU,2021-07-27,2.15,2.15,2.13,2.13,3275,2.13,2.173120076326697,2.2957564258479217,-0.1226363495212248,-0.11563837761204654
AXU,2021-07-26,2.05,2.1,2.05,2.08,11573,2.08,2.180960090204278,2.309016939915756,-0.1280568497114775,-0.11388888463475197
AXU,2021-07-23,2.08,2.09,2.08,2.09,14298,2.09,2.19931647024142,2.327338295109016,-0.1280218248675964,-0.11034689336557045
AXU,2021-07-22,2.18,2.18,2.18,2.18,4821,2.18,2.2191921921034963,2.346325358717737,-0.1271331666142412,-0.10592816049006408
AXU,2021-07-21,2.03,2.07,2.03,2.07,17615,2.07,2.2263180452132225,2.359631387415156,-0.1333133422019337,-0.10062690895901989
AXU,2021-07-20,2.0,2.03,2.0,2.03,18529,2.03,2.254739507979263,2.3828018984083688,-0.1280623904291058,-0.09245530064829144
AXU,2021-07-19,2.05,2.06,2.0,2.06,58591,2.06,2.2956012367027654,2.411026050281038,-0.1154248135782727,-0.08355352820308784
AXU,2021-07-16,2.21,2.22,2.21,2.22,2969,2.22,2.3384378251941773,2.439108134303521,-0.1006703091093439,-0.07558570685929161
AXU,2021-07-15,2.27,2.27,2.26,2.27,10165,2.27,2.3599719752294823,2.456636785047803,-0.0966648098183204,-0.06931455629677863
AXU,2021-07-14,2.29,2.29,2.28,2.28,9022,2.28,2.376330516180297,2.4715677278516277,-0.0952372116713298,-0.06247699291639315
AXU,2021-07-13,2.2,2.2,2.19,2.19,11001,2.19,2.393845155485806,2.486893146079757,-0.0930479905939511,-0.05428693822765876
AXU,2021-07-12,2.26,2.27,2.15,2.21,115903,2.21,2.4309079110286795,2.5106445977661376,-0.079736686737458,-0.044596675136085645
AXU,2021-07-09,2.26,2.26,2.26,2.26,29395,2.26,2.471072985761167,2.5346961655874285,-0.0636231798262616,-0.035811672235742546
AXU,2021-07-08,2.36,2.36,2.36,2.36,5579,2.36,2.5094498922631976,2.556671858834423,-0.0472219665712252,-0.02885879533811277
AXU,2021-07-07,2.43,2.455,2.43,2.455,7603,2.455,2.5366225999474152,2.5724056075411768,-0.0357830075937615,-0.02426800252983465
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.5514630726651277,2.581798056144471,-0.0303349834793436,-0.02138925126385293
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.5553654495133324,2.585941900636029,-0.0305764511226964,-0.019152818209980375
AXU,2021-07-02,2.59,2.59,2.5,2.5,30661,2.5,2.5599773494248472,2.590417252686912,-0.0304399032620641,-0.016296909981801354
AXU,2021-07-01,2.51,2.55,2.51,2.55,16009,2.55,2.570882322047547,2.5976506329018645,-0.0267683108543175,-0.012761161661735545
AXU,2021-06-30,2.48,2.5,2.48,2.48,16729,2.48,2.574679107874374,2.601462683534014,-0.0267835756596399,-0.009259374363590048
AXU,2021-06-29,2.45,2.47,2.45,2.45,15589,2.45,2.59189349112426,2.611179698216735,-0.0192862070924748,-0.004878324039577571
AXU,2021-06-28,2.55,2.56,2.55,2.55,8759,2.55,2.6176923076923075,2.624074074074074,-0.0063817663817662,-0.0012763532763532483
AXU,2021-06-25,2.68,2.68,2.62,2.63,12081,2.63,2.63,2.63,0.0,0.0
