Symbol,Date,Open,High,Low,Close,Volume,PIXY SMA,PIXY spanTwelveEMA,PIXY spanTwntySixEMA,PIXY_x,PIXY_y
PIXY,2020-11-20,2.43,2.43,2.38,2.42,40438,2.42,2.2608002197166166,2.3880939776950716,-0.12729375797845546,-0.19300669196227727
PIXY,2020-11-19,2.25,2.29,2.2165,2.27,17817,2.27,2.2318548051196383,2.3855414959106778,-0.15368669079103991,-0.2094349254582328
PIXY,2020-11-18,2.28,2.29,2.25,2.2634,30599,2.2633999999999994,2.22491931514139,2.3947848155835323,-0.1698655004421421,-0.22337198412503112
PIXY,2020-11-17,2.23,2.2463,2.18,2.2006,33789,2.2006,2.2179228269852795,2.4052956008302147,-0.1873727738449356,-0.23674860504575335
PIXY,2020-11-16,2.2,2.2636,2.2,2.22,30868,2.22,2.221072431891693,2.421671248896632,-0.20059881700493865,-0.24909256284595788
PIXY,2020-11-13,2.15,2.17,2.15,2.16,41231,2.1600000000000006,2.221267419508365,2.4378049488083633,-0.2165375292999978,-0.26121599930621253
PIXY,2020-11-12,2.21,2.21,2.1489,2.15,31128,2.1500000000000004,2.2324069503280684,2.4600293447130315,-0.22762239438496398,-0.2723856168077661
PIXY,2020-11-11,2.28,2.2823,2.18,2.21,59879,2.2100000000000004,2.2473900322058977,2.4848316922900744,-0.23744166008417625,-0.2835764224134668
PIXY,2020-11-10,2.28,2.2892,2.2213,2.25,18910,2.250000000000001,2.2541882198796976,2.5068182276732798,-0.2526300077935826,-0.2951101129957894
PIXY,2020-11-09,2.2,2.29,2.18,2.23,64604,2.2300000000000004,2.2549497144032795,2.527363685887143,-0.2724139714838638,-0.30573013929634113
PIXY,2020-11-06,2.1699,2.1752,2.13,2.13,31455,2.1300000000000003,2.2594860261129663,2.5511527807581142,-0.2916667546451479,-0.3140591812494606
PIXY,2020-11-05,2.13,2.19,2.1243,2.19,28566,2.1900000000000004,2.2830289399516874,2.5848450032187635,-0.3018160632670761,-0.3196572879005387
PIXY,2020-11-04,2.14,2.18,2.1267,2.13,19819,2.1300000000000003,2.299943292670176,2.6164326034762646,-0.31648931080608866,-0.3241175940589044
PIXY,2020-11-03,2.17,2.26,2.17,2.22,55162,2.2200000000000006,2.3308420731556625,2.655347211754366,-0.32450513859870345,-0.3260246648721083
PIXY,2020-11-02,2.11,2.14,2.08,2.1301,113160,2.130100000000001,2.350995177365783,2.6901749886947157,-0.33917981132893216,-0.32640454644045946
PIXY,2020-10-30,2.21,2.23,2.133,2.23,52527,2.230000000000001,2.3911579368868345,2.7349809877902933,-0.3438230509034583,-0.3232107302183411
PIXY,2020-10-29,2.142,2.142,2.02,2.08,79928,2.0800000000000005,2.420459379957168,2.7753794668135163,-0.35492008685634824,-0.3180576500470617
PIXY,2020-10-28,2.22,2.22,2.11,2.17,98720,2.17,2.4823610854039257,2.8310098241585977,-0.3486487387546715,-0.30884204084474004
PIXY,2020-10-27,2.29,2.29,2.22,2.24,19458,2.24,2.5391540100228216,2.8838906100912856,-0.3447366000684635,-0.298890366367257
PIXY,2020-10-26,2.31,2.34,2.23,2.34,138819,2.34,2.59354564820879,2.9354018588985884,-0.34185621068979843,-0.2874288079419553
PIXY,2020-10-23,2.38,2.38,2.323,2.34,34423,2.34,2.6396448569740247,2.9830340076104758,-0.3433891506364506,-0.2738219572549945
PIXY,2020-10-22,2.35,2.38,2.325,2.36,31178,2.3599999999999994,2.694125740060211,3.034476728219313,-0.3403509881591025,-0.25643015890963033
PIXY,2020-10-21,2.3553,2.41,2.315,2.315,169025,2.314999999999999,2.7548758746166135,3.0884348664768586,-0.3335589918602455,-0.23544995159726237
PIXY,2020-10-20,2.42,2.42,2.31,2.34,211742,2.3399999999999994,2.8348533063650883,3.1503096557950068,-0.31545634942991896,-0.2109226915315167
PIXY,2020-10-19,2.58,2.59,2.5201,2.525,105103,2.5249999999999995,2.9248266347951044,3.215134428258608,-0.2903077934635032,-0.18478927705691622
PIXY,2020-10-16,2.58,2.5978,2.5,2.51,397645,2.51,2.9975223865760325,3.2703451825192964,-0.2728227959432634,-0.15840964795526935
PIXY,2020-10-15,2.79,3.0,2.66,2.66,2531821,2.66,3.0861628204989477,3.33117279712084,-0.2450099766218923,-0.1298063609582707
PIXY,2020-10-14,2.65,2.6794,2.61,2.6616,85123,2.6616,3.163646969680574,3.3848666208905067,-0.2212196512099327,-0.1010054570423653
PIXY,2020-10-13,2.63,2.63,2.54,2.5879,120972,2.5878999999999994,3.254928236895224,3.4427279505617467,-0.1877997136665233,-0.07095190850047345
PIXY,2020-10-12,2.84,2.85,2.73,2.74,179354,2.74,3.3762060981489013,3.5111141866066875,-0.13490808845778626,-0.041739957208961107
PIXY,2020-10-09,2.69,2.79,2.68,2.745,844941,2.7449999999999988,3.4918799341759734,3.572803321535222,-0.08092338735924809,-0.01844792439675482
PIXY,2020-10-08,3.58,3.6,3.55,3.56,94707,3.56,3.6276762858443328,3.6390275872580404,-0.011351301413707215,-0.0028290586561313946
PIXY,2020-10-07,3.63,3.64,3.55,3.56,18494,3.5599999999999987,3.6399810650887567,3.6453497942386828,-0.0053687291499260326,-0.0006984979667373281
PIXY,2020-10-06,3.66,3.74,3.64,3.6794,10009,3.679399999999999,3.654523076923077,3.6521777777777777,0.002345299145298796,0.00046905982905984803
PIXY,2020-10-05,3.72,3.7293,3.65,3.65,6293,3.649999999999999,3.65,3.65,0.0,0.0
