Symbol,Date,Open,High,Low,Close,Volume,ENDP SMA,ENDP spanTwelveEMA,ENDP spanTwntySixEMA,ENDP_x,ENDP_y
ENDP,2021-08-31,1.98,2.02,1.95,2.01,732081,2.01,2.8013472126314443,3.413368574112691,-0.6120213614812466,-0.4739251719526142
ENDP,2021-08-30,2.3543,2.36,2.35,2.35,56863,2.35,2.9452285240189795,3.525638060041706,-0.5804095360227266,-0.43940112457045605
ENDP,2021-08-27,2.4,2.42,2.39,2.395,68361,2.395,3.0534518920224305,3.6196891048450426,-0.5662372128226121,-0.4041490217073884
ENDP,2021-08-26,2.5418,2.55,2.5,2.51,82922,2.51,3.1731704178446907,3.7176642332326457,-0.544493815387955,-0.3636269739285825
ENDP,2021-08-25,2.62,2.6261,2.58,2.59,69623,2.59,3.293746857452816,3.8142773718912575,-0.5205305144384416,-0.31841026356373936
ENDP,2021-08-24,2.64,2.65,2.56,2.575,284086,2.575,3.421700831535146,3.912219561642558,-0.4905187301074121,-0.2678802008450638
ENDP,2021-08-23,2.26,2.27,2.2,2.22,415743,2.22,3.575646437268809,4.019197126573963,-0.4435506893051539,-0.21222056852947674
ENDP,2021-08-20,2.47,2.49,2.4,2.415,556361,2.415,3.82212760768132,4.16313289669988,-0.3410052890185602,-0.15438803833555742
ENDP,2021-08-19,3.7,3.73,3.6,3.61,76175,3.61,4.077968990896105,4.3029835284358695,-0.2250145375397645,-0.10773372566480684
ENDP,2021-08-18,3.78,3.806,3.76,3.76,38791,3.76,4.1630542619681234,4.358422210710739,-0.1953679487426152,-0.0784135226960674
ENDP,2021-08-17,3.76,3.76,3.71,3.71,52855,3.71,4.236336855053237,4.4062959875675975,-0.1699591325143608,-0.04917491618443044
ENDP,2021-08-16,3.89,3.915,3.88,3.89,33579,3.89,4.332034465062916,4.461999666573005,-0.1299652015100889,-0.018978862101947852
ENDP,2021-08-13,4.16,4.16,4.1301,4.1301,16624,4.1301,4.412404367801628,4.507759639898845,-0.0953552720972172,0.008767722750087421
ENDP,2021-08-12,3.91,3.945,3.86,3.89,62911,3.89,4.463732434674651,4.537972411090753,-0.0742399764161021,0.034798471461913595
ENDP,2021-08-11,4.37,4.37,4.11,4.13,193217,4.13,4.568047422797315,4.589810203978013,-0.0217627811806977,0.06205808343141753
ENDP,2021-08-10,4.41,4.41,4.37,4.39,25804,4.39,4.647692408760463,4.626595020296255,0.0210973884642085,0.08301329958444634
ENDP,2021-08-09,4.31,4.315,4.28,4.28,55021,4.28,4.694545573989638,4.645522621919955,0.0490229520696825,0.09849227736450601
ENDP,2021-08-06,4.75,4.8346,4.73,4.75,155750,4.75,4.769917496533209,4.674764431673551,0.0951530648596579,0.11085960868821186
ENDP,2021-08-05,4.55,4.5981,4.55,4.59,66212,4.59,4.773538859539246,4.668745586207435,0.1047932733318113,0.11478624464535035
ENDP,2021-08-04,4.66,4.69,4.6,4.6429,62397,4.6429,4.806909561273654,4.67504523310403,0.1318643281696241,0.1172844874737351
ENDP,2021-08-03,4.98,4.98,4.89,4.9,71943,4.9,4.836729481505228,4.677616851752353,0.1591126297528751,0.11363952729976284
ENDP,2021-08-02,5.11,5.15,5.07,5.07,38242,5.07,4.825225750869815,4.6598261998925405,0.1653995509772743,0.10227125168648477
ENDP,2021-07-30,4.99,4.99,4.94,4.94,50355,4.94,4.780721341937054,4.627012295883944,0.1537090460531098,0.08648917686378738
ENDP,2021-07-29,5.24,5.25,5.205,5.22,44511,5.22,4.751761585925609,4.60197327955466,0.1497883063709491,0.06968420956645674
ENDP,2021-07-28,4.92,4.94,4.885,4.93,32556,4.93,4.666627328821174,4.552531141919032,0.1140961869021417,0.04965818536533387
ENDP,2021-07-27,5.0,5.03,4.99,5.0199,54907,5.0199,4.618741388606842,4.522333633272555,0.0964077553342868,0.03354868498113189
ENDP,2021-07-26,4.95,4.95,4.9074,4.94,51342,4.94,4.545803459262631,4.48252832393436,0.0632751353282712,0.01783391739284317
ENDP,2021-07-23,4.86,4.88,4.7,4.7221,117625,4.7221,4.474131360946745,4.445930589849108,0.0282007710976373,0.0064736129089861556
ENDP,2021-07-22,4.59,4.6,4.42,4.4843,393773,4.4843,4.429046153846153,4.423837037037036,0.0052091168091168,0.0010418233618233687
ENDP,2021-07-21,4.26,4.46,4.26,4.419,326708,4.419,4.419,4.419,0.0,0.0
