Symbol,Date,Open,High,Low,Close,Volume,GRTS SMA,GRTS spanTwelveEMA,GRTS spanTwntySixEMA,GRTS_x,GRTS_y
GRTS,2020-12-23,3.75,3.98,3.635,3.76,415654,3.76,3.2426494278217963,3.10968405640473,0.132965371417066,0.08372148110169736
GRTS,2020-12-22,3.38,3.4,3.32,3.36,16051,3.3599999999999994,3.1485856874257587,3.0576587809171083,0.09092690650865087,0.07141050852285508
GRTS,2020-12-21,3.37,3.4018,3.25,3.27,31899,3.2699999999999987,3.11014672150317,3.0334714833904775,0.07667523811269293,0.06653140902640622
GRTS,2020-12-18,3.13,3.29,3.1210000000000004,3.27,128745,3.2699999999999987,3.081082489049201,3.014549202061715,0.06653328698748595,0.06399545175483465
GRTS,2020-12-17,3.04,3.07,3.0,3.02,30046,3.0199999999999987,3.0467338506945105,2.994113138226652,0.0526207124678586,0.06336099294667182
GRTS,2020-12-16,3.08,3.13,3.08,3.1,11872,3.0999999999999988,3.051594550820785,2.9920421892847835,0.059552361536001186,0.06604606306637512
GRTS,2020-12-15,3.05,3.11,3.0,3.11,15194,3.109999999999999,3.0427935600609284,2.9834055644275663,0.05938799563336161,0.06766948844896847
GRTS,2020-12-14,3.01,3.15,2.971,3.12,41470,3.1199999999999988,3.030574207344733,2.9732780095817715,0.05729619776296203,0.06973986165287008
GRTS,2020-12-11,3.0,3.01,2.96,3.0,16141,2.9999999999999987,3.0143149723165035,2.961540250348313,0.052774721968190434,0.0728507776253472
GRTS,2020-12-10,3.065,3.065,2.9,2.94,7622,2.9399999999999995,3.016917694555868,2.958463470376178,0.058454224179689714,0.07786979153963638
GRTS,2020-12-09,3.08,3.1,3.0,3.0,17416,3.0,3.0309027299296623,2.9599405480062724,0.07096218192338942,0.08272368337962303
GRTS,2020-12-08,3.0,3.07,2.9649,3.0104,25618,3.0104,3.0365214080986918,2.956735791846774,0.07978561625191682,0.08566405874368133
GRTS,2020-12-07,2.96,3.12,2.9571,3.12,30700,3.12,3.0412707550257254,2.952442655194516,0.08882809983120943,0.08713366936662223
GRTS,2020-12-04,2.94,2.98,2.92,2.96,26297,2.96,3.0269563468485847,2.9390380676100767,0.08791827923850759,0.08671006175047542
GRTS,2020-12-03,3.0,3.02,2.98,2.99,5729,2.99,3.0391302280937813,2.937361113018884,0.1017691150748985,0.08640800737846727
GRTS,2020-12-02,2.98,3.04,2.87,3.04,31975,3.04,3.0480629968381066,2.9331500020603936,0.11491299477771255,0.08256773045435979
GRTS,2020-12-01,3.09,3.22,3.09,3.22,15372,3.22,3.049528996263217,2.924602002225225,0.12492699403799135,0.07448141437352149
GRTS,2020-11-30,3.31,3.3369999999999997,3.13,3.1499,85718,3.1499,3.0185342683110745,2.900970162403244,0.11756410590783073,0.061870019457403905
GRTS,2020-11-27,3.37,3.46,3.3,3.31,121875,3.3099999999999987,2.9946495898221785,2.8810557753955037,0.11359381442667572,0.047946497844797195
GRTS,2020-11-27,3.37,3.46,3.3,3.31,121875,3.3099999999999987,2.9373131516080297,2.8467402374271438,0.09057291418088642,0.03153466869932779
GRTS,2020-11-25,2.98,3.21,2.9601,3.21,91717,3.2099999999999995,2.869551906445853,2.809679456421315,0.059872450024538,0.01677510732893824
GRTS,2020-11-24,3.06,3.115,3.02,3.07,61647,3.0699999999999994,2.8076522530723715,2.7776538129350197,0.029998440137351427,0.0060007716550382955
GRTS,2020-11-23,2.83,2.89,2.8,2.89,15159,2.8899999999999992,2.759952662721893,2.754266117969822,0.005686544752071754,1.3545344599028356e-06
GRTS,2020-11-20,2.69,2.7314,2.63,2.661,28673,2.660999999999999,2.736307692307693,2.7434074074074077,-0.007099715099714744,-0.0014199430199429487
GRTS,2020-11-19,2.76,2.84,2.75,2.75,2593,2.75,2.75,2.75,0.0,0.0
GRTS,2020-11-18,2.75,2.7967,2.71,2.75,19165,2.75,2.75,2.75,0.0,0.0
