Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2020-12-23,2.7,2.72,2.61,2.6981,140204,2.6981,2.8198337402380877,3.3182884116324938,-0.4984546713944069,-0.45018522591319
NBRV,2020-12-22,2.5,2.5,2.47,2.485,89582,2.4849999999999994,2.8419671475541035,3.3679034845630937,-0.5259363370089902,-0.4381178645428859
NBRV,2020-12-21,2.45,2.47,2.44,2.4531,77431,2.4531,2.9068702652912126,3.438535763328141,-0.531665498036928,-0.4161632464263598
NBRV,2020-12-18,2.5,2.5,2.44,2.4798,42013,2.4798,2.9893739498896155,3.5173706243943923,-0.5279966745047768,-0.3872876835237177
NBRV,2020-12-17,2.38,2.46,2.37,2.44,104569,2.4400000000000004,3.0820237589604544,3.6003762743459435,-0.5183525153854891,-0.35211043577845286
NBRV,2020-12-16,2.37,2.4,2.32,2.3231,149060,2.3231000000000006,3.1987553514987197,3.6932063762936185,-0.4944510247948997,-0.3105499158766938
NBRV,2020-12-15,2.46,2.5,2.42,2.48,216457,2.4800000000000004,3.3579654154075773,3.8028148863971087,-0.4448494709895314,-0.2645746386471425
NBRV,2020-12-14,2.58,2.58,2.4466,2.5,506761,2.5000000000000004,3.517595490936228,3.9086400773088776,-0.3910445863726499,-0.21950593056154521
NBRV,2020-12-11,2.44,2.5,2.31,2.4734,1328513,2.4734,3.702612852924633,4.021331283493588,-0.3187184305689548,-0.17662126660876915
NBRV,2020-12-10,3.42,3.5,3.39,3.49,48869,3.49,3.92610609891093,4.1451657861730755,-0.21905968726214464,-0.14109697561872275
NBRV,2020-12-09,3.68,3.7,3.61,3.64,70323,3.640000000000001,4.005398116894735,4.1975790490669205,-0.19218093217218524,-0.12160629770786706
NBRV,2020-12-08,3.85,3.85,3.75,3.76,74696,3.76,4.071834138148323,4.2421853729922745,-0.17035123484395154,-0.1039626390917875
NBRV,2020-12-07,3.85,3.97,3.8,3.8299,76545,3.8299,4.128531254175289,4.280760202831656,-0.15222894865636594,-0.08736549015374649
NBRV,2020-12-04,3.75,3.84,3.75,3.8,71547,3.8,4.1828278458435255,4.316829019058189,-0.13400117321466354,-0.0711496255280914
NBRV,2020-12-03,3.88,4.2299,3.72,3.88,147695,3.88,4.252432908724167,4.358175340582844,-0.10574243185867704,-0.05543673860644836
NBRV,2020-12-02,3.7,3.998,3.64,3.943,225702,3.9430000000000014,4.320147983037652,4.396429367829471,-0.07628138479181956,-0.04286031529339118
NBRV,2020-12-01,4.303,4.3999,4.291,4.356,14557,4.356,4.388720343589951,4.432703717255828,-0.0439833736658759,-0.03450504791878409
NBRV,2020-11-30,4.34,4.34,4.211,4.274,34474,4.273999999999999,4.394669496969944,4.438840014636295,-0.04417051766635094,-0.03213546648201091
NBRV,2020-11-27,4.39,4.468999999999999,4.355,4.428999999999999,17584,4.428999999999999,4.416609405509933,4.452027215807198,-0.03541781029726465,-0.029126703685925903
NBRV,2020-11-27,4.39,4.468999999999999,4.355,4.428999999999999,17584,4.428999999999999,4.414356570148104,4.453869393071773,-0.03951282292367075,-0.027553927033091216
NBRV,2020-11-25,4.413,4.5089999999999995,4.35,4.35,31327,4.3500000000000005,4.4116941283568485,4.455858944517517,-0.044164816160667364,-0.02456420306044655
NBRV,2020-11-24,4.499,4.5,4.301,4.466,54892,4.466000000000001,4.42291124260355,4.464327660078919,-0.04141641747536884,-0.019664049785391123
NBRV,2020-11-23,4.16,4.2,4.066,4.091,28119,4.091000000000002,4.4150769230769225,4.464193872885232,-0.04911694980830905,-0.014225957862896692
NBRV,2020-11-20,4.4,4.431,4.303999999999999,4.353,11059,4.3530000000000015,4.473999999999998,4.4940493827160495,-0.020049382716050168,-0.00550320987654338
NBRV,2020-11-19,4.51,4.51,4.39,4.397,15796,4.397000000000004,4.496,4.505333333333333,-0.009333333333333194,-0.001866666666666461
NBRV,2020-11-18,4.593999999999999,4.6,4.452,4.513999999999999,12387,4.514000000000003,4.5139999999999985,4.5139999999999985,0.0,0.0
