Symbol,Date,Open,High,Low,Close,Volume,ZKIN SMA,ZKIN spanTwelveEMA,ZKIN spanTwntySixEMA,ZKIN_x,ZKIN_y
ZKIN,2020-12-23,2.31,2.33,2.28,2.3,16973,2.3,2.2062662011944387,2.0911699020489665,0.1150962991454727,0.10794004727926507
ZKIN,2020-12-22,2.23,2.34,2.19,2.33,110634,2.33,2.189223692320701,2.074463494212884,0.11476019810781725,0.10615098431271325
ZKIN,2020-12-21,2.24,2.2694,2.17,2.21,75640,2.21,2.1636280000153736,2.054020573749914,0.10960742626545937,0.10399868086393735
ZKIN,2020-12-18,2.27,2.29,2.2,2.27,177039,2.2700000000000005,2.155196727290896,2.041542219649908,0.11365450764098872,0.10259649451355685
ZKIN,2020-12-17,2.23,2.32,2.1999,2.23,36449,2.23,2.1343234049801496,2.0232655972219,0.1110578077582498,0.09983199123169897
ZKIN,2020-12-16,2.23,2.25,2.1601,2.18,30051,2.18,2.116927660431086,2.006726844999652,0.11020081543143424,0.09702553710006125
ZKIN,2020-12-15,2.3,2.3,2.2,2.2,24836,2.2000000000000006,2.1054599623276467,1.992864992599624,0.11259496972802285,0.09373171751721811
ZKIN,2020-12-14,2.35,2.4,2.29,2.33,74824,2.330000000000001,2.088270864569037,1.9762941920075936,0.11197667256144328,0.08901590446451697
ZKIN,2020-12-11,2.06,2.19,2.06,2.14,91946,2.140000000000001,2.044320112672498,1.947997727368201,0.09632238530429693,0.0832757124402854
ZKIN,2020-12-10,2.55,2.59,2.16,2.28,1552418,2.28,2.026923769522043,1.932637545557657,0.09428622396438603,0.0800140442242825
ZKIN,2020-12-09,2.03,2.03,1.99,1.99,21108,1.99,1.9809099094351417,1.904848549202269,0.07606136023287212,0.07644599928925662
ZKIN,2020-12-08,1.96,2.0215,1.95,2.0185,15930,2.0184999999999995,1.9792571656960765,1.8980364331384512,0.0812207325576253,0.07654215905335263
ZKIN,2020-12-07,2.0,2.1,2.0,2.0,38403,2.0,1.972122104913545,1.8883993477895271,0.08372275712401801,0.07537251567728445
ZKIN,2020-12-04,2.02,2.07,1.9601,2.0365,22075,2.0365,1.967053396716008,1.879471295612689,0.08758210110331842,0.07328495531560111
ZKIN,2020-12-03,1.9807,1.9935,1.92,1.965,31689,1.965,1.954426741573464,1.8669089992617045,0.08751774231175924,0.06971066886867167
ZKIN,2020-12-02,1.83,1.99,1.83,1.89,57789,1.89,1.9525043309504568,1.8590617192026408,0.09344261174781644,0.0652589005078997
ZKIN,2020-12-01,2.18,2.2,2.04,2.08,250566,2.08,1.9638687547596312,1.8565866567388516,0.10728209802077916,0.058212972697920626
ZKIN,2020-11-30,2.25,2.28,2.02,2.14,121535,2.140000000000001,1.9427539828977456,1.83871358927796,0.10404039361978556,0.045945691367205874
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.9068910706973359,1.8146106764201968,0.09228039427713908,0.03142201580406095
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.8572349017332157,1.7853795305338127,0.07185537119940277,0.016207421185791413
ZKIN,2020-11-25,2.63,3.05,2.32,2.4,10513202,2.4,1.798550338411982,1.7538098929765176,0.044740445435464286,0.0022954336823885185
ZKIN,2020-11-24,1.76,1.7799,1.725,1.75,10532,1.7500000000000004,1.6891958544868877,1.7021146844146389,-0.012918829927751174,-0.00831581925588048
ZKIN,2020-11-23,1.67,1.75,1.58,1.5989,35860,1.5989000000000004,1.6781405553026856,1.69828385916781,-0.020143303865124414,-0.007165066587912806
ZKIN,2020-11-20,1.6,1.6497,1.6,1.62,1651,1.6200000000000006,1.6925479289940828,1.7062345679012347,-0.013686638907151938,-0.003920507268609904
ZKIN,2020-11-19,1.66,1.7214,1.6,1.6273,22056,1.6273000000000004,1.7057384615384614,1.7131333333333334,-0.00739487179487197,-0.0014789743589743944
ZKIN,2020-11-18,1.8,1.8,1.72,1.72,15973,1.7200000000000006,1.72,1.72,0.0,0.0
