Symbol,Date,Open,High,Low,Close,Volume,SB SMA,SB spanTwelveEMA,SB spanTwntySixEMA,SB_x,SB_y
SB,2020-12-23,1.18,1.1993,1.16,1.18,8692,1.18,1.1667169451858956,1.1455790831365629,0.021137862049332767,0.024005711357393995
SB,2020-12-22,1.19,1.198,1.1599,1.175,46727,1.175,1.1643018443106041,1.142825409787488,0.021476434523115984,0.0247226736844093
SB,2020-12-21,1.16,1.19,1.16,1.17,59436,1.1699999999999997,1.16235672509435,1.140251442570487,0.02210528252386301,0.02553423347473257
SB,2020-12-18,1.16,1.16,1.145,1.16,152867,1.1599999999999997,1.1609670387478683,1.1378715579761258,0.023095480771742283,0.026391471212449957
SB,2020-12-17,1.16,1.1699,1.15,1.16,7725,1.1599999999999997,1.1611428639747534,1.1361012826142158,0.02504158136053736,0.027215468822626817
SB,2020-12-16,1.18,1.19,1.1791,1.18,25759,1.1799999999999995,1.1613506574247086,1.134189385223353,0.027161272201355224,0.027758940688149124
SB,2020-12-15,1.16,1.19,1.16,1.17,18296,1.1699999999999997,1.1579598678655645,1.1305245360412215,0.027435331824342768,0.027908357809847538
SB,2020-12-14,1.18,1.19,1.17,1.185,20215,1.1849999999999996,1.155770752932031,1.1273664989245191,0.028404254007511343,0.02802661430622367
SB,2020-12-11,1.16,1.19,1.16,1.18,25849,1.1799999999999993,1.1504563443742182,1.122755818838481,0.027700525535737208,0.02793220438090164
SB,2020-12-10,1.16,1.16,1.16,1.16,1256,1.159999999999999,1.145084770624076,1.1181762843455594,0.026908486278516497,0.027990124092192748
SB,2020-12-09,1.13,1.14,1.13,1.14,4208,1.139999999999999,1.1423729107375444,1.114830387093204,0.027542523644340292,0.02826053354561175
SB,2020-12-08,1.15,1.17,1.15,1.1505,962,1.150499999999999,1.1428043490534616,1.1128168180606606,0.02998753099280105,0.02844003602092956
SB,2020-12-07,1.17,1.1783,1.1411,1.16,36519,1.1599999999999988,1.1414051397904543,1.1098021635055133,0.031602976284941235,0.028053162277961684
SB,2020-12-04,1.11,1.14,1.11,1.14,10772,1.139999999999999,1.1380242561159917,1.1057863365859544,0.032237919530037296,0.027165708776216848
SB,2020-12-03,1.16,1.17,1.15,1.15,1512,1.1499999999999992,1.1376650299552629,1.103049243512831,0.034615786442431906,0.025897656087761733
SB,2020-12-02,1.15,1.15,1.1267,1.1267,7490,1.1266999999999991,1.135422308128947,1.0992931829938573,0.0361291251350897,0.02371812349909419
SB,2020-12-01,1.21,1.25,1.21,1.25,35838,1.2499999999999991,1.13700818233421,1.0971006376333656,0.03990754470084434,0.02061537309009531
SB,2020-11-30,1.2,1.2,1.18,1.185,47816,1.1849999999999992,1.1164642154858844,1.0848686886440349,0.03159552684184952,0.015792330187408048
SB,2020-11-27,1.17,1.18,1.15,1.18,30318,1.1799999999999993,1.1040031637560452,1.0768581837355575,0.027144980020487708,0.011841531023797676
SB,2020-11-27,1.17,1.18,1.15,1.18,30318,1.1799999999999995,1.090185557166235,1.068606838434402,0.021578718731833257,0.008015668774625168
SB,2020-11-25,1.17,1.17,1.12,1.13,35831,1.1299999999999997,1.0738556584691872,1.0596953855091542,0.014160272960032971,0.004624906285323201
SB,2020-11-24,1.14,1.15,1.11,1.13,39993,1.13,1.063647596372676,1.0540710163498863,0.009576580022789384,0.002241064616645758
SB,2020-11-23,1.08,1.1,1.08,1.093,20933,1.093,1.05158352298589,1.0479966976578774,0.0035868253280124662,0.00040718576510979606
SB,2020-11-20,1.04,1.06,1.04,1.06,15425,1.06,1.0440532544378698,1.0443964334705076,-0.0003431790326378081,-0.000387724125615927
SB,2020-11-19,1.01,1.02,0.9963,1.02,32639,1.02,1.0411538461538459,1.0431481481481482,-0.001994301994302061,-0.00039886039886045667
SB,2020-11-18,1.05,1.05,1.045,1.045,5431,1.045,1.045,1.045,0.0,0.0
