Symbol,Date,Open,High,Low,Close,Volume,CTXR SMA,CTXR spanTwelveEMA,CTXR spanTwntySixEMA,CTXR_x,CTXR_y
CTXR,2020-12-23,1.11,1.11,1.05,1.0755,100385,1.0755,1.0951762040432256,1.0611986120821284,0.033977591961097175,0.04031817312413634
CTXR,2020-12-22,1.14,1.14,1.12,1.12,50510,1.12,1.0987536956874484,1.0600545010486988,0.0386991946387496,0.041903318414896126
CTXR,2020-12-21,1.14,1.15,1.1,1.15,110128,1.15,1.0948907312669844,1.0552588611325946,0.03963187013438985,0.042704349358932754
CTXR,2020-12-18,1.09,1.09,1.0668,1.08,84105,1.08,1.0848708642246179,1.0476795700232022,0.03719129420141587,0.04347246916506848
CTXR,2020-12-17,1.07,1.09,1.04,1.0649,113238,1.0648999999999995,1.0857564759018214,1.0450939356250584,0.04066254027676308,0.045042762905981686
CTXR,2020-12-16,1.07,1.07,1.05,1.0501,34470,1.0500999999999998,1.0895485624294254,1.043509450475063,0.04603911195436239,0.04613781856328634
CTXR,2020-12-15,1.04,1.0699,1.04,1.0692,112842,1.0692,1.0967210283256847,1.0429822065130678,0.05373882181261669,0.046162495215517324
CTXR,2020-12-14,1.17,1.17,1.0627,1.1041,377722,1.1041000000000003,1.1017248516576277,1.0408847830341137,0.06084006862351399,0.04426841356624243
CTXR,2020-12-11,1.2215,1.23,1.18,1.1951,249404,1.1951000000000005,1.1012930065044688,1.0358275656768423,0.06546544082762629,0.040125499801924536
CTXR,2020-12-10,1.18,1.22,1.17,1.205,494732,1.205,1.0842371895052814,1.02308577093099,0.06115141857429141,0.03379051454549904
CTXR,2020-12-09,1.21,1.27,1.13,1.18,1407588,1.1799999999999995,1.062280314869878,1.008532632605469,0.053747682264408965,0.026950288538300945
CTXR,2020-12-08,1.14,1.2,1.11,1.1740000000000002,507326,1.1740000000000002,1.0408767357553106,0.9948152432139066,0.04606149254140402,0.02025094010677394
CTXR,2020-12-07,1.15,1.16,1.1311,1.1483,61476,1.1483,1.0166725058926398,0.9804804626710192,0.03619204322162062,0.013798301998116417
CTXR,2020-12-04,1.17,1.17,1.1496,1.1541,251792,1.1541,0.9927402342367562,0.9670548996847008,0.02568533455205546,0.008199866692240366
CTXR,2020-12-03,1.01,1.01,0.9822,0.9995,46722,0.9995,0.9634020950070756,0.9520912916594768,0.011310803347598708,0.003828499727286619
CTXR,2020-12-02,0.99,0.9999,0.9631,0.970001,70723,0.970001,0.9568388395538164,0.948298594992235,0.008540244561581534,0.001957923822208569
CTXR,2020-12-01,1.02,1.025,1.0,1.01,132370,1.0100000000000002,0.9544457194726924,0.9465624025916138,0.007883316881078463,0.00031234363736535567
CTXR,2020-11-30,1.04,1.04,1.0,1.0037,168064,1.0037,0.944344941195,0.941487394798943,0.002857546396057065,-0.0015803996735629486
CTXR,2020-11-27,0.9366,0.95,0.93,0.9459,96497,0.9459,0.9335531123213636,0.9365103863828584,-0.002957274061494708,-0.002689886190967952
CTXR,2020-11-27,0.9366,0.95,0.93,0.9459,96497,0.9459,0.9313082236525208,0.935759217293487,-0.004450993640966239,-0.002623039223336235
CTXR,2020-11-25,0.9,0.92,0.9,0.902,52527,0.902,0.9286551734075243,0.934947954676966,-0.006292781269441439,-0.002166050618928734
CTXR,2020-11-24,0.9179,0.9179,0.9,0.9,72998,0.9,0.9335015685725291,0.9375837910511232,-0.004082222478594244,-0.001134367956300502
CTXR,2020-11-23,0.9389,0.9394,0.9279999999999999,0.9394,20118,0.9394,0.9395927628584432,0.9405904943352132,-0.0009977314767698477,-0.0003974043257270941
CTXR,2020-11-20,0.93,0.9369,0.9223620000000001,0.9306,50245,0.9306,0.9396278106508876,0.94068573388203,-0.0010579232311426212,-0.0002473225379663502
CTXR,2020-11-19,0.9435,0.9435,0.93,0.9389,20236,0.9389,0.9412692307692307,0.9414925925925924,-0.00022336182336180063,-4.467236467233793e-05
CTXR,2020-11-18,0.93,0.9417,0.92735,0.9417,32482,0.9417,0.9417,0.9417,0.0,0.0
