Symbol,Date,Open,High,Low,Close,Volume,KTRA SMA,KTRA spanTwelveEMA,KTRA spanTwntySixEMA,KTRA_x,KTRA_y
KTRA,2020-12-23,1.36,1.36,1.32,1.3284,17000,1.3284,1.3719404418264087,1.4057692257238,-0.03382878389739141,-0.03295851657708561
KTRA,2020-12-22,1.32,1.37,1.32,1.36,14065,1.36,1.3798568857948466,1.4119587637817042,-0.0321018779868576,-0.03274094974700921
KTRA,2020-12-21,1.33,1.39,1.33,1.3401,35709,1.3400999999999998,1.3834672286666367,1.4161154648842404,-0.03264823621760371,-0.03290071768704711
KTRA,2020-12-18,1.31,1.37,1.31,1.36,47188,1.36,1.391352179333298,1.4221967020749795,-0.030844522741681805,-0.03296383805440795
KTRA,2020-12-17,1.4,1.4,1.3438,1.37,17989,1.37,1.3970525755757155,1.427172438240978,-0.030119862665262342,-0.03349366688258954
KTRA,2020-12-16,1.38,1.38,1.35,1.36,18486,1.36,1.4019712256803911,1.4317462333002562,-0.02977500761986485,-0.034337117936921284
KTRA,2020-12-15,1.39,1.4,1.365,1.38,43466,1.3799999999999997,1.4096023576222805,1.4374859319642763,-0.02788357434199606,-0.03547764551618533
KTRA,2020-12-14,1.47,1.47,1.38,1.4,86350,1.3999999999999997,1.414984604462695,1.442084806521419,-0.027100202058723655,-0.03737616330973271
KTRA,2020-12-11,1.56,1.56,1.37,1.4309,209093,1.4308999999999998,1.4177090780013668,1.4454515910431325,-0.027742513041765227,-0.03994515362248491
KTRA,2020-12-10,1.48,1.5,1.46,1.49,34632,1.4899999999999995,1.41531072854707,1.4466157183265829,-0.031304989779512786,-0.04299581376766472
KTRA,2020-12-09,1.46,1.46,1.43,1.43,17735,1.4299999999999995,1.4017308610101742,1.4431449757927095,-0.04141411478253554,-0.04591851976470269
KTRA,2020-12-08,1.41,1.4101,1.38,1.39,27337,1.3899999999999997,1.3965910175574785,1.4441965738561262,-0.04760555629864793,-0.04704462101024453
KTRA,2020-12-07,1.37,1.43,1.37,1.39,57435,1.3899999999999997,1.397789384386111,1.4485322997646164,-0.050742915378505504,-0.04690438718814373
KTRA,2020-12-04,1.36,1.4702,1.35,1.3874,88587,1.3873999999999993,1.3992056360926766,1.4532148837457857,-0.05400924765310911,-0.04594475514055328
KTRA,2020-12-03,1.35,1.45,1.3327,1.3707,75084,1.3706999999999994,1.401352115382254,1.4584800744454485,-0.05712795906319435,-0.04392863201241433
KTRA,2020-12-02,1.3,1.32,1.27,1.29,109629,1.2899999999999994,1.4069252272699366,1.4655024804010843,-0.0585772531311477,-0.040628800249719266
KTRA,2020-12-01,1.4,1.4,1.3646,1.3702,76145,1.3701999999999996,1.4281843595008343,1.479542678833171,-0.05135831933233659,-0.03614168702936216
KTRA,2020-11-30,1.38,1.4,1.3701,1.395,38787,1.3949999999999996,1.4387269703191676,1.4882900931398246,-0.04956312282065701,-0.03233752895361855
KTRA,2020-11-27,1.36,1.37,1.33,1.37,38310,1.3699999999999997,1.4466773285590162,1.4957533005910106,-0.04907597203199443,-0.02803113048685893
KTRA,2020-11-27,1.36,1.37,1.33,1.37,38310,1.3699999999999997,1.4606186610242915,1.5058135646382915,-0.045194903613999804,-0.022769920100575054
KTRA,2020-11-25,1.34,1.3699,1.34,1.36,7128,1.3599999999999994,1.4770947812105266,1.5166786498093547,-0.03958386859882812,-0.01716367422221881
KTRA,2020-11-24,1.35,1.51,1.3166,1.38,116209,1.3799999999999992,1.4983847414306222,1.5292129417941032,-0.030828200363480995,-0.011558625628066478
KTRA,2020-11-23,1.48,1.48,1.4,1.42,107279,1.419999999999999,1.5199092398725536,1.5411499771376314,-0.021240737265077803,-0.006741231944212848
KTRA,2020-11-20,1.5,1.5,1.41,1.4372,167391,1.4371999999999991,1.5380745562130178,1.5508419753086418,-0.012767419095623957,-0.0031163556139966087
KTRA,2020-11-19,1.72,1.7357,1.48,1.5191,482806,1.5190999999999988,1.5564153846153843,1.5599333333333332,-0.003517948717948638,-0.000703589743589772
KTRA,2020-11-18,1.59,1.64,1.5607,1.5632,121796,1.5631999999999988,1.5632,1.5632,0.0,0.0
