Symbol,Date,Open,High,Low,Close,Volume,GSAT SMA,GSAT spanTwelveEMA,GSAT spanTwntySixEMA,GSAT_x,GSAT_y
GSAT,2020-12-23,0.3938,0.40700000000000003,0.3899,0.3907,1965209,0.3907,0.34639522595354205,0.333151162760701,0.013244063192841049,0.007449602212246405
GSAT,2020-12-22,0.36,0.369,0.35100000000000003,0.36628099999999997,330378,0.3662809999999999,0.3383398124905497,0.3285472557815571,0.00979255670899265,0.006000986967097744
GSAT,2020-12-21,0.3301,0.339999,0.3301,0.3325,267103,0.3324999999999999,0.3332595965797406,0.3255285562440816,0.007731040335658967,0.0050530945316240305
GSAT,2020-12-18,0.36,0.368,0.355,0.3637,524937,0.3636999999999999,0.3333977050487843,0.32497084074360816,0.00842686430517614,0.004383608080615296
GSAT,2020-12-17,0.34,0.37,0.34,0.3623,1169344,0.3623,0.3278881968758359,0.3218725080030968,0.006015688872739122,0.0033727940244750853
GSAT,2020-12-16,0.3241,0.3298,0.3222,0.32799999999999996,221325,0.3279999999999999,0.3216315053987152,0.3186383086433445,0.0029931967553706307,0.0027120703124090756
GSAT,2020-12-15,0.318,0.32,0.318,0.3199,75791,0.3199,0.3204735972893907,0.31788937333481204,0.002584223954578635,0.0026417887016686728
GSAT,2020-12-14,0.3212,0.324,0.3204,0.3219,144923,0.3218999999999999,0.32057788770564355,0.317728523201597,0.002849364504046548,0.0026561798884411824
GSAT,2020-12-11,0.3227,0.326949,0.3213,0.325999,161688,0.3259989999999999,0.32033750365212416,0.3173948050577248,0.0029426985943993844,0.0026078837345398414
GSAT,2020-12-10,0.3224,0.3236,0.3142,0.3142,300749,0.3141999999999999,0.31930814067978314,0.3167064694623428,0.002601671217440371,0.0025241800195749692
GSAT,2020-12-09,0.33,0.33,0.32,0.3236,344123,0.32359999999999994,0.3202368935306528,0.3169069870193302,0.003329906511322589,0.0025048072201086327
GSAT,2020-12-08,0.32,0.32,0.315,0.3152,101364,0.3151999999999999,0.3196254196271351,0.3163715459808766,0.003253873646258509,0.0022985323973051296
GSAT,2020-12-07,0.34,0.34,0.33,0.332,246692,0.332,0.3204300413775233,0.31646526965934674,0.003964771718176607,0.0020596970850667844
GSAT,2020-12-04,0.32,0.33,0.317,0.32381,228308,0.32381,0.31832641253707306,0.31522249123209445,0.0031039213049786074,0.0015834284267893426
GSAT,2020-12-03,0.327,0.3296,0.325,0.3251,94795,0.3251,0.3173293966347227,0.31453549053066204,0.002793906104060661,0.001203305207242026
GSAT,2020-12-02,0.337,0.337,0.3275,0.3313,131708,0.3313,0.3159165596592177,0.313690329773115,0.0022262298861027148,0.000805654983037367
GSAT,2020-12-01,0.32,0.325,0.317,0.318,192328,0.318,0.31311957050634825,0.31228155615496417,0.0008380143513840865,0.0004505112572710299
GSAT,2020-11-30,0.314,0.316899,0.311,0.3122,179053,0.3122,0.3122322196893207,0.3118240806473613,0.00040813904195941003,0.00035363548374276577
GSAT,2020-11-27,0.315,0.31969899999999996,0.3089,0.3136,89863,0.31359999999999993,0.3122380778146517,0.31179400709915017,0.0004440707155015655,0.00034000959418860474
GSAT,2020-11-27,0.315,0.31969899999999996,0.3089,0.3136,89863,0.3136,0.3119904555991339,0.3116495276670822,0.0003409279320517045,0.0003139943138603784
GSAT,2020-11-25,0.31,0.31,0.3063,0.3082,144978,0.3081999999999999,0.3116978111626128,0.3114934898804488,0.00020432128216402168,0.00030726090931254687
GSAT,2020-11-24,0.312,0.3147,0.308,0.31065,234489,0.3106499999999999,0.3123337768285424,0.3117569690708847,0.0005768077576577267,0.0003329958160996781
GSAT,2020-11-23,0.3189,0.3189,0.312,0.316,182553,0.31599999999999995,0.3126399180700956,0.31184552659655546,0.0007943914735401013,0.0002720428307101659
GSAT,2020-11-20,0.3149,0.316399,0.313,0.31515,73892,0.3151499999999999,0.31202899408284024,0.3115131687242799,0.0005158253585603734,0.00014145567000266814
GSAT,2020-11-19,0.3163,0.3188,0.3123,0.314,90179,0.3139999999999999,0.3114615384615385,0.31122222222222223,0.0002393162393162229,4.786324786325569e-05
GSAT,2020-11-18,0.312,0.3124,0.31,0.311,56291,0.3109999999999999,0.311,0.311,0.0,0.0
