Symbol,Date,Open,High,Low,Close,Volume,PT SMA,PT spanTwelveEMA,PT spanTwntySixEMA,PT_x,PT_y
PT,2020-12-23,1.1,1.1,1.06,1.06,19715,1.06,0.9854478419651466,0.9604342773408764,0.02501356462427029,0.01494315905736986
PT,2020-12-22,1.07,1.08,1.0495,1.0601,37456,1.0600999999999998,0.9718929041406276,0.9524690195281464,0.019423884612481342,0.012425557665644777
PT,2020-12-21,0.9895,1.0,0.98,0.9891120000000001,20512,0.9891119999999998,0.9558552503480146,0.943858541090398,0.011996709257616535,0.01067597592893569
PT,2020-12-18,1.01,1.02,0.9776,0.9901,60570,0.9900999999999996,0.9498085685931079,0.94023826437763,0.00957030421547811,0.010345792596765479
PT,2020-12-17,0.966,0.9681,0.94,0.9420000000000001,13934,0.9419999999999996,0.9424828537918548,0.9362493255278403,0.006233528264014576,0.010539664692087374
PT,2020-12-16,0.96,0.99,0.9502,0.9502,48602,0.9501999999999998,0.942570645390374,0.9357892715700676,0.006781373820306302,0.0116161987991056
PT,2020-12-15,0.9211,0.9301,0.9211,0.9299,8580,0.9298999999999996,0.9411834900068056,0.9346364132956729,0.006547076711132528,0.012824905043805396
PT,2020-12-14,0.91,0.9424,0.9016,0.9209999999999999,30149,0.9209999999999996,0.9432350336444066,0.9350153263593268,0.008219707285079703,0.014394362126973585
PT,2020-12-11,0.9472,0.9478479999999999,0.9301,0.9301,5788,0.9300999999999998,0.9472777670342988,0.9361365524680731,0.01114121456622563,0.015938025837447026
PT,2020-12-10,0.93,0.95,0.93,0.95,6087,0.9499999999999996,0.9504009974041712,0.9366194766655188,0.013781520738652351,0.017137228655252374
PT,2020-12-09,0.94,0.96,0.9329999999999999,0.9359999999999999,27656,0.9359999999999996,0.9504739060231114,0.9355490347987604,0.014924871224350931,0.01797615563440238
PT,2020-12-08,0.9664,0.97,0.941,0.9482,16989,0.9482,0.9531055253000408,0.9355129575826612,0.01759256771737949,0.018738976736915214
PT,2020-12-07,0.9553,0.9553,0.92,0.9374,38765,0.9374,0.9539974389909572,0.9344979941892742,0.01949944480168309,0.019025578991799116
PT,2020-12-04,0.99,1.03,0.99,0.99,114722,0.99,0.9570151551711312,0.934265833724416,0.022749321446715157,0.018907112539328124
PT,2020-12-03,0.98,0.98,0.95,0.95,36864,0.95,0.9510179106567916,0.9298071004223694,0.021210810234422173,0.017946560312481336
PT,2020-12-02,0.93,0.95,0.9,0.9382,38980,0.9382,0.9512029853216628,0.9281916684561591,0.023011316865503728,0.0171304978319961
PT,2020-12-01,1.0,1.0,0.96,0.97,29299,0.97,0.953567164471056,0.9273910019326516,0.02617616253840427,0.01566029307361919
PT,2020-11-30,1.05,1.07,0.9719,1.0,120481,0.9999999999999998,0.950579376193066,0.923982282087264,0.026597094105802244,0.013031325707422863
PT,2020-11-27,1.05,1.06,1.0,1.02,107869,1.0199999999999996,0.9415938082281691,0.9179008646542448,0.02369294357392404,0.009639883607828073
PT,2020-11-27,1.05,1.06,1.0,1.02,107869,1.0199999999999996,0.9273381369969268,0.9097329338265844,0.017605203170342417,0.006126618616304024
PT,2020-11-25,0.96,0.98,0.9109999999999999,0.9303,167432,0.9302999999999996,0.9104905255418227,0.9009115685327111,0.0095789570091116,0.0032569724777944237
PT,2020-11-24,0.94,1.0,0.92,0.98,115811,0.9799999999999994,0.9068888029130632,0.898560494015328,0.008328308897735281,0.0016764763449651295
PT,2020-11-23,0.9,0.922,0.8898,0.9201,38832,0.9200999999999996,0.8935958579881657,0.8920453335365544,0.0015505244516113015,1.3518206772618953e-05
PT,2020-11-20,0.8602,0.9,0.850001,0.8881,37423,0.8880999999999993,0.8887769230769231,0.8898009602194787,-0.0010240371425556116,-0.0003707333544370517
PT,2020-11-19,0.87,0.8798,0.8503,0.8779,7069,0.8778999999999993,0.8889,0.8899370370370371,-0.0010370370370370583,-0.0002074074074074117
PT,2020-11-18,0.8859999999999999,0.9174,0.87,0.8909,17168,0.8908999999999992,0.8909,0.8909,0.0,0.0
