Symbol,Date,Open,High,Low,Close,Volume,CPPKF SMA,CPPKF spanTwelveEMA,CPPKF spanTwntySixEMA,CPPKF_x,CPPKF_y
CPPKF,2020-12-23,0.182,0.182,0.18,0.182,15300,0.182,0.1821063714516779,0.17688843844142452,0.005217933010253389,0.00624753963603164
CPPKF,2020-12-22,0.18100000000000002,0.18100000000000002,0.18,0.18100000000000002,5918,0.181,0.18212571171561934,0.1764795135167385,0.0056461981988808465,0.006504941292476202
CPPKF,2020-12-21,0.18193299999999998,0.1901,0.18179,0.18179,44904,0.18179,0.18233038657300465,0.17611787459807754,0.0062125119749270865,0.006719627065875041
CPPKF,2020-12-18,0.1972,0.1972,0.1857,0.1857,4197,0.1857,0.1824286386771873,0.17566410456592374,0.006764534111263543,0.0068464058386120226
CPPKF,2020-12-17,0.18921,0.1894,0.18921,0.1894,4347,0.1894,0.1818338457094032,0.17486123293119768,0.006972612778205517,0.006866873770449136
CPPKF,2020-12-16,0.17125,0.1908,0.17125,0.18245,16261,0.18245,0.18045818129293106,0.17369813156569347,0.006760049727237594,0.006840439018510039
CPPKF,2020-12-15,0.19,0.1905,0.18775,0.1905,3000,0.1905,0.18009603243710035,0.17299798209094894,0.007098050346151408,0.00686053634132815
CPPKF,2020-12-14,0.1885,0.1885,0.187,0.187,6078,0.187,0.1782044019711186,0.17159782065822488,0.006606581312893711,0.006801157840122336
CPPKF,2020-12-11,0.17800000000000002,0.18,0.17800000000000002,0.18,62109,0.18,0.17660520232950375,0.17036564631088286,0.006239556018620918,0.006849801971929492
CPPKF,2020-12-10,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,500,0.17800000000000002,0.17598796638941358,0.16959489801575348,0.006393068373660105,0.007002363460256642
CPPKF,2020-12-09,0.1785,0.17945999999999998,0.1785,0.17945999999999998,2469,0.17945999999999998,0.17562214209657967,0.16892248985701375,0.006699652239565923,0.007154687231905776
CPPKF,2020-12-08,0.17605,0.17605,0.17,0.17,1689,0.17,0.17492434975050325,0.16807948904557485,0.0068448607049284025,0.007268445979990739
CPPKF,2020-12-07,0.1669,0.1669,0.1669,0.1669,880,0.16689999999999994,0.17581968606877654,0.16792584816922082,0.007893837899555722,0.007374342298756323
CPPKF,2020-12-04,0.18,0.18,0.18,0.18,22178,0.18,0.1774414471721905,0.16800791602275847,0.009433531149432016,0.007244468398556473
CPPKF,2020-12-03,0.1899,0.1899,0.18,0.18,26525,0.18,0.1769762557489524,0.16704854930457913,0.009927706444373269,0.006697202710837587
CPPKF,2020-12-02,0.191,0.195,0.191,0.195,13000,0.195,0.17642648406694375,0.16601243324894546,0.010414050817998288,0.005889576777453666
CPPKF,2020-12-01,0.2,0.2087,0.19712000000000002,0.2,62326,0.2,0.17304948117002444,0.1636934279088611,0.009356053261163344,0.004758458267317511
CPPKF,2020-11-30,0.1933,0.2047,0.19,0.2,75484,0.2,0.16814938683730166,0.16078890214157,0.007360484695731638,0.0036090595188560527
CPPKF,2020-11-27,0.1776,0.1788,0.1691,0.1691,70160,0.16909999999999994,0.16235836626226555,0.1576520143128956,0.004706351949369969,0.0026712032246371488
CPPKF,2020-11-27,0.1776,0.1788,0.1691,0.1691,70160,0.16909999999999994,0.1611326146735866,0.15673617545792726,0.0043964392156593535,0.0021624160434539504
CPPKF,2020-11-25,0.165,0.1712,0.165,0.1651,41490,0.16509999999999994,0.15968399915969328,0.15574706949456146,0.0039369296651318155,0.0016039102504025995
CPPKF,2020-11-24,0.18,0.1849,0.18,0.1849,5177,0.1849,0.15869927173418294,0.1549988350541264,0.003700436680056568,0.0010206553967202952
CPPKF,2020-11-23,0.1525,0.162,0.1525,0.162,15400,0.16199999999999998,0.15393550295857988,0.15260674185845652,0.0013287611001233655,0.0003507100758862336
CPPKF,2020-11-20,0.16,0.16,0.16,0.16,1000,0.15999999999999995,0.15246923076923075,0.15185528120713304,0.000613949562097732,0.00010619731982695058
CPPKF,2020-11-19,0.165,0.165,0.14665,0.15,14912,0.14999999999999994,0.15109999999999998,0.15120370370370367,-0.00010370370370368921,-2.074074074073784e-05
CPPKF,2020-11-18,0.15852,0.15852,0.15,0.1513,40830,0.1512999999999999,0.1513,0.1513,0.0,0.0
