Symbol,Date,Open,High,Low,Close,Volume,SBBP SMA,SBBP spanTwelveEMA,SBBP spanTwntySixEMA,SBBP_x,SBBP_y
SBBP,2020-09-28,2.21,2.2222,2.16,2.16,61099,2.16,2.4110638400968267,2.8119029300116347,-0.4008390899148084,-0.37354946997565563
SBBP,2020-09-25,2.14,2.2,2.1101,2.195,29151,2.1950000000000003,2.456711811023523,2.8640551644125662,-0.4073433533890429,-0.36672706499086755
SBBP,2020-09-24,2.17,2.17,2.0802,2.14,87494,2.140000000000001,2.504295776664164,2.9175795775655717,-0.4132838009014077,-0.3565729928913236
SBBP,2020-09-23,2.26,2.29,2.2105,2.255,120159,2.255000000000001,2.5705313724212844,2.9797859437708167,-0.4092545713495324,-0.34239529088880255
SBBP,2020-09-22,2.2,2.26,2.15,2.185,174705,2.1850000000000014,2.6279007128615177,3.0377688192724817,-0.4098681064109644,-0.32568047077362006
SBBP,2020-09-21,2.17,2.17,2.11,2.1499,100371,2.149900000000001,2.708428115199976,3.1059903248142806,-0.3975622096143048,-0.30463356186428403
SBBP,2020-09-18,2.25,2.28,2.23,2.245,160400,2.245000000000001,2.8099786815999703,3.1824775507994234,-0.3724988691994517,-0.2814013999267788
SBBP,2020-09-17,2.12,2.22,2.08,2.22,921508,2.220000000000001,2.912702078254511,3.2574757548633766,-0.3447736766088654,-0.2586270326086102
SBBP,2020-09-16,2.81,2.8310000000000004,2.7829,2.79,9845,2.7900000000000014,3.0386479106644217,3.3404738152524467,-0.3018259045880245,-0.2370903716085464
SBBP,2020-09-15,2.84,2.88,2.805,2.805,25190,2.805000000000001,3.083856621694317,3.3845117204726427,-0.30065509877832586,-0.22090648836367677
SBBP,2020-09-14,2.62,2.8,2.62,2.7502,81750,2.7502000000000013,3.1345578256387383,3.4308726581104536,-0.2963148324717157,-0.20096933576001447
SBBP,2020-09-11,2.7,2.76,2.63,2.63,25660,2.6300000000000003,3.2044410666639638,3.4853264707592904,-0.28088540409532703,-0.17713296158208924
SBBP,2020-09-10,2.84,2.84,2.68,2.72,103786,2.7200000000000006,3.3088848969665023,3.5537525884200334,-0.24486769145353104,-0.15119485095377988
SBBP,2020-09-09,2.9,2.95,2.83,2.84,110687,2.8400000000000003,3.415954878233139,3.620452795493636,-0.20449791726049726,-0.12777664082884208
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.0700000000000003,3.520673947002801,3.682889019133127,-0.16221507213032638,-0.10859632172092827
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.0700000000000007,3.602614664639673,3.731920140663777,-0.1293054760241037,-0.09519163411857884
SBBP,2020-09-04,3.62,3.67,3.48,3.5291,87090,3.529100000000001,3.69945369457416,3.78487375191688,-0.08542005734271996,-0.08666317364219751
SBBP,2020-09-03,3.74,3.76,3.6771,3.73,21327,3.730000000000001,3.730427093587643,3.8053356520702297,-0.0749085584825866,-0.0869739527170669
SBBP,2020-09-02,3.79,3.79,3.69,3.74,22926,3.7400000000000007,3.7305047469672137,3.811362504235848,-0.08085775726863398,-0.08999030127568697
SBBP,2020-09-01,3.82,3.8960000000000004,3.8080000000000003,3.85,20891,3.850000000000001,3.7287783373248895,3.817071504574716,-0.08829316724982661,-0.0922734372774501
SBBP,2020-08-31,3.74,3.79,3.66,3.78,109883,3.7800000000000007,3.706738035020324,3.8144372249406935,-0.10769918992036942,-0.09326850478435597
SBBP,2020-08-28,3.6,3.6,3.56,3.58,4553,3.5800000000000014,3.693417677751292,3.817192202935949,-0.1237745251846576,-0.0896608335003526
SBBP,2020-08-27,3.68,3.68,3.6038,3.615,8427,3.615000000000002,3.714039073706072,3.8361675791708256,-0.12212850546475318,-0.08113241057927657
SBBP,2020-08-26,3.53,3.622,3.43,3.464,31784,3.4640000000000017,3.732046178016267,3.8538609855044914,-0.12181480748822393,-0.07088338685790731
SBBP,2020-08-25,3.61,3.61,3.45,3.4501,43319,3.4501000000000017,3.780781846746497,3.8850498643448503,-0.1042680175983528,-0.05815053170032804
SBBP,2020-08-24,3.78,3.82,3.44,3.44,220561,3.4400000000000017,3.840905818882223,3.9198458534924376,-0.0789400346102136,-0.04662116022582173
SBBP,2020-08-21,4.0,4.022,3.8801,3.95,50668,3.9500000000000015,3.9137977859517186,3.9582335217718327,-0.04443573582011373,-0.03854144162972355
SBBP,2020-08-20,3.95,3.95,3.81,3.91,31383,3.910000000000003,3.907215565215668,3.9588922035135794,-0.05167663829791147,-0.03706786808212589
SBBP,2020-08-19,3.91,3.9274,3.85,3.88,28876,3.8800000000000026,3.9067093043457897,3.9628035797946657,-0.05609427544887602,-0.03341567552817949
SBBP,2020-08-18,3.9,3.9,3.853,3.86,34960,3.8600000000000017,3.91156554149957,3.969427866178239,-0.057862324678668926,-0.027746025548005357
SBBP,2020-08-17,3.74,3.7799,3.5301,3.6910000000000003,63582,3.6910000000000016,3.920941094499492,3.978182095472498,-0.057241000973006,-0.020216950765339463
SBBP,2020-08-14,3.8,3.8,3.64,3.6877,60695,3.6877000000000018,3.9627485662266726,4.001156663110298,-0.03840809688362557,-0.010960938213422826
SBBP,2020-08-13,4.01,4.04,3.9010000000000002,3.9560000000000004,21138,3.9560000000000017,4.012757396449704,4.026233196159122,-0.013475799709418368,-0.00409914854587214
SBBP,2020-08-12,3.99,4.05,3.93,3.93,13394,3.9300000000000015,4.023076923076924,4.031851851851852,-0.008774928774928803,-0.001754985754985583
SBBP,2020-08-11,4.11,4.1996,3.96,4.04,38638,4.040000000000003,4.04,4.04,0.0,0.0
