Symbol,Date,Open,High,Low,Close,Volume,GNBT SMA,GNBT spanTwelveEMA,GNBT spanTwntySixEMA,GNBT_x,GNBT_y
GNBT,2020-09-28,0.2301,0.25,0.22,0.23,278607,0.23,0.2440408644713424,0.29423918797663057,-0.05019832350528819,-0.04518743095957085
GNBT,2020-09-25,0.18100000000000002,0.19699999999999998,0.179,0.19399999999999998,344546,0.19399999999999998,0.24659374892067734,0.29937832301476097,-0.052784574094083665,-0.04393470782314152
GNBT,2020-09-24,0.1999,0.1999,0.171,0.1711,427087,0.1711,0.2561562487244369,0.3078085888559419,-0.05165234013150505,-0.04172224125540598
GNBT,2020-09-23,0.23,0.23,0.21255,0.2174,123688,0.2174,0.27162102121978904,0.3187452759644173,-0.04712425474462823,-0.03923971653638121
GNBT,2020-09-22,0.2299,0.2299,0.21,0.2299,170157,0.2299,0.2814793887142962,0.32685289804157064,-0.045373509327274464,-0.03726858198431944
GNBT,2020-09-21,0.25,0.25,0.225,0.239,387206,0.239,0.2908574593896228,0.33460912988489633,-0.04375167049527357,-0.03524235014858068
GNBT,2020-09-18,0.2599,0.29,0.24,0.24545,816579,0.24545,0.30028608836955417,0.342257860275688,-0.04197177190613383,-0.033115020061907474
GNBT,2020-09-17,0.2599,0.2599,0.2322,0.242,133910,0.242,0.3102562862549277,0.35000248909774306,-0.03974620284281538,-0.03090083210085088
GNBT,2020-09-16,0.28600000000000003,0.2879,0.265,0.27105,273831,0.27105,0.32266652011946007,0.35864268822556256,-0.035976168106102546,-0.028689489415359752
GNBT,2020-09-15,0.3,0.305,0.3,0.301,54638,0.30099999999999993,0.3320513419593618,0.3656501032836076,-0.033598761324245774,-0.026867819742674066
GNBT,2020-09-14,0.3088,0.31,0.28,0.2801,126043,0.2801,0.3376970404974276,0.3708221115462962,-0.03312507104886858,-0.025185084347281134
GNBT,2020-09-11,0.335,0.335,0.33,0.33475,13302,0.3347499999999999,0.3481692296787781,0.3780798804699999,-0.02991065079122185,-0.02320008767188427
GNBT,2020-09-10,0.32,0.35,0.31,0.34299999999999997,44750,0.34299999999999986,0.3506090896203741,0.3815462709075999,-0.030937181287225838,-0.021522446892049886
GNBT,2020-09-09,0.32,0.32,0.289,0.3,70726,0.2999999999999998,0.3519925604604421,0.3846299725802079,-0.03263741211976584,-0.01916876329325591
GNBT,2020-09-08,0.3,0.3,0.2801,0.3,18567,0.2999999999999999,0.3614457532714316,0.39140037038662456,-0.029954617115192983,-0.015801601086628425
GNBT,2020-09-08,0.3,0.3,0.2801,0.3,18567,0.2999999999999999,0.3726177084116919,0.39871240001755454,-0.02609469160586264,-0.012263347079487286
GNBT,2020-09-04,0.34,0.34,0.32,0.33,18911,0.3299999999999999,0.3858209281229086,0.4066093920189589,-0.020788463896050324,-0.008805510947893445
GNBT,2020-09-03,0.36,0.36,0.32,0.36,16173,0.35999999999999993,0.3959701877816192,0.4127381433804756,-0.01676795559885641,-0.005809772710854225
GNBT,2020-09-02,0.365,0.365,0.35,0.3501,52926,0.3501,0.4025102219237318,0.4169571948509137,-0.014446972927181834,-0.003070226988853678
GNBT,2020-09-01,0.38,0.38,0.355,0.37655,31511,0.37655,0.41203935318259216,0.4223057704389868,-0.0102664172563946,-0.00022604050427162473
GNBT,2020-08-31,0.33,0.39,0.325,0.35700000000000004,45612,0.35700000000000004,0.4184919628521544,0.4259662320741057,-0.007474269221951323,0.002284053683759133
GNBT,2020-08-28,0.35,0.37799999999999995,0.35,0.35675,88769,0.3567500000000001,0.42967231973436426,0.4314835306400342,-0.0018112109056699355,0.004723634410186747
GNBT,2020-08-27,0.41,0.425,0.41,0.42,46228,0.42,0.4429309233224305,0.43746221309123695,0.005468710231193552,0.006357345739150917
GNBT,2020-08-26,0.45,0.46,0.4370000000000001,0.46,28819,0.4600000000000001,0.4471001821083269,0.4388591901385359,0.008240991969790999,0.006579504616140258
GNBT,2020-08-25,0.41505,0.44,0.41505,0.435,12972,0.4350000000000001,0.4447547606734773,0.4371679253496188,0.007586835323858455,0.006164132777727572
GNBT,2020-08-24,0.4521,0.47,0.41,0.4255,74147,0.4255,0.4465283535232004,0.4373413593775883,0.009186994145612082,0.005808457141194837
GNBT,2020-08-21,0.4835,0.49,0.47200000000000003,0.4801,48390,0.4801000000000001,0.4503516905274185,0.4382886681277954,0.012063022399623258,0.004963822890090511
GNBT,2020-08-20,0.47,0.47,0.4603,0.47,38988,0.47,0.4449429069869493,0.43494376157801895,0.009999145408930266,0.0031890230127073517
GNBT,2020-08-19,0.51,0.519,0.505,0.5095,87902,0.5095000000000001,0.4403870718936673,0.43213926250426055,0.00824780938940678,0.001486492413651595
GNBT,2020-08-18,0.449,0.45799999999999996,0.43,0.452,144326,0.4520000000000001,0.4278210849652432,0.4259504035046014,0.0018706814606417879,-0.00020383683028720113
GNBT,2020-08-17,0.45,0.45,0.4111,0.43,40983,0.4300000000000001,0.42342491859528736,0.4238664357849695,-0.00044151718968210574,-0.0007224664030194483
GNBT,2020-08-14,0.45,0.45,0.42505,0.42905,14321,0.4290500000000001,0.4222294492489759,0.42337575064776706,-0.0011463013987910722,-0.00079270370635377
GNBT,2020-08-13,0.4,0.42,0.4,0.42,38179,0.4200000000000001,0.4209893491124261,0.4229218106995884,-0.0019324615871623152,-0.0007043042832444169
GNBT,2020-08-12,0.4001,0.42,0.4001,0.4001,114861,0.4001000000000001,0.4211692307692308,0.4231555555555555,-0.0019863247863247113,-0.00039726495726494226
GNBT,2020-08-11,0.44,0.44,0.4151,0.425,37106,0.425,0.425,0.425,0.0,0.0
