Symbol,Date,Open,High,Low,Close,Volume,PHX SMA,PHX spanTwelveEMA,PHX spanTwntySixEMA,PHX_x,PHX_y
PHX,2020-09-28,1.65,1.67,1.6312,1.64,12738,1.64,1.7261421403453516,1.8453364065819853,-0.11919426623663387,-0.11943505361694848
PHX,2020-09-25,1.61,1.63,1.6,1.6,1806,1.6000000000000003,1.74180434768087,1.8617633191085443,-0.11995897142767432,-0.11949525046202716
PHX,2020-09-24,1.67,1.68,1.6101,1.65,23115,1.65,1.7675869563501192,1.882704384637228,-0.1151174282871088,-0.11937932022061538
PHX,2020-09-23,1.7,1.72,1.7,1.72,1436,1.7200000000000002,1.7889664029592318,1.9013207354082065,-0.1123543324489744,-0.12044479320399201
PHX,2020-09-22,1.72,1.76,1.72,1.74,3048,1.74,1.8015057489518196,1.9158263942408629,-0.11432064528904327,-0.12246740839274634
PHX,2020-09-21,1.77,1.77,1.73,1.739,4325,1.739,1.8126886123976047,1.929892505780132,-0.117203893382527,-0.1245040991686721
PHX,2020-09-18,1.74,1.74,1.74,1.74,3329,1.74,1.8260865419244416,1.9451639062425419,-0.11907736431810025,-0.1263291506152083
PHX,2020-09-17,1.76,1.8,1.7590000000000001,1.8,3395,1.8,1.8417386404561584,1.9615770187419452,-0.1198383782857868,-0.12814209718948533
PHX,2020-09-16,1.78,1.8116,1.77,1.81,9456,1.8100000000000005,1.84932748417546,1.974503180241301,-0.125175696065841,-0.13021802691540996
PHX,2020-09-15,1.79,1.8,1.7899,1.8,7729,1.8000000000000005,1.8564779358437256,1.9876634346606048,-0.1311854988168797,-0.13147860962780217
PHX,2020-09-14,1.82,1.82,1.7993,1.7993,1876,1.7993000000000003,1.8667466514516755,2.0026765094334538,-0.13592985798177826,-0.1315518873305329
PHX,2020-09-11,1.77,1.77,1.73,1.73,2873,1.7300000000000002,1.879009678988344,2.0189466301881303,-0.13993695119978655,-0.13045739466772158
PHX,2020-09-10,1.78,1.81,1.75,1.7866,12954,1.7866000000000004,1.9061023478953152,2.0420623606031807,-0.1359600127078655,-0.12808750553470538
PHX,2020-09-09,1.92,1.92,1.82,1.84,15893,1.8400000000000007,1.927830047512645,2.0624993494514348,-0.13466930193879012,-0.12611937874141535
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9437991470603988,2.0802992974075503,-0.13650015034715146,-0.12398189794207175
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9663080828895625,2.1011232412001544,-0.1348151583105921,-0.12085233484080181
PHX,2020-09-04,1.97,2.0,1.93,1.964,37984,1.9640000000000009,1.9929095525058464,2.1236131004961667,-0.13070354799032047,-0.11736162897335428
PHX,2020-09-03,2.04,2.2,1.8693,1.92,463656,1.9200000000000004,1.9981658347796365,2.1363821485358603,-0.13821631375622334,-0.11402614921911278
PHX,2020-09-02,1.8,1.8201,1.8,1.81,14728,1.8100000000000005,2.0123778047395704,2.1536927204187286,-0.14131491567915822,-0.107978608084835
PHX,2020-09-01,1.89,1.89,1.8,1.8301,15989,1.8301000000000005,2.049173769237674,2.181188138052227,-0.13201436881455295,-0.09964453118625419
PHX,2020-08-31,1.91,1.93,1.87,1.88,10468,1.88,2.089005363644524,2.209275189096405,-0.12026982545188147,-0.09155207177917948
PHX,2020-08-28,1.95,2.08,1.87,1.9,178505,1.9000000000000004,2.1270063388526195,2.2356172042241176,-0.10861086537149812,-0.08437263336100409
PHX,2020-08-27,2.22,2.22,2.15,2.15,7515,2.150000000000001,2.168280218644005,2.2624665805620467,-0.09418636191804186,-0.07831307535838058
PHX,2020-08-26,2.11,2.11,2.0773,2.0773,3713,2.077300000000001,2.1716038947610965,2.2714639070070097,-0.09986001224591368,-0.07434475371846526
PHX,2020-08-25,2.02,2.05,2.01,2.05,8114,2.0500000000000016,2.1887500574449317,2.2869970195675706,-0.09824696212263896,-0.06796593908660326
PHX,2020-08-24,2.07,2.1,2.05,2.07,19994,2.0700000000000007,2.2139773406167382,2.3059567811329766,-0.09197944051623884,-0.06039568332759432
PHX,2020-08-21,2.13,2.13,2.07,2.11,5936,2.1100000000000017,2.24015503891069,2.3248333236236154,-0.08467828471292503,-0.052499744030433296
PHX,2020-08-20,2.12,2.134,2.0725,2.1092,16545,2.1092000000000017,2.2638195914399057,2.342019989513504,-0.07820039807359791,-0.04445510885981025
PHX,2020-08-19,2.15,2.1708,2.15,2.16,6433,2.160000000000001,2.29193224442898,2.3606455886745845,-0.06871334424560427,-0.03601878655636322
PHX,2020-08-18,2.15,2.19,2.15,2.1701,6495,2.170100000000001,2.3159199252342493,2.3766972357685505,-0.06077731053430169,-0.02784514713405285
PHX,2020-08-17,2.2,2.2,2.11,2.15,32218,2.1500000000000017,2.342432638913204,2.3932250146300347,-0.05079237571683093,-0.01961210628399075
PHX,2020-08-14,2.21,2.29,2.15,2.2081,25159,2.208100000000002,2.377420391442877,2.4126830158004373,-0.035262624357560224,-0.011817038925780819
PHX,2020-08-13,2.34,2.34,2.26,2.2968,7255,2.296800000000003,2.4082059171597643,2.4290496570644717,-0.020843739904708336,-0.005955642567835966
PHX,2020-08-12,2.41,2.41,2.3,2.31,7923,2.310000000000003,2.4284615384615393,2.43962962962963,-0.011168091168090921,-0.0022336182336180955
PHX,2020-08-11,2.43,2.48,2.42,2.45,5333,2.450000000000004,2.45,2.45,0.0,0.0
