Symbol,Date,Open,High,Low,Close,Volume,LIVX SMA,LIVX spanTwelveEMA,LIVX spanTwntySixEMA,LIVX_x,LIVX_y
LIVX,2020-09-28,2.7,2.7226,2.62,2.6578,55515,2.6578,2.6584201833235688,2.695256726739818,-0.036836543416249416,-0.05470685467060432
LIVX,2020-09-25,2.66,2.6653,2.56,2.605,44125,2.6050000000000004,2.658532943927854,2.698253264879004,-0.039720320951149635,-0.059174432484193046
LIVX,2020-09-24,2.59,2.61,2.45,2.5499,59218,2.5499000000000005,2.668266206460191,2.7057135260693244,-0.03744731960913317,-0.06403796036745389
LIVX,2020-09-23,2.85,2.85,2.7219,2.7219,63694,2.7219000000000007,2.689787334907499,2.7181786081548704,-0.028391273247371007,-0.07068562055703406
LIVX,2020-09-22,2.7738,2.8149,2.6789,2.7389,62271,2.738900000000001,2.6839486685270444,2.717880896807259,-0.033932228280214805,-0.08125920738444972
LIVX,2020-09-21,2.92,3.015,2.81,2.835,185546,2.835,2.6739575173501438,2.71619936855184,-0.042241851201696434,-0.09309095216050844
LIVX,2020-09-18,2.87,2.89,2.75,2.85,137770,2.8500000000000005,2.6446770659592604,2.7066953180359867,-0.06201825207672629,-0.10580322740021143
LIVX,2020-09-17,2.72,2.73,2.62,2.68,52652,2.680000000000001,2.6073456234063985,2.6952309434788653,-0.08788532007246674,-0.11674947123108272
LIVX,2020-09-16,2.7,2.7002,2.5253,2.59,144443,2.5900000000000007,2.5941357367530165,2.6964494189571746,-0.10231368220415817,-0.12396550902073669
LIVX,2020-09-15,2.68,2.7203,2.6297,2.64,58735,2.640000000000001,2.594887688889928,2.7049653724737484,-0.1100776835838202,-0.12937846572488132
LIVX,2020-09-14,2.6,2.63,2.47,2.63,101144,2.630000000000001,2.586685450506278,2.710162602271648,-0.12347715176536946,-0.1342036612601466
LIVX,2020-09-11,2.56,2.61,2.54,2.56,28090,2.5600000000000014,2.5788100778710565,2.7165756104533796,-0.1377655325823235,-0.13688528863384078
LIVX,2020-09-10,2.59,2.635,2.5647,2.5989999999999998,44032,2.5990000000000006,2.5822300920294303,2.7291016592896495,-0.14687156726021966,-0.1366652276467202
LIVX,2020-09-09,2.5,2.5698,2.46,2.515,65127,2.515000000000001,2.5791810178529637,2.739509792032822,-0.1603287741798587,-0.13411364274334545
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904,2.409500000000001,2.590850293826229,2.7574705753954483,-0.1666202815692186,-0.12755985988421722
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904,2.409500000000001,2.6238230745219067,2.7853082214270835,-0.16148514690517635,-0.11779475446296665
LIVX,2020-09-04,2.4,2.4,2.261,2.27,76108,2.270000000000001,2.6627909062531634,2.8153728791412505,-0.15258197288808706,-0.10687215635241411
LIVX,2020-09-03,2.55,2.56,2.41,2.4775,111926,2.4775000000000005,2.734207434662829,2.8590027094725503,-0.1247952748097214,-0.09544470221849585
LIVX,2020-09-02,2.72,2.72,2.56,2.575,78107,2.575,2.7808815136924343,2.8895229262303537,-0.1086414125379198,-0.08810705907068946
LIVX,2020-09-01,2.73,2.77,2.6691,2.68,102263,2.6800000000000006,2.8183145161819683,2.9146847603287824,-0.0963702441468146,-0.08297347070388197
LIVX,2020-08-31,2.78,2.83,2.76,2.79,30128,2.7900000000000005,2.8434626100332347,2.933459541155085,-0.08999693112185048,-0.07962427734314892
LIVX,2020-08-28,2.72,2.79,2.65,2.73,83381,2.7300000000000004,2.853183084584732,2.9449363044474923,-0.0917532198627602,-0.07703111389847364
LIVX,2020-08-27,2.83,2.8336,2.7,2.755,62009,2.7550000000000003,2.8755800090546835,2.962131208803292,-0.08655119974860838,-0.073350587407402
LIVX,2020-08-26,2.94,2.99,2.84,2.87,152495,2.87,2.8975036470646263,2.9787017055075555,-0.08119805844292971,-0.0700504343221004
LIVX,2020-08-25,2.78,2.8,2.7,2.76,100876,2.76,2.902504310167285,2.98739784194816,-0.08489353178087455,-0.06726352829189318
LIVX,2020-08-24,2.85,2.89,2.82,2.835,114630,2.835,2.9284141847431546,3.0055896693040123,-0.07717548456085721,-0.06285602741964773
LIVX,2020-08-21,2.83,2.95,2.8201,2.915,129406,2.915,2.9453985819691835,3.019236842848333,-0.07383826087914969,-0.059276163134345236
LIVX,2020-08-20,2.85,2.93,2.78,2.9078,175940,2.9078,2.9509255968726715,3.0275757902762,-0.07665019340352819,-0.05563563869814412
LIVX,2020-08-19,2.93,2.99,2.83,2.89,102082,2.890000000000001,2.9587666144858846,3.037157853498296,-0.07839123901241107,-0.05038200002179799
LIVX,2020-08-18,2.92,3.0,2.89,2.91,106640,2.9100000000000006,2.9712696353015,3.0489304817781595,-0.07766084647665927,-0.0433796902741446
LIVX,2020-08-17,2.83,2.85,2.78,2.845,93835,2.8450000000000006,2.9824095689926824,3.0600449203204123,-0.07763535132772993,-0.03480940122351582
LIVX,2020-08-14,2.71,2.77,2.71,2.74,150721,2.7400000000000007,3.007393126991352,3.0772485139460453,-0.06985538695469362,-0.02410291369746229
LIVX,2020-08-13,2.78,2.8,2.6344,2.73,160656,2.7300000000000004,3.056010059171597,3.1042283950617287,-0.048218335890131137,-0.012664795383154567
LIVX,2020-08-12,2.93,2.95,2.86,2.915,90217,2.9150000000000005,3.115284615384615,3.1341666666666668,-0.01888205128205156,-0.0037764102564103123
LIVX,2020-08-11,3.15,3.17,3.115,3.1517,39043,3.1517000000000013,3.1517,3.1517,0.0,0.0
