Symbol,Date,Open,High,Low,Close,Volume,PSIX SMA,PSIX spanTwelveEMA,PSIX spanTwntySixEMA,PSIX_x,PSIX_y
PSIX,2020-09-28,3.03,3.03,3.0299,3.0299,1782,3.0299,2.973980260530413,3.159905806435721,-0.1859255459053082,-0.21967267971023077
PSIX,2020-09-25,2.91,2.95,2.91,2.95,750,2.9500000000000006,2.9638130351723064,3.1703062709505785,-0.20649323577827292,-0.2281094631614614
PSIX,2020-09-24,2.9,2.9,2.9,2.9,300,2.9000000000000004,2.9663244961127253,3.187930772626625,-0.2216062765139002,-0.23351352000725875
PSIX,2020-09-23,2.9,2.9,2.9,2.9,350,2.900000000000001,2.9783834954059483,3.210965234436756,-0.2325817390308078,-0.23649033088059848
PSIX,2020-09-22,2.8,2.85,2.8,2.85,1100,2.850000000000001,2.9926350400252115,3.2358424531916965,-0.24320741316648495,-0.23746747884304614
PSIX,2020-09-21,2.8,2.8,2.8,2.8,2100,2.8000000000000003,3.0185686836661585,3.2667098494470315,-0.24814116578087295,-0.2360324952621864
PSIX,2020-09-18,2.83,2.83,2.83,2.83,500,2.8300000000000014,3.058308444332733,3.3040466374027937,-0.24573819307006106,-0.23300532763251475
PSIX,2020-09-17,3.0,3.0,3.0,3.0,100,3.0000000000000013,3.099819070575049,3.341970368395017,-0.2421512978199689,-0.2298221112731283
PSIX,2020-09-16,2.9,2.9,2.9,2.9,607,2.9000000000000004,3.117967992497785,3.369327997866619,-0.2513600053688343,-0.22673981463641835
PSIX,2020-09-15,2.95,2.95,2.95,2.95,100,2.9500000000000006,3.157598536588291,3.4068742376959484,-0.2492757011076576,-0.22058476695331444
PSIX,2020-09-14,3.05,3.05,3.05,3.05,100,3.05,3.1953437250588888,3.4434241767116247,-0.2480804516527355,-0.2134120334147286
PSIX,2020-09-11,3.0,3.0,3.0,3.0,338,3.0,3.221769856887778,3.474898110848555,-0.25312825396077665,-0.20474492885522674
PSIX,2020-09-10,3.0,3.05,3.0,3.0,300,3.0,3.262091649049192,3.512889959716439,-0.2507983106672471,-0.19264909757883925
PSIX,2020-09-09,3.0,3.0,3.0,3.0,200,3.0,3.3097446761490446,3.5539211564937543,-0.2441764803447093,-0.1781117943067373
PSIX,2020-09-08,3.02,3.05,3.0,3.0,1890,3.0,3.3660618899943264,3.5982348490132545,-0.2321729590189285,-0.16159562279724415
PSIX,2020-09-08,3.02,3.05,3.0,3.0,1890,3.0,3.4326185972660217,3.646093636934314,-0.21347503966829293,-0.14395128874182317
PSIX,2020-09-04,3.01,3.02,3.01,3.01,4820,3.01,3.511276524041662,3.69778112788906,-0.18650460384739764,-0.1265703510102058
PSIX,2020-09-03,3.15,3.26,3.15,3.26,400,3.26,3.6024177102310557,3.752803618120185,-0.1503859078891292,-0.11158678780090774
PSIX,2020-09-02,3.51,3.51,3.51,3.51,1800,3.51,3.6646754757276105,3.792227907569799,-0.12755243184218834,-0.10188700777885236
PSIX,2020-09-01,3.58,3.58,3.58,3.58,1393,3.58,3.6927982894962663,3.814806140175383,-0.122007850679116,-0.09547065176301836
PSIX,2020-08-31,3.58,3.58,3.58,3.58,300,3.58,3.713307069404679,3.833590631389413,-0.12028356198473444,-0.08883635203399372
PSIX,2020-08-28,3.6,3.6,3.6,3.6,150,3.6,3.737544718387348,3.853877881900566,-0.11633316351321855,-0.08097454954630864
PSIX,2020-08-27,3.58,3.58,3.58,3.58,200,3.58,3.762552849003229,3.8741881124526114,-0.1116352634493829,-0.07213489605458127
PSIX,2020-08-26,3.56,3.56,3.56,3.56,170,3.56,3.7957442760947253,3.8977231614488197,-0.10197888535409527,-0.06225980420588097
PSIX,2020-08-25,3.62,3.62,3.62,3.62,250,3.62,3.8386068717483113,3.924741014364726,-0.08613414261641461,-0.0523300339188276
PSIX,2020-08-24,3.85,3.85,3.85,3.85,500,3.85,3.87835357570255,3.949120295513904,-0.0707667198113544,-0.04387900674443085
PSIX,2020-08-21,3.75,3.845,3.0,3.73,109266,3.73,3.883508771284832,3.9570499191550166,-0.07354114787018506,-0.03715707847769996
PSIX,2020-08-21,3.75,3.845,3.0,3.73,109266,3.73,3.911419456972983,3.9752139126874177,-0.0637944557144352,-0.028061061129578787
PSIX,2020-08-19,3.81,3.81,3.8,3.8,1219,3.8,3.944404812786253,3.9948310257024113,-0.05042621291615879,-0.01912771248336479
PSIX,2020-08-18,3.845,3.89,3.8,3.8,810,3.8,3.970660233292844,4.0104175077586035,-0.039757274465760606,-0.0113030873751664
PSIX,2020-08-17,3.75,3.75,3.75,3.75,4083,3.75,4.001689366618815,4.027250908379293,-0.025561541760477983,-0.0041895406025180704
PSIX,2020-08-14,3.92,3.92,3.9,3.9,4553,3.9,4.0474510696404185,4.049430981049636,-0.001979911409217827,0.001153459686971907
PSIX,2020-08-13,4.25,4.25,4.25,4.25,100,4.25,4.074260355029587,4.061385459533607,0.012874895495978757,0.0019368024610193404
PSIX,2020-08-12,4.15,4.15,4.0,4.0,500,4.0,4.042307692307692,4.046296296296296,-0.003988603988603678,-0.0007977207977207357
PSIX,2020-08-11,4.0,4.05,4.0,4.05,1300,4.050000000000002,4.05,4.05,0.0,0.0
