Symbol,Date,Open,High,Low,Close,Volume,AHT SMA,AHT spanTwelveEMA,AHT spanTwntySixEMA,AHT_x,AHT_y
AHT,2020-09-28,1.79,1.9,1.68,1.7101,388797,1.7101,1.8627824508204616,2.3211364064394,-0.4583539556189382,-0.43389239040844885
AHT,2020-09-25,1.48,1.48,1.37,1.3889,194820,1.3889000000000002,1.8905428964241824,2.3700193189545518,-0.4794764225303701,-0.42777699910582645
AHT,2020-09-24,1.46,1.485,1.43,1.4727,59119,1.4727,1.9817506957740332,2.4485088644709165,-0.4667581686968832,-0.4148521432496907
AHT,2020-09-23,1.72,1.72,1.35,1.5,512548,1.5000000000000002,2.0743053677329484,2.526573573628589,-0.4522682058956411,-0.4018756368878925
AHT,2020-09-22,1.84,1.8689,1.77,1.78,128797,1.7800000000000002,2.178724525502576,2.6086994595188764,-0.4299749340163008,-0.38927749463595546
AHT,2020-09-21,2.0,2.0,1.82,1.87,145524,1.8700000000000003,2.2512198937757715,2.6749954162803866,-0.4237755225046152,-0.3791031347908692
AHT,2020-09-18,2.08,2.09,1.9823,2.01,152771,2.01,2.3205326017350028,2.739395049582817,-0.4188624478478147,-0.3679350378624327
AHT,2020-09-17,2.06,2.06,1.98,2.0049,68353,2.0049,2.3769930747777304,2.797746653549442,-0.42075357877171227,-0.3552031853660873
AHT,2020-09-16,2.15,2.1821,1.97,1.99,138519,1.99,2.444646361100954,2.8611743858333982,-0.4165280247324441,-0.3388155870146812
AHT,2020-09-15,1.89,2.02,1.89,1.97,55670,1.97,2.5273093358465823,2.9308683367000703,-0.403559000853488,-0.31938747758524044
AHT,2020-09-14,1.9,1.94,1.78,1.94,132056,1.94,2.6286383060005063,3.0077378036360765,-0.3790994976355697,-0.2983445967681786
AHT,2020-09-11,2.25,2.2502,2.11,2.1116,159818,2.1116000000000006,2.753845270727871,3.0931568279269617,-0.33931155719909123,-0.2781558715513307
AHT,2020-09-10,2.46,2.49,2.32,2.3247,254807,2.324700000000001,2.8706171381329386,3.171681374161119,-0.30106423602818033,-0.2628669501393907
AHT,2020-09-09,2.4,2.57,2.32,2.5501,262544,2.5501000000000005,2.9698747996116546,3.239439884094008,-0.2695650844823536,-0.2533176286671933
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.8800000000000003,3.0461974904501368,3.294587074821529,-0.2483895843713917,-0.24925576471340322
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.88,3.076415215986527,3.3277540408072515,-0.2513388248207251,-0.24947230979890594
AHT,2020-09-04,2.92,3.0010000000000003,2.92,2.9603,13815,2.9603,3.112127073438621,3.363574364071831,-0.2514472906332097,-0.24900568104345122
AHT,2020-09-03,2.99,3.15,2.95,3.116,84925,3.116,3.139731995882007,3.3958363131975777,-0.2561043173155708,-0.24839527864601146
AHT,2020-09-02,3.01,3.04,2.8799,2.92,60241,2.9199999999999995,3.14404690422419,3.4182232182533836,-0.274176314029194,-0.2464680189786216
AHT,2020-09-01,3.14,3.14,3.03,3.11,81626,3.1099999999999994,3.1847827049922253,3.458081075713655,-0.27329837072143004,-0.23954094521597863
AHT,2020-08-31,3.13,3.2162,3.07,3.13,71299,3.1299999999999994,3.198379560445357,3.4859275617707475,-0.28754800132539016,-0.23110158883961585
AHT,2020-08-28,2.84,2.9273,2.7409,2.7929,31985,2.7928999999999995,3.2108122077990577,3.514401766712407,-0.30358955891334904,-0.21698998571817216
AHT,2020-08-27,2.71,2.94,2.7,2.8564,104224,2.8563999999999994,3.2867962455807045,3.5721219080493998,-0.28532566246869484,-0.19534009241937791
AHT,2020-08-26,2.92,2.9345,2.82,2.84,99340,2.839999999999999,3.36505010841356,3.6293796606933513,-0.2643295522797913,-0.17284369990704854
AHT,2020-08-25,3.13,3.14,3.03,3.09,43360,3.089999999999999,3.460513764488753,3.6925300335488194,-0.23201626906006645,-0.14997223681386285
AHT,2020-08-24,3.11,3.15,3.01,3.1001,165716,3.1000999999999994,3.5278799034867077,3.7407324362327254,-0.2128525327460169,-0.12946122875231192
AHT,2020-08-21,3.33,3.4,3.26,3.28,71943,3.279999999999999,3.6056580677570187,3.791983031131344,-0.18632496337432425,-0.10861340275388545
AHT,2020-08-20,3.33,3.4,3.3,3.34,96861,3.3399999999999994,3.664868625531023,3.8329416736218502,-0.1680730480908279,-0.08918551259877552
AHT,2020-08-19,3.33,3.35,3.26,3.27,127058,3.27,3.723935648354845,3.872377007511599,-0.14844135915675372,-0.06946362872576266
AHT,2020-08-18,3.44,3.54,3.41,3.44,111972,3.4399999999999986,3.8064694026011807,3.9205671681125263,-0.11409776551134555,-0.04971919611801478
AHT,2020-08-17,3.63,3.64,3.48,3.5601,183415,3.560099999999999,3.8731002030741215,3.959012541561529,-0.08591233848740609,-0.03362455376968208
AHT,2020-08-14,3.58,3.65,3.51,3.65,87279,3.649999999999999,3.9300093309057815,3.9909255448864505,-0.060916213980669376,-0.02055260759025075
AHT,2020-08-13,3.71,3.84,3.68,3.77,60941,3.769999999999999,3.980920118343196,4.018199588477367,-0.03727947013417099,-0.010461705992646203
AHT,2020-08-12,3.91,3.98,3.76,3.82,81055,3.819999999999999,4.019269230769232,4.038055555555556,-0.01878632478632536,-0.0037572649572648943
AHT,2020-08-11,4.18,4.18,3.99,4.0555,243697,4.0554999999999986,4.0555,4.0555,0.0,0.0
