Symbol,Date,Open,High,Low,Close,Volume,OCX SMA_x,OCX SMA_y,OCX SMA_x.1,OCX SMA_y.1,OCX SMA_x.1.1,OCX SMA_y.1.1,OCX SMA_x.1.1.1,OCX SMA_y.1.1.1,OCX SMA_x.1.1.1.1,OCX SMA_y.1.1.1.1,OCX SMA_x.1.1.1.1.1,OCX SMA_y.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,OCX SMA
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825
OCX,2020-07-10,1.31,1.32,1.28,1.29,135718,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998,1.2899999999999998
OCX,2020-07-09,1.3,1.37,1.2819,1.34,189205,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.3399999999999999
OCX,2020-07-08,1.28,1.3,1.24,1.265,113661,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999997,1.2649999999999995
OCX,2020-07-07,1.33,1.35,1.3,1.33,186683,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998,1.3299999999999998
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299,1.4299
OCX,2020-07-02,1.7,1.7,1.65,1.6680000000000001,122412,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001,1.668,1.6680000000000001
OCX,2020-07-01,1.76,1.8,1.702,1.73,482668,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73,1.7300000000000002,1.73
OCX,2020-06-30,1.6,1.83,1.55,1.78,1807321,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998,1.7800000000000002,1.7799999999999998
