Symbol,Date,Open,High,Low,Close,Volume,AFMD SMA_x,AFMD SMA_y,AFMD SMA_x.1,AFMD SMA_y.1,AFMD SMA_x.1.1,AFMD SMA_y.1.1,AFMD SMA_x.1.1.1,AFMD SMA_y.1.1.1,AFMD SMA_x.1.1.1.1,AFMD SMA_y.1.1.1.1,AFMD SMA_x.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AFMD SMA
AFMD,2020-07-13,4.42,4.5,4.4,4.41,95578,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41
AFMD,2020-07-10,4.51,4.6,4.42,4.58,97605,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58
AFMD,2020-07-09,4.62,4.71,4.59,4.7,110638,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001,4.700000000000001
AFMD,2020-07-08,4.39,4.51,4.39,4.46,60051,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46
AFMD,2020-07-07,4.35,4.5068,4.32,4.415,169298,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415,4.415
AFMD,2020-07-06,4.64,4.7037,4.56,4.56,116642,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56
AFMD,2020-07-06,4.64,4.7037,4.56,4.56,116642,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56
AFMD,2020-07-02,4.79,4.79,4.65,4.67,130865,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001,4.670000000000001
AFMD,2020-07-01,4.63,4.71,4.59,4.66,80935,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002,4.660000000000002
AFMD,2020-06-30,4.54,4.5945,4.45,4.57,174862,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002,4.570000000000002
