Symbol,Date,Open,High,Low,Close,Volume,MLND SMA,MLND spanTwelveEMA,MLND spanTwntySixEMA,MLND_x,MLND_y
MLND,2021-06-30,0.0,0.0,0.0,0.0,0,0.0,0.7878006667671139,1.0149155811845685,-0.2271149144174543,-0.051599367891582565
MLND,2021-06-30,0.0,0.0,0.0,0.0,0,0.0,0.931037151633862,1.0961088276793338,-0.1650716760454719,-0.007720481260114553
MLND,2021-06-30,0.0,0.0,0.0,0.0,0,0.0,1.1003166337491097,1.1837975338936806,-0.0834809001445711,0.03161731743622476
MLND,2021-06-25,1.12,1.13,1.112,1.112,13010,1.112,1.3003742035216748,1.278501336605175,0.0218728669164998,0.06039187183142366
MLND,2021-06-24,1.14,1.14,1.12,1.13,46657,1.13,1.3346240587074338,1.2918214435335889,0.0428026151738449,0.07002162306015462
MLND,2021-06-23,1.24,1.24,1.21,1.2185,102252,1.2185,1.3718284330178765,1.3047671590162762,0.0670612740016003,0.07682637503173204
MLND,2021-06-22,1.38,1.42,1.38,1.4088,85593,1.4088,1.399706329930218,1.3116685317375782,0.0880377981926396,0.07926765028926495
MLND,2021-06-21,1.52,1.54,1.52,1.5299,16191,1.5299,1.398052935372076,1.3038980142765846,0.0941549210954912,0.07707511331342126
MLND,2021-06-18,1.51,1.53,1.51,1.5105,11408,1.5105,1.3740807418033625,1.2858178554187114,0.088262886384651,0.0728051613679037
MLND,2021-06-17,1.45,1.45,1.43,1.4483,40510,1.4483,1.3492772403130648,1.2678432838522082,0.0814339564608566,0.06894073011371686
MLND,2021-06-16,1.39,1.3904,1.39,1.3904,23382,1.3904,1.3312731021881676,1.2534067465603849,0.0778663556277827,0.06581742352693191
MLND,2021-06-15,1.39,1.39,1.39,1.39,14926,1.39,1.3205227571314708,1.2424472862852156,0.0780754708462552,0.06280519050171919
MLND,2021-06-14,1.4,1.4,1.4,1.4,7605,1.4,1.3078905311553748,1.230643069188033,0.0772474619673417,0.05898762041558519
MLND,2021-06-11,1.35,1.35,1.3407,1.3407,3734,1.3407,1.2911433550018063,1.2170945147230756,0.0740488402787307,0.054422660027646036
MLND,2021-06-10,1.4,1.42,1.39,1.395,5493,1.395,1.2821330559112256,1.2072060759009215,0.074926980010304,0.04951611496487486
MLND,2021-06-09,1.43,1.43,1.4,1.4,21347,1.4,1.2616117933496305,1.192182561972995,0.0694292313766349,0.043163398703517555
MLND,2021-06-08,1.37,1.3787,1.37,1.37,14866,1.37,1.2364503012313812,1.1755571669308351,0.0608931343005461,0.0365969405352381
MLND,2021-06-07,1.37,1.37,1.3689,1.3689,17410,1.3689,1.212168537818905,1.1600017402853018,0.0521667975336033,0.030522892093911097
MLND,2021-06-04,1.26,1.28,1.26,1.2695,7105,1.2695,1.183671908331433,1.143289879508126,0.0403820288233072,0.02511191573398804
MLND,2021-06-03,1.25,1.25,1.2414,1.2447,10633,1.2447,1.16806680075533,1.1331930698687758,0.0348737308865543,0.0212943874616583
MLND,2021-06-02,1.2,1.2,1.2,1.2,6983,1.2,1.1541334918017538,1.1242725154582778,0.029860976343476,0.017899551605434293
MLND,2021-06-01,1.21,1.22,1.2,1.22,10413,1.22,1.1457941266748,1.11821431669494,0.0275798099798598,0.01490919542092385
MLND,2021-06-01,1.21,1.22,1.2,1.22,10413,1.22,1.1323021497065815,1.1100714620305352,0.0222306876760465,0.011741541781189843
MLND,2021-05-28,1.14,1.14,1.14,1.14,5617,1.14,1.1163570860168694,1.1012771789929778,0.0150799070238916,0.009119255307475729
MLND,2021-05-27,1.13,1.13,1.13,1.13,2030,1.13,1.112058374383573,1.098179353312416,0.013879021071157,0.007629092378371756
MLND,2021-05-26,1.11,1.1247,1.11,1.12,10983,1.12,1.1087962606351318,1.0956337015774094,0.0131625590577224,0.006066610205175441
MLND,2021-05-25,1.17,1.17,1.15,1.155,14869,1.155,1.1067592171142466,1.0936843977036022,0.0130748194106444,0.004292622992038686
MLND,2021-05-24,1.18,1.18,1.17,1.18,10653,1.18,1.0979881656804733,1.0887791495198902,0.0092090161605831,0.0020970738873872376
MLND,2021-05-21,1.1,1.1,1.1,1.1,3871,1.1,1.083076923076923,1.0814814814814817,0.0015954415954415,0.00031908831908826767
MLND,2021-05-20,1.07,1.0899,1.07,1.08,20530,1.08,1.08,1.08,0.0,0.0
