Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-06-30,6.0,6.07,5.98,6.0223,14766,6.0223,5.909661090618055,6.0727645248240885,-0.1631034342060333,-0.18907103891108
EGLX,2021-06-29,6.22,6.25,6.16,6.25,41409,6.25,5.889181288912248,6.076801686810015,-0.187620397897767,-0.19556294008734168
EGLX,2021-06-28,5.88,5.94,5.71,5.85,126092,5.85,5.823577886896293,6.062945821754816,-0.2393679348585236,-0.1975485756347353
EGLX,2021-06-25,5.63,5.666,5.61,5.61,3084,5.61,5.818773866331982,6.079981487495202,-0.2612076211632193,-0.18709373582878822
EGLX,2021-06-24,5.78,5.83,5.76,5.76,11675,5.76,5.856732751119615,6.117580006494817,-0.2608472553752019,-0.16856526449518044
EGLX,2021-06-23,5.6056,5.6199,5.5,5.5127,37833,5.5127,5.874320524050455,6.146186407014403,-0.2718658829639482,-0.14549476677517506
EGLX,2021-06-22,5.47,5.47,5.35,5.35,10798,5.35,5.940069710241446,6.196865319575555,-0.2567956093341088,-0.11390198772798177
EGLX,2021-06-21,5.55,5.55,5.43,5.46,9022,5.46,6.047355112103528,6.264614545141599,-0.2172594330380715,-0.07817858232645
EGLX,2021-06-18,5.56,5.58,5.53,5.58,4254,5.58,6.154146950667806,6.328983708752928,-0.1748367580851217,-0.04340836964854463
EGLX,2021-06-17,5.62,5.73,5.55,5.67,6231,5.67,6.25853730533468,6.388902405453162,-0.1303651001184818,-0.010551272539400117
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821,5.83,6.365544088122804,6.446414597889414,-0.0808705097666102,0.019402184355370302
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.462915740508769,6.495727765720567,-0.0328120252117987,0.044470357885865446
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.543445875146727,6.533785986978213,0.0096598881685139,0.06379095366028148
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.594963306991587,6.55568086593647,0.0392824410551169,0.07732372003322337
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.666774817353693,6.584135335211387,0.0826394821423059,0.08683403977774996
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.678915693236183,6.582866162028298,0.0960495312078846,0.08788267918661095
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.673518546551853,6.572807454990562,0.1007110915612914,0.08584096618129253
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.630521918652191,6.545832051389807,0.0846898672623837,0.0821234348362928
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.6342531765889525,6.540698615500991,0.093554561087962,0.08148182672977006
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.658662845059672,6.54395450474107,0.114708340318602,0.07846364314022228
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.654783362343248,6.533070865120355,0.1217124972228926,0.06940246884562734
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.5956530645874745,6.497316534329984,0.0983365302574901,0.056324961751311006
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.543953621785197,6.466701857076383,0.077251764708814,0.045822069624766225
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.482854280291596,6.433638005642493,0.0492162746491029,0.03796464585375428
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722,6.27,6.456100513071887,6.417929046093893,0.0381714669779933,0.03515173865491711
EGLX,2021-05-26,6.62,6.62,6.5,6.5,4617,6.5,6.489936969994048,6.429763369781405,0.0601736002126429,0.03439680657414782
EGLX,2021-05-25,6.54,6.57,6.54,6.57,1546,6.57,6.488107328174784,6.424144439363917,0.0639628888108667,0.027952608164524037
EGLX,2021-05-24,6.7,6.7,6.7,6.7,1107,6.7,6.4732177514792895,6.412475994513031,0.0607417569662587,0.018950038002938357
EGLX,2021-05-21,6.7,6.8829,6.7,6.8829,2506,6.8829,6.431984615384615,6.389474074074074,0.0425105413105413,0.008502108262108265
EGLX,2021-05-20,6.3,6.35,6.3,6.35,3588,6.35,6.35,6.35,0.0,0.0
