Symbol,Date,Open,High,Low,Close,Volume,AEG SMA,AEG spanTwelveEMA,AEG spanTwntySixEMA,AEG_x,AEG_y
AEG,2021-06-30,4.09,4.09,4.09,4.09,14218,4.09,4.258577560879573,4.399832264258142,-0.1412547033785687,-0.11604358506135129
AEG,2021-06-29,4.15,4.155,4.145,4.155,16984,4.155,4.28922802649404,4.424618845398793,-0.135390818904753,-0.10974080548204693
AEG,2021-06-28,4.21,4.21,4.2,4.2,13566,4.2,4.31363312222023,4.4461883530306965,-0.1325552308104667,-0.10332830212637038
AEG,2021-06-25,4.22,4.22,4.21,4.21,14289,4.21,4.334293689896635,4.465883421273152,-0.1315897313765175,-0.09602156995534629
AEG,2021-06-24,4.18,4.2,4.18,4.19,19065,4.19,4.356892542605114,4.486354094975004,-0.1294615523698903,-0.08712952960005346
AEG,2021-06-23,4.17,4.17,4.1672,4.17,21909,4.17,4.387236641260589,4.510062422573005,-0.1228257813124154,-0.07654652390759424
AEG,2021-06-22,4.18,4.19,4.17,4.17,66830,4.17,4.426734212398878,4.537267416378844,-0.1105332039799664,-0.06497670955638894
AEG,2021-06-21,4.22,4.221,4.22,4.221,13739,4.221,4.473413160107764,4.566648809689151,-0.0932356495813868,-0.05358758595049456
AEG,2021-06-18,4.23,4.23,4.21,4.215,123444,4.215,4.51930646194554,4.594300714464283,-0.074994252518743,-0.043675570042771485
AEG,2021-06-17,4.56,4.57,4.56,4.57,32526,4.57,4.574634909572001,4.624644771621425,-0.050009862049424,-0.035845899423778596
AEG,2021-06-16,4.49,4.49,4.48,4.48,6709,4.48,4.575477620403274,4.62901635335114,-0.0535387329478656,-0.03230490876736723
AEG,2021-06-15,4.49,4.5,4.49,4.5,5237,4.5,4.592837187749324,4.640937661619231,-0.0481004738699066,-0.026996452722242412
AEG,2021-06-14,4.51,4.52,4.51,4.52,21431,4.52,4.609716676431019,4.652212674548769,-0.0424959981177499,-0.021720447435326345
AEG,2021-06-11,4.52,4.53,4.52,4.53,19417,4.53,4.626028799418478,4.662789688512671,-0.036760889094193,-0.01652655976472044
AEG,2021-06-10,4.57,4.58,4.57,4.57,9557,4.57,4.643488581130928,4.6734128635936845,-0.0299242824627565,-0.011467977432352283
AEG,2021-06-09,4.52,4.53,4.52,4.525,13132,4.525,4.656850141336552,4.68168589268118,-0.0248357513446277,-0.00685390117475121
AEG,2021-06-08,4.55,4.56,4.55,4.56,29324,4.56,4.680822894306834,4.6942207640956735,-0.0133978697888395,-0.0023584386322818424
AEG,2021-06-07,4.62,4.62,4.61,4.61,17805,4.61,4.702790693271713,4.704958425223327,-0.002167731951614,0.00040141915685757215
AEG,2021-06-04,4.72,4.73,4.72,4.73,20839,4.73,4.719661728412024,4.712555099241194,0.0071066291708303,0.0010437069339754692
AEG,2021-06-03,4.74,4.74,4.73,4.7389,13384,4.7389,4.717782042668756,4.711159507180489,0.0066225354882671,-0.00047202362523825897
AEG,2021-06-02,4.77,4.77,4.77,4.77,12861,4.77,4.713942414063076,4.708940267754928,0.0050021463081479,-0.002245663403614621
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.703750125710908,4.704055489175322,-0.0003053634644141,-0.004057615831555275
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.697159239476528,4.701179928309348,-0.0040206888328206,-0.004995678923340563
AEG,2021-05-28,4.71,4.71,4.69,4.69,63844,4.69,4.689370010290442,4.698074322574096,-0.0087043122836547,-0.005239426445970529
AEG,2021-05-27,4.69,4.7,4.69,4.7,44600,4.7,4.689255466706886,4.698720268380024,-0.009464801673138,-0.004373204986549471
AEG,2021-05-26,4.6,4.6,4.58,4.59,67824,4.59,4.687301915199047,4.698617889850426,-0.0113159746513789,-0.0031003058149023347
AEG,2021-05-25,4.72,4.72,4.71,4.71,27077,4.71,4.704993172507965,4.70730732103846,-0.0023141485304947,-0.0010463886057831928
AEG,2021-05-24,4.69,4.69,4.68,4.68,12711,4.68,4.704082840236686,4.707091906721536,-0.0030090664848501,-0.0007294486246053112
AEG,2021-05-21,4.7,4.7,4.7,4.7,15020,4.7,4.708461538461538,4.709259259259259,-0.0007977207977205,-0.0001595441595441116
AEG,2021-05-20,4.71,4.71,4.7,4.71,14550,4.71,4.71,4.71,0.0,0.0
