Symbol,Date,Open,High,Low,Close,Volume,GALT SMA,GALT spanTwelveEMA,GALT spanTwntySixEMA,GALT_x,GALT_y
GALT,2021-06-30,3.46,3.46,3.4,3.4,7868,3.4,3.445521817261131,3.626970267155028,-0.1814484498938964,-0.19003598205080194
GALT,2021-06-29,3.53,3.53,3.46,3.461,11808,3.461,3.4537985113086096,3.645127888527429,-0.1913293772188198,-0.1921828650900282
GALT,2021-06-28,3.45,3.46,3.45,3.46,3892,3.46,3.4524891497283567,3.659858119609624,-0.207368969881267,-0.1923962370578304
GALT,2021-06-25,3.37,3.37,3.37,3.37,3502,3.37,3.451123540588058,3.675846769178394,-0.224723228590336,-0.18865305385197123
GALT,2021-06-24,3.27,3.285,3.27,3.285,3238,3.285,3.4658732752404315,3.7003145107126656,-0.234441235472234,-0.17963551016738002
GALT,2021-06-23,3.28,3.28,3.271,3.278,2313,3.278,3.4987593252841465,3.733539671569679,-0.2347803462855324,-0.1659340788411665
GALT,2021-06-22,3.13,3.145,3.13,3.145,3657,3.145,3.5388973844267184,3.769982845295253,-0.2310854608685346,-0.14872251198007502
GALT,2021-06-21,3.14,3.14,3.0616,3.102,12803,3.102,3.6105150906861216,3.819981472918873,-0.2094663822327516,-0.12813177475796012
GALT,2021-06-18,3.3,3.3,3.3,3.3,39000,3.3,3.70297237990178,3.877419990752384,-0.1744476108506032,-0.10779812288926235
GALT,2021-06-17,3.47,3.47,3.47,3.47,2390,3.47,3.776240085338467,3.923613590012574,-0.1473735046741064,-0.091135750898927
GALT,2021-06-16,3.46,3.48,3.45,3.45,9411,3.45,3.831920100854553,3.95990267721358,-0.127982576359027,-0.07707631245513202
GALT,2021-06-15,3.63,3.67,3.63,3.67,10470,3.67,3.901360119191744,4.000694891390666,-0.0993347721989219,-0.06434974647915828
GALT,2021-06-14,3.7,3.745,3.7,3.745,4276,3.745,3.943425595408425,4.02715048270192,-0.0837248872934948,-0.05560349004921725
GALT,2021-06-11,3.79,3.82,3.79,3.8,2738,3.8,3.979502976391775,4.049722521318074,-0.070219544926299,-0.04857314073814785
GALT,2021-06-10,3.88,3.88,3.88,3.88,1730,3.88,4.012139881190279,4.06970032302352,-0.0575604418332407,-0.04316153969111006
GALT,2021-06-09,4.05,4.05,4.0058,4.0388,6608,4.0388,4.036165314133966,4.084876348865402,-0.0487110347314354,-0.039561814155577385
GALT,2021-06-08,3.97,3.98,3.9597,3.98,4526,3.98,4.035686280340141,4.088562456774634,-0.0528761764344922,-0.03727450901161287
GALT,2021-06-07,3.88,3.89,3.88,3.89,1266,3.89,4.045811058583803,4.097247453316604,-0.0514363947328009,-0.033374092155893015
GALT,2021-06-04,4.02,4.02,4.02,4.02,2275,4.02,4.074140341962677,4.113827249581933,-0.0396869076192558,-0.028858516511666037
GALT,2021-06-03,4.0,4.045,4.0,4.045,4146,4.045,4.083984040501345,4.121333429548487,-0.0373493890471428,-0.026151418734768582
GALT,2021-06-02,4.02,4.02,4.02,4.02,3209,4.02,4.091072047865225,4.127440103912367,-0.0363680560471415,-0.023351926156675026
GALT,2021-06-01,3.99,4.08,3.99,4.08,5647,4.08,4.103994238386175,4.136035312225356,-0.0320410738391805,-0.020097893684058392
GALT,2021-06-01,3.99,4.08,3.99,4.08,5647,4.08,4.108356827183661,4.140518137203384,-0.0321613100197231,-0.017112098645277633
GALT,2021-05-28,4.07,4.0931,4.07,4.0931,2308,4.0931,4.113512613944327,4.145359588179654,-0.0318469742353277,-0.013349795801666262
GALT,2021-05-27,4.1,4.1,4.075,4.075,4334,4.075,4.117223998297841,4.149540355234026,-0.0323163569361852,-0.008725501193251101
GALT,2021-05-26,3.82,3.82,3.78,3.78,11266,3.78,4.124901088897448,4.155503583652748,-0.0306024947552998,-0.002827787257517554
GALT,2021-05-25,4.03,4.07,4.03,4.07,6381,4.07,4.187610377787893,4.185543870344968,0.0020665074429251,0.004115889616928023
GALT,2021-05-24,4.26,4.26,4.25,4.25,7877,4.25,4.208994082840237,4.194787379972565,0.0142067028676713,0.004628235160428745
GALT,2021-05-21,4.35,4.42,4.2789,4.32,13799,4.32,4.201538461538461,4.1903703703703705,0.0111680911680904,0.0022336182336180955
GALT,2021-05-20,4.18,4.18,4.18,4.18,3644,4.18,4.18,4.18,0.0,0.0
