Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-03-16,4.12,4.16,4.12,4.155,9866,4.155,4.314402766518244,4.582753790037298,-0.2683510235190542,-0.23912695895636132
QTNT,2021-03-15,4.2,4.2,4.2,4.2,5477,4.2,4.343385087703378,4.616974093240282,-0.2735890055369037,-0.2318209428156881
QTNT,2021-03-12,4.24,4.24,4.115,4.2,5343,4.2,4.369455103649447,4.650332020699505,-0.2808769170500582,-0.2213789271353842
QTNT,2021-03-11,3.98,4.04,3.97,3.97,20461,3.97,4.4002651224948,4.686358582355465,-0.2860934598606652,-0.20650442965671567
QTNT,2021-03-10,4.3,4.35,4.3,4.3426,3702,4.3426,4.4784951447665815,4.743667268943903,-0.2651721241773215,-0.18660717210572825
QTNT,2021-03-09,4.17,4.19,4.1,4.1,5279,4.1,4.5032033529059605,4.775752650459416,-0.2725492975534553,-0.16696593408782992
QTNT,2021-03-08,3.89,3.96,3.89,3.96,48362,3.96,4.576513053434317,4.829812862496169,-0.2532998090618523,-0.14057009322142355
QTNT,2021-03-05,4.0,4.11,4.0,4.11,19499,4.11,4.68860633587692,4.899397891495863,-0.2107915556189432,-0.11238766426131634
QTNT,2021-03-04,4.51,4.51,4.51,4.51,2669,4.51,4.793807487854543,4.962549722815533,-0.1687422349609901,-0.0877866914219096
QTNT,2021-03-03,4.55,4.55,4.465,4.5002,4411,4.5002,4.8454088492826415,4.998753700640775,-0.1533448513581339,-0.06754780553713946
QTNT,2021-03-02,4.62,4.62,4.61,4.61,4880,4.61,4.908174094606758,5.038637996692038,-0.13046390208528,-0.04609854408189084
QTNT,2021-03-01,4.59,4.59,4.54,4.572,7123,4.572,4.962387566353441,5.072929036427401,-0.1105414700739597,-0.025007204581043538
QTNT,2021-02-26,4.65,4.65,4.53,4.5301,32275,4.5301,5.033367123872249,5.113003359341593,-0.0796362354693442,-0.003623638207814483
QTNT,2021-02-25,4.7,4.7,4.69,4.7,9114,4.7,5.124870237303567,5.15963562808892,-0.0347653907853535,0.015379511107567969
QTNT,2021-02-24,4.94,5.1,4.94,4.96,11577,4.96,5.20211937135876,5.1964064783360335,0.0057128930227268,0.02791573658079835
QTNT,2021-02-23,5.15,5.26,5.07,5.13,16016,5.13,5.246141075242171,5.2153189966029165,0.0308220786392547,0.033466447470316234
QTNT,2021-02-22,5.46,5.46,5.32,5.32,5730,5.32,5.267257634377111,5.22214451633115,0.0451131180459603,0.03412753967808159
QTNT,2021-02-19,5.23,5.25,5.22,5.22,10326,5.22,5.257668113354767,5.214316077637643,0.0433520357171239,0.03138114508611191
QTNT,2021-02-18,5.35,5.36,5.3208,5.3208,5705,5.3208,5.264516861237452,5.213861363848655,0.0506554973887967,0.028388422428358887
QTNT,2021-02-17,5.37,5.39,5.35,5.375,39702,5.375,5.254283563280624,5.205306272956547,0.0489772903240766,0.022821653688249205
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.232335120240738,5.191730774793071,0.040604345447667,0.016282744529292355
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.192759687557237,5.171069236776517,0.0216904507807198,0.010202344299698693
QTNT,2021-02-12,5.13,5.13,5.05,5.05,5679,5.05,5.1459887216585525,5.148754775718638,-0.0027660540600855,0.007330317679443404
QTNT,2021-02-11,5.08,5.095,5.08,5.095,2105,5.095,5.1634412165055625,5.156655157776129,0.0067860587294337,0.009854410614325645
QTNT,2021-02-10,5.11,5.11,5.11,5.11,5605,5.11,5.175885074052029,5.161587570398219,0.0142975036538093,0.010621498585548627
QTNT,2021-02-09,5.16,5.22,5.14,5.22,26829,5.22,5.187864178425125,5.165714576030076,0.0221496023950482,0.009702497318483452
QTNT,2021-02-08,5.22,5.25,5.22,5.25,17443,5.25,5.182021301775148,5.1613717421124825,0.0206495596626652,0.00659072104934225
QTNT,2021-02-05,5.36,5.37,5.33,5.3328,16921,5.3328,5.169661538461538,5.154281481481481,0.0153800569800575,0.0030760113960115023
QTNT,2021-02-04,5.15,5.1909,5.14,5.14,14839,5.14,5.14,5.14,0.0,0.0
