Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-03-16,5.09,5.09,5.021,5.021,4325,5.021,5.1175179850471375,5.677319239589523,-0.5598012545423856,-0.5496596325191587
TCDA,2021-03-15,4.875,4.89,4.86,4.89,6557,4.89,5.135066709601163,5.729824778756685,-0.5947580691555219,-0.547124227013352
TCDA,2021-03-12,4.9,4.9,4.85,4.85,3142,4.85,5.179624293165011,5.797010761057219,-0.6173864678922083,-0.5352157664778094
TCDA,2021-03-11,4.95,4.95,4.84,4.84,10292,4.84,5.2395559828313765,5.872771621941797,-0.6332156391104204,-0.5146730911242097
TCDA,2021-03-10,4.79,4.79,4.69,4.7,16821,4.7,5.312202525164355,5.955393351697141,-0.6431908265327859,-0.48503745412765703
TCDA,2021-03-09,4.75,4.98,4.75,4.98,38958,4.98,5.423512075194237,6.055824819832912,-0.6323127446386749,-0.44549911102637474
TCDA,2021-03-08,4.7,4.7,4.7,4.7,5907,4.7,5.504150634320461,6.141890805419545,-0.6377401710990842,-0.39879570262329966
TCDA,2021-03-05,4.5,4.5,4.4,4.44,10864,4.44,5.650359840560545,6.257242069853109,-0.6068822292925642,-0.33905958550435356
TCDA,2021-03-04,4.6,4.63,4.51,4.51,31117,4.51,5.870425266117008,6.4026214354413575,-0.53219616932435,-0.27210392455730087
TCDA,2021-03-03,5.14,5.148,5.07,5.1207,24049,5.1207,6.117775314501918,6.554031150276666,-0.4362558357747481,-0.20708086336553883
TCDA,2021-03-02,4.8,4.9299,4.79,4.92,44583,4.92,6.299061735320449,6.668697642298799,-0.3696359069783499,-0.1497871202632365
TCDA,2021-03-01,5.23,5.23,5.12,5.13,24258,5.13,6.54980023265144,6.808593453682702,-0.2587932210312624,-0.09482492358445814
TCDA,2021-02-26,5.19,5.36,5.0,5.31,120619,5.31,6.807945729497156,6.942880929977318,-0.1349352004801618,-0.05383284922275705
TCDA,2021-02-25,7.78,7.78,7.68,7.751,12244,7.751,7.08029949849664,7.073511404375504,0.006788094121136,-0.03355726140840585
TCDA,2021-02-24,7.08,7.08,7.03,7.03,5519,7.03,6.958353952768756,7.019312316725544,-0.0609583639567876,-0.04364360029079131
TCDA,2021-02-23,7.0,7.0,6.94,6.975,8379,6.975,6.945327398726712,7.018457302063587,-0.0731299033368753,-0.03931490937429222
TCDA,2021-02-22,6.9,6.93,6.83,6.83,14262,6.83,6.939932380313387,7.021933886228674,-0.0820015059152874,-0.03086116088364644
TCDA,2021-02-19,6.63,6.63,6.61,6.61,4548,6.61,6.959920085824911,7.0372885971269685,-0.0773685113020574,-0.01807607462573619
TCDA,2021-02-18,6.9,6.9,6.84,6.84,4958,6.84,7.023541919611258,7.071471684897126,-0.0479297652858683,-0.0032529654566558694
TCDA,2021-02-17,6.8,6.86,6.8,6.81,8913,6.81,7.056913177722397,7.089989419688896,-0.0330762419664996,0.00791623450064725
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,7.101806482762832,7.112388573264008,-0.0105820905011757,0.018164353617433966
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,7.140316752356075,7.130179659125128,0.0101370932309468,0.025350964647086395
TCDA,2021-02-12,7.06,7.06,7.0,7.0,5056,7.0,7.185828889148089,7.149394031855139,0.0364348572929502,0.02915443250112129
TCDA,2021-02-11,7.3,7.39,7.3,7.39,6059,7.39,7.219615959902287,7.161345554403551,0.0582704054987361,0.02733432630316405
TCDA,2021-02-10,7.31,7.31,7.31,7.31,5300,7.31,7.188637043520884,7.143053198755835,0.0455838447650487,0.019600306504271234
TCDA,2021-02-09,7.38,7.38,7.3,7.3,6174,7.3,7.166571051433772,7.129697454656302,0.03687359677747,0.01310442193907686
TCDA,2021-02-08,7.4,7.41,7.3031,7.3031,11387,7.3031,7.14231124260355,7.116073251028807,0.0262379915747432,0.007162128229478562
TCDA,2021-02-05,7.29,7.29,7.24,7.24,12490,7.24,7.113076923076923,7.101111111111111,0.0119658119658119,0.002393162393162385
TCDA,2021-02-04,6.99,7.09,6.9,7.09,19576,7.09,7.09,7.09,0.0,0.0
