Symbol,Date,Open,High,Low,Close,Volume,SBBP SMA,SBBP spanTwelveEMA,SBBP spanTwntySixEMA,SBBP_x,SBBP_y
SBBP,2020-09-18,2.25,2.28,2.23,2.245,160400,2.245,2.8083007466621868,3.1456588544009563,-0.3373581077387695,-0.23287403037885662
SBBP,2020-09-17,2.12,2.22,2.08,2.22,921508,2.22,2.9107190642371297,3.2177115627530326,-0.3069924985159029,-0.2067530110388784
SBBP,2020-09-16,2.81,2.8310000000000004,2.7829,2.79,9845,2.79,3.0363043486438808,3.297528487773276,-0.2612241391293946,-0.18169313916962224
SBBP,2020-09-15,2.84,2.88,2.805,2.805,25190,2.805,3.0810869574882234,3.3381307667951376,-0.25704380930691473,-0.16181038917967905
SBBP,2020-09-14,2.62,2.8,2.62,2.7502,81750,2.750199999999998,3.1312845861224456,3.3807812281387486,-0.2494966420163029,-0.13800203414787024
SBBP,2020-09-11,2.7,2.76,2.63,2.63,25660,2.6299999999999986,3.200572692690163,3.4312277263898485,-0.2306550336996853,-0.11012838218076207
SBBP,2020-09-10,2.84,2.84,2.68,2.72,103786,2.719999999999999,3.3043131822701928,3.4953259445010363,-0.1910127622308435,-0.07999671930103125
SBBP,2020-09-09,2.9,2.95,2.83,2.84,110687,2.8399999999999985,3.410551942682955,3.5573520200611197,-0.14680007737816414,-0.05224270856857818
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.0699999999999985,3.5142886595344014,3.6147401816660087,-0.10045152213160737,-0.028603366366181583
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.069999999999999,3.595068415813384,3.6583193961992895,-0.06325098038590582,-0.010641327424825141
SBBP,2020-09-04,3.62,3.67,3.48,3.5291,87090,3.5290999999999992,3.690535400506726,3.705384947895233,-0.014849547388506856,0.0025110858154449188
SBBP,2020-09-03,3.74,3.76,3.6771,3.73,21327,3.729999999999999,3.719887291507949,3.719487743726852,0.0003995477810976311,0.006851244116432862
SBBP,2020-09-02,3.79,3.79,3.69,3.74,22926,3.739999999999999,3.718048617236668,3.718646763225,-0.0005981459883321882,0.008464168200266891
SBBP,2020-09-01,3.82,3.8960000000000004,3.8080000000000003,3.85,20891,3.8499999999999988,3.714057456734244,3.716938504283,-0.002881047548755955,0.010729746747416662
SBBP,2020-08-31,3.74,3.79,3.66,3.78,109883,3.779999999999999,3.689340630685925,3.70629358462564,-0.016952953939715076,0.014132445321459814
SBBP,2020-08-28,3.6,3.6,3.56,3.58,4553,3.58,3.672857108992456,3.7003970713956917,-0.02753996240323442,0.021903795136753536
SBBP,2020-08-27,3.68,3.68,3.6038,3.615,8427,3.615,3.6897402197183577,3.710028837107346,-0.02028861738898824,0.034264734521750856
SBBP,2020-08-26,3.53,3.622,3.43,3.464,31784,3.4640000000000004,3.703329350576241,3.717631144075933,-0.014301793499692296,0.04790307249943563
SBBP,2020-08-25,3.61,3.61,3.45,3.4501,43319,3.4501000000000004,3.7468437779537394,3.737921635602008,0.008922142351731388,0.0634542889992175
SBBP,2020-08-24,3.78,3.82,3.44,3.44,220561,3.4400000000000004,3.8007971921271455,3.7609473664501687,0.0398498256769777,0.07708732566108902
SBBP,2020-08-21,4.0,4.022,3.8801,3.95,50668,3.9500000000000006,3.8663966816048094,3.7866231557661822,0.07977352583862718,0.08639670065711708
SBBP,2020-08-20,3.95,3.95,3.81,3.91,31383,3.910000000000001,3.851196078260229,3.7735530082274766,0.07764307003275261,0.08805249436173955
SBBP,2020-08-19,3.91,3.9274,3.85,3.88,28876,3.880000000000001,3.8405044561257258,3.762637248885675,0.0778672072400508,0.09065485044398638
SBBP,2020-08-18,3.9,3.9,3.853,3.86,34960,3.86,3.833323448148585,3.7532482287965285,0.08007521935205597,0.09385176124497027
SBBP,2020-08-17,3.74,3.7799,3.5301,3.6910000000000003,63582,3.6910000000000003,3.8284731659937816,3.744708087100251,0.08376507889353091,0.09729589671819872
SBBP,2020-08-14,3.8,3.8,3.64,3.6877,60695,3.6877,3.853468287083561,3.7490047340682713,0.10446355301528952,0.10067860117436576
SBBP,2020-08-13,4.01,4.04,3.9010000000000002,3.9560000000000004,21138,3.956000000000001,3.883607975644208,3.7539091127937327,0.12969886285047494,0.09973236321413483
SBBP,2020-08-12,3.99,4.05,3.93,3.93,13394,3.9300000000000006,3.8704457893977,3.737741841817232,0.13270394758046855,0.09224073830504967
SBBP,2020-08-11,4.11,4.1996,3.96,4.04,38638,4.040000000000001,3.8596177511063727,3.7223611891626094,0.13725656194376246,0.08212493598619516
SBBP,2020-08-10,4.06,4.06,3.95,4.0401,35008,4.040100000000002,3.8268209785802583,3.6969500842956187,0.1298708942846396,0.06834202949680311
SBBP,2020-08-07,4.0,4.0,3.88,3.96,17937,3.9600000000000017,3.788042974685761,3.669498091039269,0.11854488364649195,0.05295981329984398
SBBP,2020-08-06,4.24,4.4,4.2101,4.24,60419,4.240000000000003,3.7567780609922634,3.64625793832241,0.11052012266985267,0.03656354571318198
SBBP,2020-08-05,4.1,4.19,4.01,4.165,84511,4.165000000000003,3.6689195266272185,3.5987585733882024,0.07016095323901661,0.018074401474014082
SBBP,2020-08-04,3.72,3.97,3.4997,3.8467,679364,3.846700000000003,3.5787230769230765,3.5534592592592587,0.025263817663818244,0.005052763532763561
SBBP,2020-08-03,3.43,3.53,3.4101,3.53,37596,3.5300000000000042,3.53,3.53,0.0,0.0
