Symbol,Date,Open,High,Low,Close,Volume,GMHIW SMA,GMHIW spanTwelveEMA,GMHIW spanTwntySixEMA,GMHIW_x,GMHIW_y
GMHIW,2020-09-18,4.39,4.39,4.08,4.2194,22242,4.2194,3.897190899355136,3.3060050946027166,0.5911858047524192,0.5052069519499692
GMHIW,2020-09-17,4.05,4.23,4.0,4.12,36060,4.120000000000001,3.8386074265106136,3.2329335021709333,0.6056739243396803,0.4837122387493567
GMHIW,2020-09-16,4.6,4.74,4.51,4.6571,46722,4.657100000000002,3.7874451404216334,3.1619681823446077,0.6254769580770261,0.4532218173517758
GMHIW,2020-09-15,5.0,5.0,4.61,4.65,54288,4.650000000000002,3.6293260750437497,3.0423576369321768,0.5869684381115731,0.4101580321704633
GMHIW,2020-09-14,4.4,4.5,4.2,4.4999,125775,4.499900000000002,3.4437489977789766,2.9137462478867513,0.5300027498922257,0.3659554306851859
GMHIW,2020-09-11,4.25,4.25,4.02,4.15,71431,4.150000000000002,3.2517215428297,2.7868539477176912,0.4648675951120089,0.32494360088342605
GMHIW,2020-09-10,4.18,4.18,3.78,3.9932,131846,3.9932000000000016,3.0883981869805543,2.677802263535106,0.4105959234454484,0.2899626023262803
GMHIW,2020-09-09,3.4,3.66,3.35,3.66,102632,3.660000000000002,2.9238887664315643,2.5725704446179147,0.3513183218136491,0.25980427204648826
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455,3.1000000000000014,2.790050360328212,2.4855760801873483,0.3044742801408633,0.23692575960469797
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455,3.100000000000001,2.7336958803878866,2.436422166602336,0.2972737137855508,0.2200386294706565
GMHIW,2020-09-04,3.35,3.35,2.98,2.98,89697,2.9800000000000013,2.6670951313675024,2.383335939930523,0.2837591914369795,0.2007298583919329
GMHIW,2020-09-03,3.3,3.3,3.1,3.15,40746,3.150000000000001,2.610203337070685,2.3356028151249646,0.2746005219457204,0.17997252513067127
GMHIW,2020-09-02,3.12,3.5,2.9,2.9,154699,2.900000000000001,2.512058489265355,2.2704510403349616,0.24160744893039346,0.156315525926909
GMHIW,2020-09-01,2.75,2.75,2.6,2.63,29140,2.630000000000001,2.4415236691317834,2.2200871235617585,0.22143654557002448,0.13499254517603787
GMHIW,2020-08-31,2.9,2.9,2.6647,2.7,27208,2.700000000000002,2.407255245337561,2.1872940934467,0.21996115189086216,0.11338154507754113
GMHIW,2020-08-28,2.96,2.96,2.75,2.75,29086,2.7500000000000018,2.3540289263080267,2.1462776209224352,0.20775130538559194,0.08673664337421108
GMHIW,2020-08-27,3.0,3.0,2.7,2.76,36401,2.7600000000000016,2.28203418563676,2.09797983059623,0.1840543550405296,0.05648297787136597
GMHIW,2020-08-26,3.42,3.42,2.91,2.91,47292,2.910000000000002,2.1951313102979886,2.0450182170439284,0.1501130932540602,0.024590133579074958
GMHIW,2020-08-25,3.2,3.3,2.94,2.98,201611,2.9800000000000018,2.065155184897623,1.9758196744074423,0.08933551049018029,-0.006790606339671351
GMHIW,2020-08-24,2.59,2.6,2.1,2.3645,212390,2.3645000000000023,1.8988197639699176,1.8954852483600382,0.003334515609879851,-0.030822135547134314
GMHIW,2020-08-21,1.73,2.1,1.73,1.9502,25432,1.9502000000000024,1.8141506301462664,1.8579640682288407,-0.04381343808257454,-0.03936129833638774
GMHIW,2020-08-20,1.6913,1.6913,1.65,1.6801,1500,1.680100000000002,1.7894143810819514,1.850585193687148,-0.06117081260519685,-0.038248263399841095
GMHIW,2020-08-19,1.725,1.725,1.725,1.725,333,1.725000000000002,1.809289723096852,1.8642240091821203,-0.0549342860852684,-0.03251762609850221
GMHIW,2020-08-18,1.74,1.74,1.74,1.74,7781,1.7400000000000015,1.8246151272962796,1.8753619299166897,-0.05074680262041032,-0.026913461101810712
GMHIW,2020-08-17,1.72,1.76,1.72,1.75,10164,1.7500000000000016,1.839999695895603,1.886190884310025,-0.046191188414421935,-0.020955125722160867
GMHIW,2020-08-14,1.75,1.75,1.75,1.75,300,1.7500000000000018,1.856363276967531,1.897086155054827,-0.04072287808729636,-0.0146461100490956
GMHIW,2020-08-13,1.85,1.85,1.75,1.75,5300,1.7500000000000018,1.8757020545979903,1.9088530474592131,-0.033150992861222806,-0.008126918039545464
GMHIW,2020-08-13,1.85,1.85,1.75,1.75,5300,1.7500000000000018,1.8985569736158068,1.9215612912559503,-0.023004317640143768,-0.00187089933412613
GMHIW,2020-08-11,1.9,1.9,1.9,1.9,200,1.9000000000000017,1.9255673324550444,1.9352861945564264,-0.009718862101382177,0.0034124552423782243
GMHIW,2020-08-10,1.91,1.91,1.75,1.75,3877,1.7500000000000018,1.9302159383559612,1.9381090901209408,-0.007893151764979178,0.006695284578318268
GMHIW,2020-08-07,1.95,1.95,1.85,1.8521,51352,1.8521000000000016,1.9629824726025,1.953157817330616,0.00982465527188392,0.010342393664142741
GMHIW,2020-08-06,1.97,1.97,1.97,1.97,500,1.9700000000000013,1.9831429221665904,1.9612424427170647,0.021900479449525445,0.010471828262207446
GMHIW,2020-08-05,1.98,2.09,1.98,2.09,47000,2.0900000000000016,1.9855325443786984,1.9605418381344304,0.02499070624426758,0.007614665465377889
GMHIW,2020-08-04,2.14,2.14,2.14,2.14,100,2.1400000000000023,1.9665384615384616,1.9501851851851848,0.016353276353276325,0.003270655270655354
GMHIW,2020-08-03,2.19,2.19,1.935,1.935,600,1.9350000000000027,1.935,1.935,0.0,0.0
