Symbol,Date,Open,High,Low,Close,Volume,LIZI SMA,LIZI spanTwelveEMA,LIZI spanTwntySixEMA,LIZI_x,LIZI_y
LIZI,2020-09-18,3.61,3.7,3.36,3.41,41569,3.41,3.731867351546057,4.112320286331347,-0.3804529347852901,-0.379529332169174
LIZI,2020-09-17,3.63,3.8,3.58,3.62,28150,3.62,3.7903886881907938,4.168505909237855,-0.37811722104706025,-0.37929843151514503
LIZI,2020-09-16,3.58,3.66,3.58,3.58,12651,3.58,3.821368449680029,4.2123863819768825,-0.3910179322968532,-0.3795937341321659
LIZI,2020-09-15,3.52,3.58,3.52,3.53,4697,3.53,3.8652536223491256,4.262977292535034,-0.39772367018590815,-0.3767376845909939
LIZI,2020-09-14,3.65,3.65,3.5,3.5,3377,3.5,3.926208826412603,4.321615475937837,-0.395406649525234,-0.3714911881922653
LIZI,2020-09-11,3.7,3.79,3.7,3.79,700,3.789999999999999,4.003701340305804,4.387344714012864,-0.38364337370706014,-0.36551232285902313
LIZI,2020-09-10,3.89,3.94,3.86,3.94,470,3.9399999999999986,4.042556129452313,4.435132291133893,-0.39257616168158016,-0.36097956014701404
LIZI,2020-09-09,3.63,3.68,3.63,3.68,1301,3.6799999999999993,4.061202698443642,4.474742874424606,-0.4135401759809625,-0.3530804097633725
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.625,4.13051227997885,4.538322304378573,-0.4078100243997227,-0.3379654682089748
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.625,4.222423603611369,4.6113880887288605,-0.3889644851174907,-0.3205043291612878
LIZI,2020-09-04,4.08,4.08,3.91,3.91,600,3.91,4.331046076995254,4.690299135827169,-0.3592530588319143,-0.3033892901722368
LIZI,2020-09-03,4.0,4.02,3.9,3.95,2203,3.95,4.407599909176209,4.752723066693342,-0.34512315751713274,-0.2894233480073174
LIZI,2020-09-02,4.16,4.23,4.04,4.1399,11283,4.1399,4.490799892662793,4.816940912028809,-0.3261410193660161,-0.2754983956298635
LIZI,2020-09-01,4.31,4.35,4.04,4.19,7336,4.19,4.554599873146937,4.871104184991114,-0.3165043118441773,-0.2628377396958253
LIZI,2020-08-31,4.27,4.3799,4.23,4.29,10738,4.29,4.620890759173652,4.925592519790404,-0.3047017606167506,-0.2494210966587373
LIZI,2020-08-28,4.22,4.47,4.22,4.335,700,4.335,4.681052715387043,4.976439921373635,-0.2953872059865921,-0.23560093066923374
LIZI,2020-08-27,4.4,4.4,4.4,4.4,1000,4.4,4.743971390911962,5.027755115083528,-0.28378372417156594,-0.22065436183989412
LIZI,2020-08-26,4.53,4.53,4.5,4.5,560,4.499999999999998,4.8065116438050435,5.077975524290209,-0.27146388048516457,-0.20487202125697612
LIZI,2020-08-25,4.5,4.5,4.46,4.46,400,4.459999999999997,4.86224103358778,5.124213566233426,-0.2619725326456459,-0.1882240564499288
LIZI,2020-08-24,4.57,4.57,4.54,4.54,2342,4.5399999999999965,4.935375766967376,5.1773506515321,-0.2419748845647245,-0.16978693740099948
LIZI,2020-08-21,4.55,4.62,4.54,4.61,7342,4.609999999999997,5.007262270052354,5.228338703654669,-0.22107643360231588,-0.15173995061006845
LIZI,2020-08-20,4.79,4.81,4.79,4.8,2826,4.799999999999996,5.0794917736982335,5.277805799947043,-0.19831402624880834,-0.1344058298620068
LIZI,2020-08-19,4.82,4.93,4.82,4.9,3200,4.899999999999996,5.130308459825187,5.316030263942807,-0.1857218041176205,-0.11842878076530619
LIZI,2020-08-18,4.95,4.965,4.72,4.96,2174,4.9599999999999955,5.172182725247947,5.349312685058232,-0.17712995981028354,-0.10160552492722782
LIZI,2020-08-17,4.73,4.73,4.6,4.6,2477,4.599999999999995,5.210761402565756,5.380457699862889,-0.16969629729713365,-0.08272441620646367
LIZI,2020-08-14,4.78,5.0,4.78,4.9295,1568,4.9294999999999956,5.321808930304983,5.4428943158519205,-0.12108538554693647,-0.060981445933796175
LIZI,2020-08-13,5.31,5.31,5.14,5.14,1239,5.139999999999994,5.393137826724073,5.4839658611200734,-0.09082803439600172,-0.045955461030510875
LIZI,2020-08-12,5.13,5.2499,5.1,5.2499,3145,5.249899999999994,5.439162886128448,5.511483130009679,-0.07232024388123026,-0.03473731768913838
LIZI,2020-08-11,5.4,5.4,5.4,5.4,10000,5.399999999999995,5.473574319969983,5.532409780410453,-0.05883546044046905,-0.025341586141115188
LIZI,2020-08-10,5.2,5.2,5.2,5.2,169,5.199999999999994,5.486951469055437,5.54300256284329,-0.05605109378785311,-0.0169681175662765
LIZI,2020-08-07,5.2297,5.3,5.2297,5.3,2366,5.299999999999994,5.539124463429152,5.570442767870752,-0.03131830444160055,-0.007197373510882343
LIZI,2020-08-06,5.42,5.5,5.42,5.5,4900,5.499999999999994,5.5826016385980886,5.592078189300412,-0.009476550702323115,-0.001167140778203013
LIZI,2020-08-05,5.5,5.5,5.5,5.5,6050,5.499999999999993,5.597620118343196,5.599444444444446,-0.001824326101249163,0.0009102117028270129
LIZI,2020-08-04,5.5438,5.6999,5.5,5.6999,7574,5.699899999999992,5.615369230769232,5.6074,0.007969230769230506,0.001593846153846279
LIZI,2020-08-03,5.46,5.6,5.42,5.6,3700,5.599999999999992,5.6,5.6,0.0,0.0
