Symbol,Date,Open,High,Low,Close,Volume,ABEV SMA,ABEV spanTwelveEMA,ABEV spanTwntySixEMA,ABEV_x,ABEV_y
ABEV,2021-02-19,2.75,2.79,2.74,2.79,1248013,2.79,2.83548302131038,2.8822026653699218,-0.04671964405954165,-0.04634476284783265
ABEV,2021-02-18,2.79,2.81,2.78,2.805,2050888,2.8050000000000006,2.8437526615486313,2.889578878599516,-0.045826217050884736,-0.04625104254490539
ABEV,2021-02-17,2.86,2.88,2.84,2.845,914022,2.845,2.8507986000120185,2.8963451888874765,-0.04554658887545804,-0.046357248918410546
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.8400000000000003,2.8518528909232943,2.9004528039984745,-0.04859991307518019,-0.04655991392914867
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.84,2.854007962000257,2.9052890283183523,-0.05128106631809537,-0.046049914142640785
ABEV,2021-02-12,2.77,2.79,2.76,2.78,2805146,2.78,2.8565548641821223,2.9105121505838203,-0.05395728640169839,-0.04474212609877714
ABEV,2021-02-11,2.82,2.865,2.82,2.835,2325471,2.8349999999999995,2.870473930397053,2.9209531226305265,-0.050479192233472865,-0.04243833602304693
ABEV,2021-02-10,2.82,2.82,2.79,2.8,1377002,2.8,2.8769237359237905,2.9278293724409683,-0.050905636517178283,-0.040428121970440226
ABEV,2021-02-09,2.77,2.8,2.76,2.7788,3601691,2.7787999999999995,2.890909869728115,2.938055722236246,-0.04714585250813075,-0.03780874333375583
ABEV,2021-02-08,2.82,2.85,2.81,2.8115,6155561,2.8114999999999988,2.9112934824059535,2.9507961800151468,-0.039502697609191895,-0.03547446604016209
ABEV,2021-02-05,2.94,2.97,2.94,2.945,1527800,2.944999999999999,2.929437751934308,2.9619398744163568,-0.03250212248204809,-0.034467408147904305
ABEV,2021-02-04,2.92,2.93,2.8736,2.895,1829895,2.8949999999999987,2.9266082522860017,2.9632950643696656,-0.03668681208366387,-0.03495872956436825
ABEV,2021-02-03,2.97,3.01,2.97,2.99,3071134,2.99,2.9323552072470926,2.9687586695192385,-0.036403462272145866,-0.03452670893454434
ABEV,2021-02-02,2.99,3.01,2.94,2.94,3167062,2.9399999999999995,2.921874335837473,2.9670593630807773,-0.04518502724330409,-0.03405752060014396
ABEV,2021-02-01,2.86,2.865,2.8,2.83,1464964,2.83,2.9185787605351963,2.96922411212724,-0.05064535159204375,-0.03127564393935382
ABEV,2021-01-29,2.86,2.87,2.84,2.8589,2838726,2.8589,2.9346839897234136,2.9803620410974183,-0.04567805137400471,-0.026433217026181344
ABEV,2021-01-28,2.89,2.91,2.88,2.88,1472697,2.88,2.948462896945852,2.990079004385212,-0.04161610743935995,-0.0216220084392255
ABEV,2021-01-27,2.87,2.89,2.84,2.89,3155612,2.89,2.9609106963905525,2.9988853247360288,-0.03797462834547627,-0.016623483689191886
ABEV,2021-01-26,2.9,2.93,2.9,2.92,3689753,2.9199999999999995,2.973803550279744,3.007596150714911,-0.033792600435167415,-0.011285697525120788
ABEV,2021-01-25,2.83,2.8301,2.79,2.795,1531049,2.795,2.9835860139669697,3.014603842772104,-0.031017828805134595,-0.005658971797609243
ABEV,2021-01-22,2.87,2.9,2.84,2.84,4417648,2.84,3.0178743801427816,3.0321721501938725,-0.014297770051090453,0.000680742454271984
ABEV,2021-01-21,3.05,3.05,2.99,2.995,1514521,2.995,3.0502151765323786,3.047545922209382,0.0026692543229969172,0.004425370580612704
ABEV,2021-01-20,3.1,3.1,3.0701,3.09,1501677,3.09,3.060254299538266,3.0517495959861334,0.008504703552133286,0.0048643996450167615
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.0548459903634058,3.0486895636650235,0.006156426698382234,0.003954323668237741
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.0559634431567524,3.0486887287582247,0.007274714398527227,0.0034037979107016175
ABEV,2021-01-15,3.1,3.11,3.0719,3.095,2291837,3.0950000000000006,3.0572840691852528,3.0486878270588833,0.00859624212636989,0.002436068788745104
ABEV,2021-01-14,3.11,3.13,3.1,3.12,1463177,3.120000000000001,3.050426627218935,3.0449828532235936,0.005443773995341239,0.000896025454339018
ABEV,2021-01-13,3.08,3.09,3.025,3.025,3249029,3.0250000000000004,3.0377769230769234,3.038981481481481,-0.0012045584045581315,-0.00024091168091153748
ABEV,2021-01-12,3.01,3.045,3.0,3.0401,1929732,3.0401,3.0401,3.0401,0.0,0.0
