Symbol,Date,Open,High,Low,Close,Volume,KTRA SMA,KTRA spanTwelveEMA,KTRA spanTwntySixEMA,KTRA_x,KTRA_y
KTRA,2020-12-18,1.31,1.37,1.31,1.36,47188,1.36,1.391784717057258,1.4262174043789322,-0.03443268732167404,-0.03752633777182148
KTRA,2020-12-17,1.4,1.4,1.3438,1.37,17989,1.3700000000000003,1.397563756522214,1.4315147967292468,-0.033951040207032664,-0.03829975038435829
KTRA,2020-12-16,1.38,1.38,1.35,1.36,18486,1.3600000000000003,1.4025753486171622,1.4364359804675864,-0.033860631850424205,-0.0393869279286897
KTRA,2020-12-15,1.39,1.4,1.365,1.38,43466,1.38,1.4103163210930096,1.4425508589049931,-0.03223453781198349,-0.04076850194825607
KTRA,2020-12-14,1.47,1.47,1.38,1.4,86350,1.4000000000000004,1.4158283794735569,1.447554927617393,-0.0317265481438358,-0.04290199298232421
KTRA,2020-12-11,1.56,1.56,1.37,1.4309,209093,1.4309000000000007,1.4187062666505672,1.4513593218267842,-0.03265305517621697,-0.04569585419194625
KTRA,2020-12-10,1.48,1.5,1.46,1.49,34632,1.4900000000000004,1.4164892242233975,1.4529960675729268,-0.03650684334952925,-0.04895655394587856
KTRA,2020-12-09,1.46,1.46,1.43,1.43,17735,1.4300000000000004,1.4031236286276518,1.4500357529787609,-0.04691212435110903,-0.05206898159496589
KTRA,2020-12-08,1.41,1.4101,1.38,1.39,27337,1.3900000000000003,1.3982370156508612,1.4516386132170616,-0.05340159756620033,-0.0533581959059301
KTRA,2020-12-07,1.37,1.43,1.37,1.39,57435,1.3900000000000003,1.3997346548601088,1.4565697022744266,-0.056835047414317774,-0.053347345490862536
KTRA,2020-12-04,1.36,1.4702,1.35,1.3874,88587,1.3874000000000002,1.4015045921074014,1.4618952784563808,-0.06039068634897937,-0.052475420009998726
KTRA,2020-12-03,1.35,1.45,1.3327,1.3707,75084,1.3707000000000005,1.4040690633996562,1.4678549007328912,-0.06378583733323495,-0.05049660342525356
KTRA,2020-12-02,1.3,1.32,1.27,1.29,109629,1.2900000000000005,1.4101361658359572,1.4756272927915226,-0.06549112695556536,-0.047174294948258214
KTRA,2020-12-01,1.4,1.4,1.3646,1.3702,76145,1.3702000000000003,1.4319791050788586,1.4904774762148445,-0.05849837113598566,-0.042595086946431424
KTRA,2020-11-30,1.38,1.4,1.3701,1.395,38787,1.3950000000000005,1.443211669638651,1.5000996743120318,-0.056888004673380836,-0.038619265899042805
KTRA,2020-11-27,1.36,1.37,1.33,1.37,38310,1.3700000000000006,1.4519774277547692,1.5085076482569943,-0.05653022050222512,-0.034052081205458294
KTRA,2020-11-27,1.36,1.37,1.33,1.37,38310,1.3700000000000006,1.4668824146192727,1.519588260117554,-0.05270584549828117,-0.02843254638126659
KTRA,2020-11-25,1.34,1.3699,1.34,1.36,7128,1.3600000000000003,1.4844973990955042,1.531555320926958,-0.04705792183145397,-0.022364221602012888
KTRA,2020-11-24,1.35,1.51,1.3166,1.38,116209,1.38,1.5071332898401408,1.5452797466011148,-0.038146456760973724,-0.016190796544652674
KTRA,2020-11-23,1.48,1.48,1.4,1.42,107279,1.42,1.530248433447439,1.558502126329204,-0.028253692881764717,-0.010701881490572357
KTRA,2020-11-20,1.5,1.5,1.41,1.4372,167391,1.4371999999999998,1.5502936031651555,1.5695822964355404,-0.01928869327038485,-0.006313928642774212
KTRA,2020-11-19,1.72,1.7357,1.48,1.5191,482806,1.5190999999999997,1.570856076467911,1.5801728801503836,-0.009316803682472674,-0.003070237485871552
KTRA,2020-11-18,1.59,1.64,1.5607,1.5632,121796,1.5631999999999997,1.5802662721893492,1.5850587105624143,-0.004792438373065089,-0.001508595936721271
KTRA,2020-11-17,1.65,1.65,1.5,1.5469,166016,1.5468999999999995,1.5833692307692309,1.5868074074074074,-0.003438176638176582,-0.0006876353276353165
KTRA,2020-11-16,1.63,1.63,1.58,1.59,74825,1.59,1.59,1.59,0.0,0.0
