Symbol,Date,Open,High,Low,Close,Volume,SSVFF SMA,SSVFF spanTwelveEMA,SSVFF spanTwntySixEMA,SSVFF_x,SSVFF_y
SSVFF,2020-12-18,0.382,0.4,0.382,0.394411,18600,0.394411,0.3765186618321159,0.3861881298275901,-0.009669467995474246,-0.01038619981063556
SSVFF,2020-12-17,0.381,0.4067,0.381,0.4037,71875,0.4037,0.3732655094379551,0.3855303002137973,-0.012264790775842194,-0.0105653827644259
SSVFF,2020-12-16,0.35,0.35,0.3292,0.3292,63469,0.3292,0.3677319656994015,0.38407672423090106,-0.016344758531499526,-0.010140530761571825
SSVFF,2020-12-15,0.35,0.35,0.339756,0.3469,55457,0.34689999999999993,0.3747377776447473,0.3884668621693732,-0.013729084524625844,-0.008589473819089885
SSVFF,2020-12-14,0.3416,0.35,0.33399999999999996,0.3492,55060,0.34919999999999995,0.3797991917619741,0.39179221114292295,-0.011993019380948931,-0.007304571142705879
SSVFF,2020-12-11,0.348,0.348,0.3287,0.3306,49772,0.33059999999999995,0.3853626811732421,0.3951995880343568,-0.009836906861114771,-0.0061324590831451295
SSVFF,2020-12-10,0.389,0.3898,0.3837,0.3866,47000,0.3866,0.3953195322956497,0.40036755507710536,-0.005048022781455663,-0.0052063471386527465
SSVFF,2020-12-09,0.39299999999999996,0.39299999999999996,0.39299999999999996,0.39299999999999996,100,0.3929999999999999,0.3969049018039497,0.4014689594832738,-0.004564057679324164,-0.005245928227952017
SSVFF,2020-12-08,0.39925,0.39925,0.391,0.391,9435,0.3909999999999999,0.3976148839501224,0.4021464762419358,-0.004531592291813436,-0.005416395865108994
SSVFF,2020-12-07,0.3947,0.408,0.390995,0.3913,24861,0.39129999999999976,0.3988175901228719,0.4030381943412906,-0.004220604218418743,-0.005637596758432896
SSVFF,2020-12-04,0.4,0.42,0.39,0.4187,20960,0.4186999999999999,0.4001844246906667,0.4039772498885939,-0.0037928251979271743,-0.005991844893436434
SSVFF,2020-12-03,0.3947,0.3959,0.39345,0.3959,5700,0.39589999999999975,0.3968179564526061,0.40279942987968137,-0.005981473427075279,-0.006541599817313734
SSVFF,2020-12-02,0.3941,0.3961,0.3876,0.3943,6984,0.3942999999999998,0.3969848576258072,0.4033513842700559,-0.006366526644248749,-0.006681631414873348
SSVFF,2020-12-01,0.3858,0.3907,0.3858,0.3907,2500,0.3906999999999998,0.39747301355777215,0.4040754950116604,-0.006602481453888254,-0.006760407607529511
SSVFF,2020-11-30,0.39,0.4038,0.3865,0.4038,5820,0.40379999999999977,0.3987044705682762,0.4051455346125932,-0.006441064044317046,-0.006799889145939824
SSVFF,2020-11-27,0.3802,0.4,0.3802,0.4,14000,0.3999999999999999,0.3977780106715991,0.4052531773816007,-0.007475166710001591,-0.006889595421345519
SSVFF,2020-11-27,0.3802,0.4,0.3802,0.4,14000,0.3999999999999998,0.3973740126118898,0.4056734315721287,-0.008299418960238891,-0.006743202599181501
SSVFF,2020-11-25,0.405,0.41213999999999995,0.405,0.41213999999999995,9600,0.4121399999999997,0.39689656035950616,0.40612730609789904,-0.009230745738392887,-0.006354148508917153
SSVFF,2020-11-24,0.3670000000000001,0.3692,0.3581,0.35859,17824,0.3585899999999997,0.3941250258794164,0.40564629058573104,-0.011521264706314592,-0.005634999201548219
SSVFF,2020-11-23,0.384,0.4,0.384,0.384,16200,0.3839999999999997,0.4005859396756739,0.4094107938325895,-0.008824854156915585,-0.004163432825356612
SSVFF,2020-11-20,0.3965,0.3965,0.3857,0.3857,12806,0.3856999999999997,0.403601565071251,0.41144365733919663,-0.007842092267945633,-0.002998077492466868
SSVFF,2020-11-19,0.35,0.38,0.35,0.36,13422,0.3599999999999997,0.40685639508420574,0.4135031499263324,-0.006646754842126622,-0.0017870737985971768
SSVFF,2020-11-18,0.3954,0.3954,0.3954,0.3954,300,0.3953999999999997,0.4153757396449704,0.41778340192043895,-0.002407662275468514,-0.0005721535377148013
SSVFF,2020-11-17,0.3925,0.413,0.39,0.413,11000,0.4129999999999996,0.4190076923076923,0.4195740740740741,-0.000566381766381796,-0.00011327635327635922
SSVFF,2020-11-16,0.4397,0.4397,0.4201,0.4201,9330,0.4200999999999995,0.4201,0.4201,0.0,0.0
