Symbol,Date,Open,High,Low,Close,Volume,ZKIN SMA,ZKIN spanTwelveEMA,ZKIN spanTwntySixEMA,ZKIN_x,ZKIN_y
ZKIN,2020-12-18,2.27,2.29,2.2,2.27,177039,2.27,2.1573082768205247,2.060213821186931,0.0970944556335942,0.08168797620894175
ZKIN,2020-12-17,2.23,2.32,2.1999,2.23,36449,2.23,2.1368188726060757,2.0434309268818853,0.09338794572418996,0.07783635635277875
ZKIN,2020-12-16,2.23,2.25,2.1601,2.18,30051,2.18,2.119876849443544,2.0285054010324357,0.09137144841110743,0.07394845900992583
ZKIN,2020-12-15,2.3,2.3,2.2,2.2,24836,2.2000000000000006,2.1089453675241883,2.0163858331150313,0.09255953440915697,0.0695927116596302
ZKIN,2020-12-14,2.35,2.4,2.29,2.33,74824,2.330000000000001,2.0923899798013132,2.001696699764233,0.09069328003707966,0.06385100597224849
ZKIN,2020-12-11,2.06,2.19,2.06,2.14,91946,2.140000000000001,2.0491881579470057,1.9754324357453719,0.07375572220163408,0.05714043745604058
ZKIN,2020-12-10,2.55,2.59,2.16,2.28,1552418,2.28,2.0326769139373706,1.9622670306050016,0.0704098833323692,0.05298661626964227
ZKIN,2020-12-09,2.03,2.03,1.99,1.99,21108,1.99,1.9877090801078023,1.9368483930534017,0.05086068705440039,0.048630799503960584
ZKIN,2020-12-08,1.96,2.0215,1.95,2.0185,15930,2.0184999999999995,1.987292549218312,1.9325962644976744,0.05469628472063759,0.048073327616350574
ZKIN,2020-12-07,2.0,2.1,2.0,2.0,38403,2.0,1.9816184672580048,1.925723965657488,0.055894501600516566,0.046417588340278815
ZKIN,2020-12-04,2.02,2.07,1.9601,2.0365,22075,2.0365,1.978276370395824,1.9197818829100868,0.05849448748573671,0.044048360025219314
ZKIN,2020-12-03,1.9807,1.9935,1.92,1.965,31689,1.965,1.9676902559223373,1.910444433542894,0.0572458223794432,0.040436828160089845
ZKIN,2020-12-02,1.83,1.99,1.83,1.89,57789,1.89,1.968179393362762,1.9060799882263255,0.0620994051364363,0.036234579605251505
ZKIN,2020-12-01,2.18,2.2,2.04,2.08,250566,2.08,1.982393828519628,1.9073663872844318,0.07502744123519589,0.029768373222455242
ZKIN,2020-11-30,2.25,2.28,2.02,2.14,121535,2.140000000000001,1.964647251886833,1.8935556982671864,0.07109155361964636,0.018453606219269968
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.9327649340480757,1.8738401541285616,0.05892477991951384,0.005294119369175811
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.8878131038749983,1.8493473664588465,0.03846573741615189,-0.008113545768408751
ZKIN,2020-11-25,2.63,3.05,2.32,2.4,10513202,2.4,1.8346882136704523,1.8228951557755544,0.011793057894898372,-0.01975836656454891
ZKIN,2020-11-24,1.76,1.7799,1.725,1.75,10532,1.7500000000000004,1.7319042525196258,1.7767267682375985,-0.04482251571797269,-0.02764622267941062
ZKIN,2020-11-23,1.67,1.75,1.58,1.5989,35860,1.5989000000000004,1.728614116614103,1.7788649096966065,-0.050250793082503575,-0.023352149419770103
ZKIN,2020-11-20,1.6,1.6497,1.6,1.62,1651,1.6200000000000006,1.7521985014530306,1.7932621024723352,-0.0410636010193044,-0.016627488504086733
ZKIN,2020-11-19,1.66,1.7214,1.6,1.6273,22056,1.6273000000000004,1.7762345926263088,1.8071230706701216,-0.03088847804381278,-0.010518460375282262
ZKIN,2020-11-18,1.8,1.8,1.72,1.72,15973,1.7200000000000006,1.803313609467456,1.8215089163237312,-0.018195306856275458,-0.005425955958149631
ZKIN,2020-11-17,1.7,1.75,1.7,1.7,21833,1.7000000000000008,1.8184615384615384,1.8296296296296295,-0.011168091168091143,-0.0022336182336182286
ZKIN,2020-11-16,1.8,1.84,1.72,1.84,37631,1.840000000000001,1.84,1.84,0.0,0.0
