Symbol,Date,Open,High,Low,Close,Volume,SB SMA,SB spanTwelveEMA,SB spanTwntySixEMA,SB_x,SB_y
SB,2020-12-18,1.16,1.16,1.145,1.16,152867,1.16,1.1606783503356142,1.1354429881816146,0.025235362153999352,0.02907289686922749
SB,2020-12-17,1.16,1.1699,1.15,1.16,7725,1.16,1.160801686760271,1.1334784272361438,0.02732325952412729,0.030032280548034463
SB,2020-12-16,1.18,1.19,1.1791,1.18,25759,1.18,1.1609474479894113,1.1313567014150352,0.029590746574376107,0.030709535804011253
SB,2020-12-15,1.16,1.19,1.16,1.17,18296,1.1699999999999997,1.1574833476238495,1.127465237528238,0.03001811009561162,0.030989233111420038
SB,2020-12-14,1.18,1.19,1.17,1.185,20215,1.1849999999999996,1.155207592646368,1.124062456530497,0.031145136115870775,0.031232013865372138
SB,2020-12-11,1.16,1.19,1.16,1.18,25849,1.1799999999999993,1.1497907913093437,1.1191874530529369,0.03060333825640682,0.03125373330274742
SB,2020-12-10,1.16,1.16,1.16,1.16,1256,1.159999999999999,1.1442982079110426,1.1143224492971722,0.029975758613870692,0.03141633206433257
SB,2020-12-09,1.13,1.14,1.13,1.14,4208,1.139999999999999,1.1414433366221417,1.1106682452409458,0.03077509138119572,0.03177647542694809
SB,2020-12-08,1.15,1.17,1.15,1.1505,962,1.150499999999999,1.1417057614625308,1.1083217048602212,0.03338405660230958,0.03202682143838613
SB,2020-12-07,1.17,1.1783,1.1411,1.16,36519,1.1599999999999988,1.1401068090011728,1.1049474412490388,0.03515936775213402,0.03168751264740526
SB,2020-12-04,1.11,1.14,1.11,1.14,10772,1.139999999999999,1.1364898651832045,1.1005432365489618,0.035946628634242465,0.03081954887122307
SB,2020-12-03,1.16,1.17,1.15,1.15,1512,1.1499999999999992,1.1358516588528778,1.0973866954728786,0.03846496337999916,0.02953777893046816
SB,2020-12-02,1.15,1.15,1.1267,1.1267,7490,1.1266999999999991,1.1332792331897643,1.0931776311107089,0.04010160207905567,0.02730598281808541
SB,2020-12-01,1.21,1.25,1.21,1.25,35838,1.2499999999999991,1.1344754574060854,1.0904958415995654,0.04397961580651999,0.024107078002842897
SB,2020-11-30,1.2,1.2,1.18,1.185,47816,1.1849999999999992,1.113470995116283,1.077735508927531,0.035735486188752,0.019138943551923623
SB,2020-11-27,1.17,1.18,1.15,1.18,30318,1.1799999999999993,1.1004657215010614,1.0691543496417328,0.031311371859328314,0.014989807892716528
SB,2020-11-27,1.17,1.18,1.15,1.18,30318,1.1799999999999995,1.0860049435921637,1.0602866976130716,0.02571824597909189,0.010909416901063526
SB,2020-11-25,1.17,1.17,1.12,1.13,35831,1.1299999999999997,1.0689149333361934,1.050709633422117,0.018205299914076045,0.0072072096315563775
SB,2020-11-24,1.14,1.15,1.11,1.13,39993,1.13,1.0578085575791376,1.0443664040958869,0.013442153483250951,0.004457687060926405
SB,2020-11-23,1.08,1.1,1.08,1.093,20933,1.093,1.0446828407753446,1.0375157164235576,0.007167124351787012,0.0022115704553453235
SB,2020-11-20,1.04,1.06,1.04,1.06,15425,1.06,1.0358979027344979,1.033076973737442,0.002820928997055993,0.0009726819812349008
SB,2020-11-19,1.01,1.02,0.9963,1.02,32639,1.02,1.0315157032316795,1.0309231316364376,0.0005925715952421751,0.0005106202272796276
SB,2020-11-18,1.05,1.05,1.045,1.045,5431,1.045,1.033609467455621,1.0317969821673525,0.001812485288268828,0.0004901323852890461
SB,2020-11-17,1.04,1.05,1.0267,1.04,16507,1.04,1.0315384615384615,1.0307407407407407,0.0007977207977207801,0.00015954415954415603
SB,2020-11-16,1.03,1.04,1.025,1.03,10519,1.0300000000000002,1.03,1.03,0.0,0.0
