Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-07-29,3.69,3.7,3.69,3.7,4502,3.7,3.7579688827627264,3.886583988912199,-0.1286151061494727,-0.10245209053942805
ADAP,2021-07-28,3.55,3.5812,3.55,3.5812,2779,3.5812,3.7685086796286766,3.901510708025175,-0.1330020283964983,-0.0959113366369169
ADAP,2021-07-27,3.51,3.51,3.51,3.51,3571,3.51,3.802564803197527,3.927135564667189,-0.1245707614696618,-0.08663866369702153
ADAP,2021-07-26,3.59,3.61,3.59,3.6,3526,3.6,3.855758403778896,3.960506409840564,-0.1047480060616687,-0.07715563925386144
ADAP,2021-07-23,3.83,3.84,3.81,3.81,6014,3.81,3.902259931738695,3.9893469226278095,-0.0870869908891145,-0.07025754755190983
ADAP,2021-07-22,3.98,3.98,3.98,3.98,4292,3.98,3.919034464782094,4.003694676438034,-0.0846602116559398,-0.06605018671760865
ADAP,2021-07-21,3.95,3.95,3.95,3.95,4503,3.95,3.907949822015202,4.005590250553077,-0.0976404285378746,-0.06139768048302585
ADAP,2021-07-20,3.67,3.6869,3.67,3.6869,2966,3.6869,3.900304335108875,4.0100374705973225,-0.1097331354884474,-0.052336993469313635
ADAP,2021-07-19,3.65,3.65,3.65,3.65,5036,3.65,3.939105123310489,4.035888468245108,-0.0967833449346198,-0.03798795796453018
ADAP,2021-07-16,3.79,3.83,3.79,3.8,15297,3.8,3.9916696911851233,4.066759545704717,-0.0750898545195939,-0.023289111222007886
ADAP,2021-07-15,3.72,3.72,3.72,3.72,3152,3.72,4.026518725946055,4.088100309361095,-0.0615815834150401,-0.01033892539761137
ADAP,2021-07-14,3.88,3.9,3.88,3.9,1951,3.9,4.082249403390792,4.117548334109983,-0.0352989307191906,0.0024717391067458298
ADAP,2021-07-13,3.94,3.94,3.94,3.94,2229,3.94,4.115385658552754,4.134952200838781,-0.0195665422860269,0.011914406563230173
ADAP,2021-07-12,4.13,4.13,4.1,4.11,5522,4.11,4.147273960107801,4.150548376905884,-0.0032744167980833,0.019784643775544453
ADAP,2021-07-09,4.07,4.07,4.07,4.07,3648,4.07,4.154051043763764,4.153792247058355,0.0002587967054088,0.025549408918951407
ADAP,2021-07-08,3.89,3.89,3.87,3.87,5712,3.87,4.1693330517208125,4.160495626823024,0.0088374248977887,0.031872061972337044
ADAP,2021-07-07,4.17,4.17,4.17,4.17,2005,4.17,4.223757242942778,4.183735276968865,0.0400219659739127,0.03763072124097413
ADAP,2021-07-06,4.27,4.275,4.21,4.2384,8010,4.2384,4.233531287114192,4.184834099126374,0.0486971879878179,0.037032910057739475
ADAP,2021-07-06,4.27,4.275,4.21,4.2384,8010,4.2384,4.2326460665895,4.180548827056485,0.0520972395330154,0.03411684057521985
ADAP,2021-07-02,4.37,4.37,4.301,4.301,4398,4.301,4.2315998968785005,4.175920733221004,0.0556791636574969,0.02962174083577094
ADAP,2021-07-01,4.27,4.27,4.27,4.27,2386,4.27,4.218981696310955,4.165914391878684,0.0530673044322709,0.023107385130339664
ADAP,2021-06-30,4.4,4.4,4.39,4.39,6200,4.39,4.209705641094765,4.157587543228979,0.0521180978657866,0.015617405304856845
ADAP,2021-06-29,4.38,4.38,4.3,4.33,12007,4.33,4.176924848566541,4.138994546687297,0.0379303018792445,0.006492232164624383
ADAP,2021-06-28,4.35,4.354,4.33,4.354,4866,4.354,4.149093002851367,4.123714110422281,0.025378892429086,-0.0013672852640306491
ADAP,2021-06-25,4.32,4.35,4.32,4.35,2865,4.35,4.111837185187979,4.105291239256063,0.0065459459319159,-0.008053829687309833
ADAP,2021-06-24,4.15,4.2,4.15,4.195,8560,4.195,4.068534855222157,4.085714538396548,-0.0171796831743913,-0.011703773592116273
ADAP,2021-06-23,3.9,3.9,3.898,3.898,22432,3.898,4.045541192535276,4.076971701468272,-0.0314305089329964,-0.010334796196547508
ADAP,2021-06-22,3.91,3.95,3.91,3.95,6448,3.95,4.072366863905326,4.091289437585735,-0.0189225736804088,-0.005060868012435265
ADAP,2021-06-21,3.99,4.01,3.99,4.01,15823,4.01,4.094615384615385,4.102592592592593,-0.0079772079772082,-0.001595441595441649
ADAP,2021-06-18,4.16,4.19,4.11,4.11,12974,4.11,4.11,4.11,0.0,0.0
