Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-07-29,3.48,3.48,3.4404,3.4404,1792,3.4404,3.654027413592087,3.7849194583748034,-0.1308920447827164,-0.1275721778258403
GENE,2021-07-28,3.49,3.5196,3.43,3.4901,7606,3.4901,3.6928687615179214,3.812481015044787,-0.1196122535268657,-0.12674221108662123
GENE,2021-07-27,4.02,4.09,4.0,4.0499,100084,4.0499,3.729735809066634,3.83827149624837,-0.1085356871817362,-0.1285247004765601
GENE,2021-07-26,3.56,3.56,3.56,3.56,2314,3.56,3.67152413798784,3.82134121594824,-0.1498170779604,-0.13352195380026605
GENE,2021-07-23,3.64,3.64,3.62,3.62,998,3.62,3.691801253985629,3.842248513224099,-0.15044725923847,-0.12944817276023254
GENE,2021-07-22,3.66,3.68,3.66,3.68,3027,3.68,3.704856027437561,3.860028394282027,-0.1551723668444657,-0.12419840114067317
GENE,2021-07-21,3.68,3.68,3.65,3.65,2975,3.65,3.709375305153481,3.8744306658245886,-0.1650553606711078,-0.116454909714725
GENE,2021-07-20,3.52,3.55,3.5,3.5,780,3.5,3.720170815181386,3.892385119090556,-0.1722143039091701,-0.10430479697562928
GENE,2021-07-19,3.42,3.5155,3.42,3.44,5166,3.44,3.7602018724870927,3.923775928617801,-0.1635740561307082,-0.08732742024224407
GENE,2021-07-16,3.43,3.43,3.41,3.41,310,3.41,3.818420394757473,3.962478002907225,-0.144057608149752,-0.06826576127012804
GENE,2021-07-15,3.63,3.63,3.63,3.63,362,3.63,3.8926786483497406,4.006676243139803,-0.1139975947900624,-0.049317799550222044
GENE,2021-07-14,3.63,3.63,3.63,3.63,1628,3.63,3.940438402595148,4.036810342590988,-0.0963719399958393,-0.03314785074026194
GENE,2021-07-13,3.66,3.66,3.6392,3.6392,1657,3.6392,3.996881748521539,4.069355169998267,-0.0724734214767277,-0.01734182842636758
GENE,2021-07-12,3.84,3.84,3.84,3.84,2183,3.84,4.061914793707274,4.103767583598128,-0.0418527898908545,-0.003558930163777536
GENE,2021-07-09,4.0,4.0,3.94,3.9999,3154,3.9999,4.102262938017687,4.124868990285979,-0.0226060522682916,0.006014534767991706
GENE,2021-07-08,3.78,3.8316,3.75,3.805,2197,3.805,4.12087438129363,4.134866509508857,-0.0139921282152268,0.013169681527062532
GENE,2021-07-07,4.08,4.08,4.08,4.08,269,4.08,4.1783060869833815,4.161255830269566,0.0170502567138157,0.019960133962634886
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.19617992098036,4.167756296691131,0.0284236242892292,0.020687603274839664
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.193667179340426,4.164376800426422,0.0292903789140037,0.018753598021242258
GENE,2021-07-02,4.28,4.28,4.28,4.28,461,4.28,4.19069757558414,4.160726944460536,0.0299706311236036,0.01611940279805188
GENE,2021-07-01,4.24,4.24,4.21,4.2104,2289,4.2104,4.174460771144892,4.151185100017378,0.0232756711275134,0.012656595716663936
GENE,2021-06-30,4.22,4.22,4.2,4.2,741,4.2,4.167926365898508,4.146447908018768,0.0214784578797404,0.010001826863951544
GENE,2021-06-29,4.29,4.29,4.2237,4.2237,4469,4.2237,4.162094796061874,4.142163740660269,0.0199310554016047,0.007132669110004314
GENE,2021-06-28,4.27,4.35,4.27,4.28,4971,4.28,4.150893849891306,4.135640839913091,0.0152530099782151,0.003933072537104196
GENE,2021-06-25,4.19,4.19,4.16,4.1799,2561,4.1799,4.127420004416997,4.124092107106137,0.0033278973108599,0.0011030881768264692
GENE,2021-06-24,4.1,4.1033,4.1,4.1033,1245,4.1033,4.1178781870382695,4.119627475674628,-0.0017492886363585,0.0005468858933181069
GENE,2021-06-23,4.06,4.08,4.06,4.08,9897,4.08,4.120528766499773,4.120933673728598,-0.000404907228825,0.0011209295257372817
GENE,2021-06-22,4.12,4.1201,4.12,4.1201,2462,4.1201,4.127897633136096,4.124208367626886,0.0036892655092097,0.0015023887143778582
GENE,2021-06-21,4.18,4.18,4.18,4.18,1526,4.18,4.129315384615385,4.124537037037037,0.0047783475783482,0.0009556695156696549
GENE,2021-06-18,4.13,4.13,4.1201,4.1201,7288,4.1201,4.1201,4.1201,0.0,0.0
