Symbol,Date,Open,High,Low,Close,Volume,CERS SMA,CERS spanTwelveEMA,CERS spanTwntySixEMA,CERS_x,CERS_y
CERS,2021-07-29,4.97,4.99,4.97,4.99,6388,4.99,5.008045310956203,5.209114759789486,-0.2010694488332829,-0.20698537058679378
CERS,2021-07-28,4.79,4.8167,4.79,4.8167,8675,4.8167,5.011326276584604,5.226643940572645,-0.2153176639880412,-0.2084643510251715
CERS,2021-07-27,4.79,4.82,4.79,4.8,10994,4.8,5.046712872327259,5.259439455818456,-0.2127265834911975,-0.20675102278445406
CERS,2021-07-26,4.99,4.99,4.96,4.965,11565,4.965,5.091569758204942,5.296194612283934,-0.2046248540789914,-0.20525713260776815
CERS,2021-07-23,5.06,5.11,5.0,5.07,12108,5.07,5.114582441514932,5.3226901812666485,-0.2081077397517168,-0.2054152022399623
CERS,2021-07-22,5.07,5.15,5.07,5.12,11236,5.12,5.122688339972192,5.34290539576798,-0.2202170557957883,-0.20474206786202365
CERS,2021-07-21,5.04,5.0792,5.04,5.0792,10495,5.0792,5.123177129058045,5.360737827429418,-0.2375606983713725,-0.20087332087858248
CERS,2021-07-20,4.95,4.98,4.95,4.97,7655,4.97,5.131172970704962,5.383260853623771,-0.2520878829188087,-0.19170147650538494
CERS,2021-07-19,4.79,4.8,4.78,4.79,22328,4.79,5.160477147196773,5.416321721913673,-0.2558445747168996,-0.17660487490202897
CERS,2021-07-16,4.81,4.84,4.715,4.795,23598,4.795,5.227836628505278,5.466427459666766,-0.2385908311614883,-0.15679494994831134
CERS,2021-07-15,4.89,4.92,4.88,4.88,11800,4.88,5.306534197324419,5.520141656440107,-0.2136074591156882,-0.13634597964501707
CERS,2021-07-14,5.07,5.08,5.06,5.065,13467,5.065,5.384085869565223,5.571352988955316,-0.1872671193900927,-0.11703060977734928
CERS,2021-07-13,5.11,5.13,5.11,5.12,8684,5.12,5.442101482213446,5.61186122807174,-0.1697597458582942,-0.09947148237416338
CERS,2021-07-12,5.26,5.27,5.23,5.24,28065,5.24,5.500665388070436,5.651210126317479,-0.150544738247043,-0.08189941650313066
CERS,2021-07-09,5.25,5.25,5.18,5.18,26941,5.18,5.548059094992334,5.684106936422877,-0.1360478414305426,-0.06473808606715256
CERS,2021-07-08,5.11,5.12,5.05,5.06,85363,5.06,5.614978930445486,5.724435491336707,-0.1094565608912212,-0.046910647226305044
CERS,2021-07-07,5.46,5.46,5.43,5.44,16342,5.44,5.715884190526483,5.777590330643644,-0.0617061401171605,-0.031274168810076
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.76604495244039,5.804597557095136,-0.0385526046547459,-0.023666175983304845
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.8016894892477335,5.823365361662746,-0.0216758724150123,-0.019944568815444562
CERS,2021-07-02,6.1244,6.1244,5.92,6.03,25923,6.03,5.84381485092914,5.843634590595765,0.0001802603333747,-0.019511742915552615
CERS,2021-07-01,5.91,5.95,5.895,5.94,96511,5.94,5.809963005643529,5.828725357843426,-0.0187623521998974,-0.024434743727784446
CERS,2021-06-30,5.67,5.73,5.67,5.71,26691,5.71,5.786319915760534,5.8198233864709,-0.0335034707103663,-0.025852841609756202
CERS,2021-06-29,5.77,5.78,5.76,5.77,9105,5.77,5.800196264080632,5.828609257388572,-0.0284129933079402,-0.023940184334603678
CERS,2021-06-28,5.86,5.89,5.85,5.865,23292,5.865,5.805686493913474,5.833297997979658,-0.0276115040661837,-0.02282198209126954
CERS,2021-06-25,5.78,5.82,5.76,5.8,21412,5.8,5.79490222007956,5.830761837818031,-0.0358596177384704,-0.021624601597540993
CERS,2021-06-24,5.71,5.765,5.71,5.75,17477,5.75,5.793975351003117,5.833222784843473,-0.0392474338403561,-0.018065847562308623
CERS,2021-06-23,5.62,5.66,5.62,5.64,28316,5.64,5.801970869367319,5.839880607630951,-0.0379097382636315,-0.012770450992796747
CERS,2021-06-22,5.69,5.69,5.67,5.67,11317,5.67,5.831420118343195,5.855871056241427,-0.0244509378982318,-0.006485629175088051
CERS,2021-06-21,5.75,5.83,5.7,5.755,20837,5.755,5.860769230769231,5.870740740740741,-0.0099715099715105,-0.001994301994302106
CERS,2021-06-18,5.83,5.895,5.83,5.88,188327,5.88,5.88,5.88,0.0,0.0
