Symbol,Date,Open,High,Low,Close,Volume,CBWTF SMA,CBWTF spanTwelveEMA,CBWTF spanTwntySixEMA,CBWTF_x,CBWTF_y
CBWTF,2020-09-22,0.0961,0.1068,0.0922,0.10544,201078,0.10544,0.11833647852208436,0.13142598332531524,-0.013089504803230886,-0.012872447401359028
CBWTF,2020-09-21,0.11599999999999999,0.11599999999999999,0.10099999999999999,0.10099999999999999,108479,0.101,0.12068129279882694,0.13350486199134046,-0.012823569192513498,-0.012818183050891063
CBWTF,2020-09-18,0.11800000000000001,0.11800000000000001,0.1123,0.1165,200461,0.11650000000000005,0.12425970967134095,0.13610525095064768,-0.011845541279306732,-0.01281683651548545
CBWTF,2020-09-17,0.11595,0.1249,0.11595,0.1223,106069,0.12230000000000005,0.1256705659752211,0.1376736710266995,-0.012003105051478393,-0.01305966032453013
CBWTF,2020-09-16,0.12,0.128,0.12,0.1261,64973,0.1261,0.12628339615253406,0.13890356470883544,-0.012620168556301407,-0.013323799142793063
CBWTF,2020-09-15,0.11885,0.1244,0.11660999999999999,0.1212,117332,0.1212,0.12631674090754022,0.1399278498855423,-0.013611108978002079,-0.013499706789415982
CBWTF,2020-09-14,0.121,0.132,0.121,0.1285,49881,0.1285,0.1272470574361839,0.14142607787638567,-0.014179020440201778,-0.013471856242269457
CBWTF,2020-09-11,0.1271,0.1271,0.11599999999999999,0.1224,27898,0.1224,0.12701924969730824,0.14246016410649653,-0.015440914409188294,-0.013295065192786377
CBWTF,2020-09-23,0.1067,0.1067,0.1,0.1,106686,0.10000000000000002,0.12785911327863705,0.14406497723501627,-0.01620586395637924,-0.012758602888685898
CBWTF,2020-09-23,0.1067,0.1067,0.1,0.1,106686,0.1,0.1329244066020256,0.14759017541381755,-0.014665768811791963,-0.01189678762176257
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.1389106623478484,0.15139738944692294,-0.01248672709907453,-0.01120454232425522
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.14080351004745725,0.1532291806026768,-0.012425670555219565,-0.01088399613055039
CBWTF,2020-09-04,0.14,0.14,0.1275,0.134,183556,0.134,0.14304051187426764,0.15520751505089095,-0.012167003176623307,-0.010498577524383101
CBWTF,2020-09-03,0.132,0.1499,0.132,0.14,129944,0.14,0.14468424130595267,0.15690411625496226,-0.012219874949009557,-0.01008147111132305
