Symbol,Date,Open,High,Low,Close,Volume,AHT SMA,AHT spanTwelveEMA,AHT spanTwntySixEMA,AHT_x,AHT_y
AHT,2020-09-22,1.84,1.8689,1.77,1.78,128797,1.78,2.1782808363259685,2.6011686333802677,-0.4228877970542988,-0.37966157857046035
AHT,2020-09-21,2.0,2.0,1.82,1.87,145524,1.8700000000000003,2.2506955338397807,2.6668621240506885,-0.4161665902109077,-0.3688550239495006
AHT,2020-09-18,2.08,2.09,1.9823,2.01,152771,2.01,2.319912903628832,2.7306110939747428,-0.4106981903459115,-0.3570271323841488
AHT,2020-09-17,2.06,2.06,1.98,2.0049,68353,2.0049,2.3762607042886192,2.7882599814927227,-0.41199927720410345,-0.34360936789370833
AHT,2020-09-16,2.15,2.1821,1.97,1.99,138519,1.99,2.4437808323410954,2.850928780012141,-0.4071479476710453,-0.3265118905661096
AHT,2020-09-15,1.89,2.02,1.89,1.97,55670,1.97,2.5262864382212946,2.9198030824131123,-0.3935166441918176,-0.3063528762898756
AHT,2020-09-14,1.9,1.94,1.78,1.94,132056,1.94,2.6274294269888023,2.9957873290061614,-0.3683579020173591,-0.28456193431439014
AHT,2020-09-11,2.25,2.2502,2.11,2.1116,159818,2.1116000000000006,2.7524165955322206,3.0802503153266545,-0.32783371979443343,-0.2636129423886479
AHT,2020-09-10,2.46,2.49,2.32,2.3247,254807,2.324700000000001,2.868928703810807,3.1577423405527867,-0.2888136367419798,-0.24755774803720143
AHT,2020-09-09,2.4,2.57,2.32,2.5501,262544,2.5501000000000005,2.967879377230953,3.2243857277970096,-0.2565063505660561,-0.2372437758610068
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.8800000000000003,3.0438392640002183,3.2783285860207707,-0.23448932202055284,-0.23242813218474437
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.88,3.073628221091167,3.3101948729024313,-0.23656665181126524,-0.23191283472579236
AHT,2020-09-04,2.92,3.0010000000000003,2.92,2.9603,13815,2.9603,3.108833352198652,3.344610462734627,-0.2357771105359747,-0.23074938045442434
AHT,2020-09-03,2.99,3.15,2.95,3.116,84925,3.116,3.135839416234772,3.375355299753397,-0.23951588351862615,-0.22949244793403673
AHT,2020-09-02,3.01,3.04,2.8799,2.92,60241,2.9199999999999995,3.1394465828229112,3.396103723733669,-0.25665714091075786,-0.22698658903788954
AHT,2020-09-01,3.14,3.14,3.03,3.11,81626,3.1099999999999994,3.1793459615179858,3.4341920216323634,-0.2548460601143772,-0.21956895106967242
AHT,2020-08-31,3.13,3.2162,3.07,3.13,71299,3.1299999999999994,3.1919543181576198,3.460127383362952,-0.2681730652053327,-0.2107496738084961
AHT,2020-08-28,2.84,2.9273,2.7409,2.7929,31985,2.7928999999999995,3.203218739640823,3.4865375740319884,-0.28331883439116495,-0.19639382595928706
AHT,2020-08-27,2.71,2.94,2.7,2.8564,104224,2.8563999999999994,3.2778221468482456,3.5420285799545472,-0.26420643310630165,-0.17466257385131745
AHT,2020-08-26,2.92,2.9345,2.82,2.84,99340,2.839999999999999,3.3544443553661085,3.5968788663509113,-0.2424345109848023,-0.1522766090375714
AHT,2020-08-25,3.13,3.14,3.03,3.09,43360,3.089999999999999,3.4479796927054007,3.657429175658984,-0.20944948295358268,-0.12973713355076355
AHT,2020-08-24,3.11,3.15,3.01,3.1001,165716,3.1000999999999994,3.513066909560928,3.7028235097117017,-0.18975660015077397,-0.10980904620005863
AHT,2020-08-21,3.33,3.4,3.26,3.28,71943,3.279999999999999,3.58815180220837,3.751041390488639,-0.16288958828026878,-0.0898221577123799
AHT,2020-08-20,3.33,3.4,3.3,3.34,96861,3.3399999999999994,3.644179402609892,3.7887247017277295,-0.14454529911783798,-0.07155530007040757
AHT,2020-08-19,3.33,3.35,3.26,3.27,127058,3.27,3.699484748538963,3.824622677865948,-0.1251379293269852,-0.05330780030855008
AHT,2020-08-18,3.44,3.54,3.41,3.44,111972,3.4399999999999986,3.777572884636956,3.868992492095224,-0.09141960745826737,-0.03535026805394129
AHT,2020-08-17,3.63,3.64,3.48,3.5601,183415,3.560099999999999,3.838949772752766,3.903311891462841,-0.06436211871007512,-0.02133293320285955
AHT,2020-08-14,3.58,3.65,3.51,3.65,87279,3.649999999999999,3.8896497314350866,3.9307688427798686,-0.041119111344781516,-0.010575636826055765
AHT,2020-08-13,3.71,3.84,3.68,3.77,60941,3.769999999999999,3.93322240987783,3.9532303502022583,-0.02000794032442776,-0.0029397681963742126
AHT,2020-08-12,3.91,3.98,3.76,3.82,81055,3.819999999999999,3.9628992116737987,3.9678887782184384,-0.004989566544639335,0.0013272748356392863
AHT,2020-08-11,4.18,4.18,3.99,4.0555,243697,4.0554999999999986,3.9888808865235807,3.979719880475913,0.009161006047667451,0.002906485180709052
AHT,2020-08-10,3.97,4.03,3.94,4.0,45935,3.9999999999999982,3.97676832043696,3.9736574709139862,0.0031108495229728033,0.0013428549639693409
AHT,2020-08-07,3.91,3.99,3.85,3.94,60755,3.9399999999999977,3.972544378698225,3.9715500685871055,0.0009943101111193897,0.0009008563242182533
AHT,2020-08-06,3.94,4.06,3.94,4.025,25460,4.024999999999999,3.9784615384615383,3.9740740740740734,0.0043874643874644015,0.0008774928774929691
AHT,2020-08-05,4.07,4.15,3.9129,3.97,60074,3.969999999999999,3.97,3.97,0.0,0.0
