Symbol,Date,Open,High,Low,Close,Volume,RIBT SMA,RIBT spanTwelveEMA,RIBT spanTwntySixEMA,RIBT_x,RIBT_y
RIBT,2020-09-22,0.446,0.462,0.44,0.442,31026,0.442,0.4570865830187555,0.5020743774797031,-0.044987794460947535,-0.05541520778691301
RIBT,2020-09-21,0.4628,0.4634,0.451,0.4625,21295,0.4625000000000001,0.4598295981130747,0.5068803276780793,-0.04705072956500461,-0.058022061118404356
RIBT,2020-09-18,0.4546,0.4579,0.452,0.4549,6854,0.4549000000000001,0.4593440704972701,0.5104307538923257,-0.05108668339505562,-0.06076489400675429
RIBT,2020-09-17,0.46,0.465,0.4551,0.4551,34198,0.4551000000000001,0.4601520833149556,0.5148732142037118,-0.05472113088875618,-0.06318444665967896
RIBT,2020-09-16,0.4515,0.459899,0.4509,0.4538,5629,0.4538,0.4610706439176748,0.5196550713400088,-0.058584427422334,-0.06530027560240965
RIBT,2020-09-15,0.46,0.46,0.44,0.46,6542,0.4600000000000001,0.4623925791754338,0.5249234770472095,-0.06253089787177568,-0.06697923764742858
RIBT,2020-09-14,0.45,0.45,0.4234,0.43755,11979,0.4375500000000001,0.4628275935709673,0.5301173552109864,-0.06728976164001904,-0.06809132259134178
RIBT,2020-09-11,0.4352,0.44,0.4301,0.44,46038,0.4400000000000001,0.4674235196747796,0.5375227436278653,-0.07009922395308578,-0.06829171282917246
RIBT,2020-09-10,0.4126,0.4211,0.41020100000000004,0.4106,5955,0.4106,0.4724096141611031,0.5453245631180945,-0.07291494895699141,-0.06783983504819412
RIBT,2020-09-09,0.41600000000000004,0.4205,0.41020100000000004,0.4171,16846,0.4171000000000001,0.4836477258267583,0.5561025281675421,-0.07245480234078389,-0.0665710565709948
RIBT,2020-09-08,0.41,0.4349,0.41,0.4272,44650,0.4272,0.4957473123407144,0.5672227304209455,-0.07147541808023118,-0.06510012012854755
RIBT,2020-09-08,0.41,0.4349,0.41,0.4272,44650,0.4272,0.508210460039026,0.5784245488546211,-0.0702140888155951,-0.06350629564062664
RIBT,2020-09-04,0.42,0.4373,0.42,0.4299,70000,0.4299,0.5229396345915762,0.5905225127629908,-0.06758287817141463,-0.061829347346884514
RIBT,2020-09-03,0.511,0.519,0.47,0.49,1156167,0.49,0.5398559317900445,0.6033723137840301,-0.06351638199398557,-0.06039096464075198
RIBT,2020-09-02,0.4932,0.4999,0.49,0.49,15651,0.49,0.5489206466609617,0.6124420988867525,-0.06352145222579075,-0.05960961030244358
RIBT,2020-09-01,0.53,0.5371,0.53,0.5327,7279,0.5327,0.5596334915084094,0.6222374667976928,-0.06260397528928341,-0.05863164982160678
RIBT,2020-08-31,0.53,0.53015,0.53,0.53,24228,0.53,0.5645304899644839,0.6294004641415081,-0.06486997417702423,-0.057638568454687615
RIBT,2020-08-28,0.53,0.5373,0.53,0.5302,21449,0.5302,0.5708087608671173,0.6373525012728287,-0.06654374040571143,-0.05583071702410346
RIBT,2020-08-27,0.53,0.5328,0.53,0.53,4228,0.53,0.578192171933866,0.645924701374655,-0.067732529440789,-0.05315246117870147
RIBT,2020-08-26,0.5373,0.5381,0.5301,0.5381,5235,0.5381,0.5869543850127507,0.6551986774846273,-0.06824429247187669,-0.04950744411317958
RIBT,2020-09-23,0.4327,0.4414,0.41700000000000004,0.4389,34758,0.4389000000000001,0.5958370004696144,0.6645665716833975,-0.06872957121378309,-0.0448232320235053
RIBT,2020-08-24,0.575,0.575,0.5501,0.564999,25229,0.564999,0.6243710005549988,0.6826198974180693,-0.058248896863070436,-0.03884664722593585
RIBT,2020-08-21,0.6021,0.6021,0.55,0.562646,153890,0.562646,0.6351659097468169,0.6920295692115148,-0.056863659464697965,-0.0339960848166522
RIBT,2020-08-20,0.5579999999999999,0.5579999999999999,0.55,0.5578,1564,0.5577999999999999,0.6483513478826017,0.702380254748436,-0.05402890686583428,-0.02827919115464076
RIBT,2020-08-19,0.531,0.58,0.531,0.56,31643,0.5599999999999999,0.6648152293158021,0.7139466751283109,-0.049131445812508834,-0.02184176222684238
RIBT,2020-08-18,0.55,0.5611,0.5448,0.5448,229124,0.5448,0.683872543736857,0.7262624091385758,-0.04238986540171874,-0.015019341330425765
RIBT,2020-08-17,0.57,0.5778989999999999,0.56,0.5677989999999999,49485,0.5677989999999999,0.7091584607799221,0.7407794018696617,-0.031620941089739785,-0.00817671031260252
RIBT,2020-08-14,0.584,0.63,0.56,0.589699,244567,0.589699,0.7348601809217259,0.7546178340192347,-0.019757653097508654,-0.002315652618318232
RIBT,2020-08-13,0.65,0.65,0.56,0.593949,373692,0.5939489999999998,0.7612531229074944,0.7678113407407734,-0.006558217833279034,0.0020448475014794004
RIBT,2020-08-12,0.84,0.85,0.8240000000000001,0.840101,15110,0.8401009999999999,0.7916720543452206,0.7817203280000352,0.009951726345185373,0.0041956138351690086
RIBT,2020-08-11,0.815,0.815,0.79001,0.8001010000000001,3980,0.8001010000000001,0.7828667914988969,0.7770498742400379,0.0058169172588590215,0.002756585707664917
RIBT,2020-08-10,0.77,0.79,0.7601,0.7699,14322,0.7698999999999999,0.7797332990441511,0.7752057841792409,0.004527514864910097,0.0019915028198663905
RIBT,2020-08-07,0.84,0.8504,0.83,0.833,23171,0.833,0.7815211715976331,0.7756302469135803,0.005890924684052834,0.001357499808605436
RIBT,2020-08-06,0.83,0.838,0.7701,0.784049,23422,0.784049,0.7721613846153846,0.7710406666666667,0.0011207179487179306,0.00022414358974358619
RIBT,2020-08-05,0.7801,0.7825,0.77,0.77,2701,0.77,0.77,0.77,0.0,0.0
