Symbol,Date,Open,High,Low,Close,Volume,RIOT SMA,RIOT spanTwelveEMA,RIOT spanTwntySixEMA,RIOT_x,RIOT_y
RIOT,2020-09-22,2.95,2.96,2.835,2.915,577004,2.915,3.0251230166638505,3.240828990872181,-0.2157059742083307,-0.24045604482565047
RIOT,2020-09-21,2.85,3.03,2.85,2.9401,629590,2.9401,3.0451453833300053,3.266895310141956,-0.22174992681195027,-0.24664356247998048
RIOT,2020-09-18,3.03,3.06,2.97,3.0135,320503,3.0135,3.0642445439354606,3.293038934953312,-0.2287943910178516,-0.2528669713969879
RIOT,2020-09-17,2.92,3.02,2.9,2.99,564543,2.99,3.0734708246509985,3.3154020497495766,-0.2419312250985781,-0.25888511649177204
RIOT,2020-09-16,3.02,3.03,2.96,3.0291,563216,3.0291,3.088647338223908,3.341434213729543,-0.25278687550563506,-0.2631235893400705
RIOT,2020-09-15,3.11,3.13,3.0301,3.04,540836,3.04,3.0994741269918915,3.3664209508279064,-0.2669468238360149,-0.2657077677986794
RIOT,2020-09-14,3.0683,3.0683,2.8737,2.9989999999999997,836045,2.9989999999999997,3.1102876046267816,3.3925346268941388,-0.28224702226735765,-0.2653980037893455
RIOT,2020-09-11,2.86,2.9,2.8,2.81,523746,2.81,3.130521714558923,3.4240173970456698,-0.29349568248674673,-0.26118574916984255
RIOT,2020-09-10,3.01,3.14,3.0033,3.125,808827,3.125,3.1887983899332726,3.473138788809324,-0.2843403988760511,-0.25310826584061646
RIOT,2020-09-09,2.88,3.01,2.88,2.9803,694298,2.9803,3.2003980971938675,3.50098989191407,-0.3005917947202024,-0.24530023258175768
RIOT,2020-09-08,2.84,2.84,2.63,2.7977,1276078,2.7976999999999994,3.2404159330472977,3.542645083267196,-0.30222915021989794,-0.2314773420471465
RIOT,2020-09-08,2.84,2.84,2.63,2.7977,1276078,2.7977,3.3209097390558977,3.6022406899285717,-0.2813309508726736,-0.21378939000395852
RIOT,2020-09-04,3.08,3.14,2.85,2.8801,1691260,2.8801,3.4160387825206073,3.6666039451228567,-0.2505651626022498,-0.19690399978677964
RIOT,2020-09-03,3.12,3.29,3.09,3.2173,1240330,3.2172999999999994,3.513482197524353,3.729524260732685,-0.21604206320833172,-0.18348870908291218
RIOT,2020-09-02,3.51,3.52,3.3,3.3073,1879606,3.3073,3.567333506165145,3.7705022015912997,-0.20316869542615468,-0.17535037055155728
RIOT,2020-09-01,3.52,3.5899,3.4568,3.5122,744741,3.5121999999999995,3.614612325467899,3.8075583777186037,-0.1929460522507052,-0.1683957893329079
RIOT,2020-08-31,3.66,3.7,3.51,3.53,945778,3.53,3.633232748280245,3.831187047936092,-0.19795429965584788,-0.1622582236034587
RIOT,2020-08-28,3.25,3.43,3.21,3.42,713744,3.4199999999999995,3.652002338876653,3.8552820117709796,-0.2032796728943276,-0.15333420459036162
RIOT,2020-08-27,3.46,3.5,3.36,3.37,627229,3.3699999999999988,3.694184582308772,3.890104572712658,-0.1959199904038873,-0.14084783751437036
RIOT,2020-08-26,3.4,3.45,3.35,3.4401,806883,3.4401,3.7531272336376382,3.9317129385296714,-0.17858570489203274,-0.12707979929199134
RIOT,2020-08-25,3.43,3.45,3.3,3.3249,1392310,3.324899999999998,3.810041276117209,3.971041973612045,-0.16100069749483525,-0.11420332289198087
RIOT,2020-08-24,3.78,3.79,3.57,3.6178,1053522,3.617799999999999,3.898248780865792,4.0227333315010085,-0.12448455063521545,-0.10250397924126715
RIOT,2020-08-21,3.84,3.94,3.82,3.9141,758455,3.914099999999999,3.949239468295936,4.055127998021089,-0.10588852972515284,-0.09700883639277985
RIOT,2020-08-20,3.73,3.94,3.71,3.9199,1164982,3.919899999999999,3.955628462531561,4.066410237862777,-0.11078177533121547,-0.09478891305968672
RIOT,2020-08-19,3.86,3.97,3.77,3.9129,1187182,3.9128999999999987,3.9621245466282082,4.078131056891799,-0.1160065102635901,-0.09079069749180442
RIOT,2020-08-18,4.0,4.1,3.91,3.9869,1977715,3.986899999999999,3.9710744641969726,4.091349541443141,-0.12027507724616847,-0.08448674429885789
RIOT,2020-08-17,3.95,4.12,3.9,4.0201,2592270,4.020099999999999,3.968197094050968,4.0997055047585915,-0.13150841070762498,-0.07553966106203022
RIOT,2020-08-14,3.67,3.68,3.44,3.535,1079506,3.535,3.958760202060234,4.106073945139279,-0.14731374307904502,-0.061547473650631866
RIOT,2020-08-13,3.42,3.56,3.41,3.475,789503,3.475,4.035807511525731,4.151759860750421,-0.11595234922469012,-0.04010590629352859
RIOT,2020-08-12,3.75,3.83,3.68,3.78,1015492,3.779999999999999,4.137772513621319,4.205900649610455,-0.06812813598913614,-0.021144295560738206
RIOT,2020-08-11,3.77,4.0,3.61,3.97,2174953,3.9699999999999993,4.2028220615524665,4.239972701579291,-0.037150640026824,-0.009398335453638723
RIOT,2020-08-10,4.255,4.28,4.11,4.18,2119955,4.179999999999998,4.245153345471096,4.261570517705635,-0.016417172234537425,-0.0024602593103421814
RIOT,2020-08-07,4.12,4.13,3.86,3.9399,2287533,3.9398999999999984,4.256999408284024,4.268096159122085,-0.011096750838061277,0.0010289689207068518
RIOT,2020-08-06,4.37,4.58,4.22,4.53,6821908,4.529999999999999,4.314653846153846,4.294351851851852,0.02030199430199442,0.004060398860398884
RIOT,2020-08-05,4.07,4.35,3.83,4.2755,7495870,4.275499999999998,4.2755,4.2755,0.0,0.0
