Symbol,Date,Open,High,Low,Close,Volume,APM SMA,APM spanTwelveEMA,APM spanTwntySixEMA,APM_x,APM_y
APM,2020-09-22,1.63,1.75,1.63,1.72,10250,1.72,1.7617901938634275,2.1067836705608123,-0.3449934766973848,-0.409591425460823
APM,2020-09-21,1.7,1.7899,1.57,1.7899,15061,1.7899,1.7693884109295053,2.1377263642056774,-0.36833795327617214,-0.42574091265168257
APM,2020-09-18,1.67,1.72,1.66,1.67,6928,1.6700000000000002,1.7656590310985063,2.165552473342132,-0.3998934422436253,-0.44009165249556015
APM,2020-09-17,1.65,1.74,1.65,1.74,14800,1.7400000000000002,1.7830515822073254,2.205196671209502,-0.4221450890021767,-0.4501412050585437
APM,2020-09-16,1.6,1.62,1.57,1.62,13475,1.6200000000000003,1.7908791426086572,2.2424124049062617,-0.4515332622976049,-0.45714023407263543
APM,2020-09-15,1.63,1.63,1.56,1.56,19158,1.5600000000000005,1.8219480776284127,2.2922053972987633,-0.4702573196703497,-0.4585419770163931
APM,2020-09-14,1.7,1.7,1.55,1.55,51099,1.5500000000000005,1.8695750008335792,2.350781829082664,-0.4812068282490847,-0.4556131413529037
APM,2020-09-11,1.83,1.83,1.68,1.76,22089,1.7600000000000005,1.9276795464396843,2.414844375409277,-0.4871648289695925,-0.4492147196288584
APM,2020-09-10,1.55,1.67,1.5398,1.65,25914,1.65,1.9581667367014453,2.467231925442019,-0.5090651887405737,-0.4397271922936748
APM,2020-09-09,1.61,1.61,1.54,1.54,15572,1.5400000000000005,2.0141970524653443,2.5326104794773805,-0.5184134270120362,-0.42239269318195005
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000003,2.1004146983681338,2.612019317835571,-0.5116046194674366,-0.3983875097244285
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000003,2.1895628253441592,2.6921728632624164,-0.5026100379182576,-0.37008323228867634
APM,2020-09-04,1.65,1.6867,1.53,1.55,74610,1.5500000000000007,2.2949197026794605,2.7787386923234094,-0.4838189896439489,-0.33695153088128116
APM,2020-09-03,1.67,1.73,1.67,1.7269999999999999,27218,1.7270000000000003,2.4303596486211805,2.8770377877092823,-0.4466781390881018,-0.30023466619061423
APM,2020-09-02,1.93,1.96,1.76,1.76,75292,1.760000000000001,2.5582432210977593,2.9690408107260247,-0.41079758962826585,-0.2636237979662423
APM,2020-09-01,2.28,2.56,2.09,2.13,1106967,2.130000000000001,2.7033783522064416,3.0657640755841067,-0.3623857233776646,-0.2268303500507365
APM,2020-08-31,2.12,2.15,2.0205,2.08,18995,2.080000000000001,2.8076289616985233,3.140625201630836,-0.33299623993231275,-0.19294150671900437
APM,2020-08-28,2.2324,2.2324,2.15,2.17,41140,2.170000000000001,2.9399251365528,3.225475217761302,-0.2855500812085028,-0.15792782341567727
APM,2020-08-27,2.92,2.92,2.26,2.3,58054,2.3000000000000007,3.079911525016945,3.3099132351822065,-0.23000171016526136,-0.126022258967471
APM,2020-08-26,2.98,2.989,2.88,2.97,13375,2.970000000000001,3.2217136204745715,3.3907062939967827,-0.16899267352221115,-0.10002739616802338
APM,2020-08-25,2.79,2.87,2.78,2.85,5294,2.850000000000002,3.26747973328813,3.4243627975165247,-0.15688306422839515,-0.08278607682947643
APM,2020-08-24,2.89,2.97,2.89,2.9,2914,2.9000000000000017,3.343385139340517,3.4703118213178468,-0.12692668197733026,-0.06426182997974686
APM,2020-08-21,3.2,3.2421,3.18,3.18,2950,3.180000000000002,3.4240006192206107,3.515936767023275,-0.09193614780266436,-0.048595616980351114
APM,2020-08-20,3.29,3.29,3.22,3.25,9550,3.2500000000000013,3.4683643681698126,3.5428117083851367,-0.07444734021532451,-0.0377604842747728
APM,2020-08-19,3.31,3.37,3.31,3.32,3734,3.320000000000001,3.5080669805643243,3.566236645055948,-0.058169664491623425,-0.028588770289634982
APM,2020-08-18,3.3,3.5,3.28,3.48,4702,3.4800000000000013,3.542260977030565,3.5859355766604235,-0.04367459962985842,-0.02119354673913776
APM,2020-08-17,3.33,3.425,3.33,3.35,5609,3.350000000000001,3.5535811546724863,3.5944104227932576,-0.04082926812077137,-0.015573283516457592
APM,2020-08-14,3.5,3.56,3.475,3.5,13820,3.5000000000000013,3.5905959100674836,3.613963256616718,-0.023367346549234117,-0.009259287365379149
APM,2020-08-13,3.43,3.5498,3.43,3.52,4417,3.5200000000000014,3.6070678937161182,3.6230803171460564,-0.016012423429938142,-0.005732272569415296
APM,2020-08-12,3.58,3.62,3.57,3.62,3436,3.6200000000000014,3.6228984198463214,3.63132674251774,-0.008428322671419242,-0.003162234854284585
APM,2020-08-11,3.68,3.68,3.6,3.6,2300,3.6000000000000014,3.6234254052729247,3.63223288191916,-0.008807476646234935,-0.001845712900001142
APM,2020-08-10,3.7,3.7,3.54,3.54,4747,3.5400000000000014,3.627684569868002,3.634811512472692,-0.007126942604690267,-0.00010527196344258254
APM,2020-08-07,3.6,3.63,3.55,3.5705,11700,3.570500000000002,3.643627218934912,3.642396433470508,0.0012307854644038052,0.0016501456968692277
APM,2020-08-06,3.64,3.75,3.6,3.75,3600,3.7500000000000018,3.6569230769230767,3.648148148148149,0.008774928774928803,0.001754985754985583
APM,2020-08-05,3.7399,3.7399,3.62,3.64,3831,3.6400000000000015,3.64,3.64,0.0,0.0
