Symbol,Date,Open,High,Low,Close,Volume,SBBP SMA,SBBP spanTwelveEMA,SBBP spanTwntySixEMA,SBBP_x,SBBP_y
SBBP,2020-09-22,2.2,2.26,2.15,2.185,174705,2.185,2.6283930237139845,3.0475639998792423,-0.4191709761652578,-0.33844708345043784
SBBP,2020-09-21,2.17,2.17,2.11,2.1499,100371,2.1499,2.7090099371165275,3.116569119869582,-0.4075591827530545,-0.3182661102717328
SBBP,2020-09-18,2.25,2.28,2.23,2.245,160400,2.245,2.8106662893195327,3.1939026494591483,-0.3832363601396156,-0.2959428421514023
SBBP,2020-09-17,2.12,2.22,2.08,2.22,921508,2.22,2.913514705559448,3.2698148614158797,-0.3563001558564323,-0.274119462654349
SBBP,2020-09-16,2.81,2.8310000000000004,2.7829,2.79,9845,2.79,3.0396082883884383,3.3538000503291507,-0.3141917619407124,-0.25357428935382825
SBBP,2020-09-15,2.84,2.88,2.805,2.805,25190,2.805,3.0849916135499726,3.3989040543554827,-0.3139124408055101,-0.23841992120710717
SBBP,2020-09-14,2.62,2.8,2.62,2.7502,81750,2.750199999999998,3.135899179649968,3.4464163787039213,-0.31051719905395325,-0.21954679130750643
SBBP,2020-09-11,2.7,2.76,2.63,2.63,25660,2.6299999999999986,3.206026303222689,3.5021136890002347,-0.29608738577754545,-0.1968041893708947
SBBP,2020-09-10,2.84,2.84,2.68,2.72,103786,2.719999999999999,3.3107583583540867,3.5718827841202536,-0.2611244257661665,-0.17198339026923187
SBBP,2020-09-09,2.9,2.95,2.83,2.84,110687,2.8399999999999985,3.4181689689639208,3.6400334068498736,-0.2218644378859529,-0.14969813139499813
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.0699999999999985,3.5232905996846338,3.7040360793978633,-0.18074547971322952,-0.13165655477225943
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.069999999999999,3.605707072354568,3.754758965749693,-0.14905189339512506,-0.11938432353701689
SBBP,2020-09-04,3.62,3.67,3.48,3.5291,87090,3.5290999999999992,3.7031083582372166,3.809539683009668,-0.10643132477245176,-0.11196743107248985
SBBP,2020-09-03,3.74,3.76,3.6771,3.73,21327,3.729999999999999,3.7347462415530734,3.8319748576504415,-0.09722861609736723,-0.11335145764749949
SBBP,2020-09-02,3.79,3.79,3.69,3.74,22926,3.739999999999999,3.735609194562723,3.8401328462624758,-0.10452365169975276,-0.11738216803503233
SBBP,2020-09-01,3.82,3.8960000000000004,3.8080000000000003,3.85,20891,3.8499999999999988,3.7348108663014,3.8481434739634746,-0.1133326076620742,-0.12059679711885223
SBBP,2020-08-31,3.74,3.79,3.66,3.78,109883,3.779999999999999,3.7138673874471095,3.847994951880553,-0.13412756443344298,-0.12241284448304661
SBBP,2020-08-28,3.6,3.6,3.56,3.58,4553,3.58,3.701843276073857,3.853434548030997,-0.15159127195714014,-0.1194841644954474
SBBP,2020-08-27,3.68,3.68,3.6038,3.615,8427,3.615,3.7239965989963766,3.875309311873477,-0.15131271287710035,-0.1114573876300242
SBBP,2020-08-26,3.53,3.622,3.43,3.464,31784,3.4640000000000004,3.743814162450264,3.896134056823355,-0.15231989437309146,-0.10149355631825516
SBBP,2020-08-25,3.61,3.61,3.45,3.4501,43319,3.4501000000000004,3.794689464713948,3.930704781369223,-0.13601531665527533,-0.0887869718045462
SBBP,2020-08-24,3.78,3.82,3.44,3.44,220561,3.4400000000000004,3.8573420946619374,3.9691531638787607,-0.11181106921682238,-0.07697988559186403
SBBP,2020-08-21,4.0,4.022,3.8801,3.95,50668,3.9500000000000006,3.933222475509564,4.0114854169890615,-0.07826294147949797,-0.0682720896856242
SBBP,2020-08-20,3.95,3.95,3.81,3.91,31383,3.910000000000001,3.9301720165113023,4.016404250348186,-0.08623223383688394,-0.06577437673715587
SBBP,2020-08-19,3.91,3.9274,3.85,3.88,28876,3.880000000000001,3.9338396558769935,4.0249165903760415,-0.09107693449904808,-0.06065991246222386
SBBP,2020-08-18,3.9,3.9,3.853,3.86,34960,3.86,3.9436286842182646,4.036509917606125,-0.09288123338786036,-0.0530556569530178
SBBP,2020-08-17,3.74,3.7799,3.5301,3.6910000000000003,63582,3.6910000000000003,3.958833899530676,4.050630711014615,-0.09179681148393913,-0.043099262844307165
SBBP,2020-08-14,3.8,3.8,3.64,3.6877,60695,3.6877,4.007530972172617,4.079401167895784,-0.07187019572316711,-0.030924875684399163
SBBP,2020-08-13,4.01,4.04,3.9010000000000002,3.9560000000000004,21138,3.956000000000001,4.065682058022184,4.110737261327447,-0.045055203305262914,-0.020688545674707175
SBBP,2020-08-12,3.99,4.05,3.93,3.93,13394,3.9300000000000006,4.085624250389854,4.1231162422336425,-0.0374919918437886,-0.014596881267068238
SBBP,2020-08-11,4.11,4.1996,3.96,4.04,38638,4.040000000000001,4.1139195686425545,4.1385655416123335,-0.024645972969778995,-0.008873103622888148
SBBP,2020-08-10,4.06,4.06,3.95,4.0401,35008,4.040100000000002,4.127359490213928,4.14645078494132,-0.01909129472739135,-0.004929886286165435
SBBP,2020-08-07,4.0,4.0,3.88,3.96,17937,3.9600000000000017,4.143224852071007,4.1549588477366255,-0.011733995665619723,-0.0013895341758589554
SBBP,2020-08-06,4.24,4.4,4.2101,4.24,60419,4.240000000000003,4.1765384615384615,4.1705555555555565,0.005982905982905962,0.0011965811965810149
SBBP,2020-08-05,4.1,4.19,4.01,4.165,84511,4.165000000000003,4.165,4.165,0.0,0.0
