Symbol,Date,Open,High,Low,Close,Volume,GSKY SMA,GSKY spanTwelveEMA,GSKY spanTwntySixEMA,GSKY_x,GSKY_y
GSKY,2020-12-02,4.22,4.22,4.13,4.18,47590,4.18,4.278805235612786,4.364383562152444,-0.08557832653965748,-0.1352717627614911
GSKY,2020-12-01,4.31,4.43,4.23,4.425,77760,4.425000000000002,4.296769823906022,4.37913424712464,-0.08236442321861848,-0.14769512181694952
GSKY,2020-11-30,4.44,4.4554,4.3,4.3089,88517,4.308900000000002,4.273455246434389,4.3754649868946105,-0.10200974046022182,-0.16402779646653226
GSKY,2020-11-27,4.49,4.49,4.3,4.3256,79058,4.325600000000001,4.267010745786097,4.38079018584618,-0.11377944006008354,-0.17953231046810986
GSKY,2020-12-03,4.4,4.43,4.395,4.43,7395,4.4300000000000015,4.256358154110841,4.385205400713874,-0.1288472466030326,-0.19597052807011642
GSKY,2020-11-25,4.42,4.46,4.36,4.42,59519,4.420000000000002,4.224786909403721,4.381621832770983,-0.15683492336726168,-0.21275134843688737
GSKY,2020-11-24,4.3,4.31,4.2299,4.31,198665,4.3100000000000005,4.189293620204398,4.378551579392662,-0.1892579591882635,-0.22673045470429376
GSKY,2020-11-23,4.16,4.3,4.12,4.29,489963,4.290000000000002,4.167347005696107,4.3840357057440755,-0.2166887000479676,-0.23609857858330133
GSKY,2020-11-20,4.19,4.2499,4.16,4.195,124131,4.195000000000003,4.145046461277219,4.391558562203601,-0.2465121009263829,-0.2409510482171345
GSKY,2020-11-19,4.1,4.22,4.01,4.21,182559,4.210000000000003,4.135963999691257,4.407283247179889,-0.27131924748863145,-0.23956078503982264
GSKY,2020-11-18,3.8994,4.2,3.86,4.1911,1263594,4.191100000000003,4.122502908726031,4.423065906954278,-0.30056299822824784,-0.23162116942762043
GSKY,2020-11-17,3.6,3.6069999999999998,3.45,3.47,110094,3.470000000000004,4.110030710312582,4.4416231795106205,-0.3315924691980392,-0.21438571222746378
GSKY,2020-11-16,3.69,3.71,3.58,3.6199,309463,3.619900000000003,4.226399930369415,4.519353033871472,-0.2929531035020565,-0.18508402298482013
GSKY,2020-12-03,4.4,4.43,4.395,4.43,7395,4.430000000000003,4.336672644982037,4.59130927658119,-0.25463663159915395,-0.15811675285551102
GSKY,2020-11-12,3.52,3.65,3.51,3.54,701333,3.540000000000004,4.31970403497877,4.604214018707684,-0.28450998372891423,-0.1339867831696005
GSKY,2020-11-11,3.81,3.82,3.6,3.6001,114928,3.6001000000000043,4.46146840497491,4.689351140204299,-0.2278827352293895,-0.09635598302977208
GSKY,2020-11-10,4.26,4.34,3.72,3.955,254475,3.955000000000004,4.618080842243074,4.776491231420644,-0.15841038917756833,-0.06347429497986772
GSKY,2020-11-09,4.4,4.5419,4.33,4.335,186259,4.335000000000004,4.738640995378177,4.842210529934294,-0.10356953455611606,-0.03974027143044233
GSKY,2020-11-06,4.54,4.63,4.32,4.32,72107,4.320000000000005,4.81203026726512,4.882787372329038,-0.07075710506391797,-0.02378295564902367
GSKY,2020-11-05,4.88,5.04,4.81,4.835,85719,4.835000000000004,4.901490315858778,4.927810362115361,-0.0263200462565818,-0.012039418295300095
GSKY,2020-11-04,4.8,4.81,4.75,4.79,23306,4.7900000000000045,4.913579464196738,4.9352351910845895,-0.021655726887851227,-0.008469261304979447
GSKY,2020-11-03,4.96,5.03,4.89,4.94,47615,4.940000000000004,4.936048457687055,4.946854006371356,-0.010805548684301948,-0.005172644909261502
GSKY,2020-11-02,4.8,4.87,4.795,4.84,26068,4.840000000000004,4.935329995448337,4.9474023268810665,-0.012072331432727346,-0.003764418965501612
GSKY,2020-10-30,5.02,5.06,4.945,4.98,13042,4.980000000000004,4.952662721893491,4.95599451303155,-0.003331791138059259,-0.0016874408486947346
GSKY,2020-10-29,4.96,4.97,4.83,4.88,24360,4.880000000000003,4.947692307692306,4.954074074074074,-0.006381766381767129,-0.0012763532763536034
GSKY,2020-10-28,5.08,5.09,4.95,4.96,35686,4.960000000000004,4.96,4.96,0.0,0.0
