Symbol,Date,Open,High,Low,Close,Volume,ABUS SMA,ABUS spanTwelveEMA,ABUS spanTwntySixEMA,ABUS_x,ABUS_y
ABUS,2020-12-02,4.09,4.1,3.88,4.005,737563,4.005,3.938269885260023,3.586713011796501,0.35155687346352194,0.2677189745974579
ABUS,2020-12-01,4.85,4.9,4.71,4.7330000000000005,1011360,4.7330000000000005,3.926137137125482,3.5532500527402213,0.3728870843852605,0.2467594998809419
ABUS,2020-11-30,4.89,4.9,4.57,4.6599,1307547,4.6599,3.779434798421024,3.458870056959439,0.32056474146158465,0.21522760375486222
ABUS,2020-11-27,4.0,4.15,3.95,4.095,955629,4.094999999999999,3.6193502163157545,3.3627876615161942,0.2565625547995607,0.18889331932818146
ABUS,2020-11-27,4.0,4.15,3.95,4.095,955629,4.094999999999998,3.532868437464074,3.3042106744374897,0.22865776302658425,0.17197601046033675
ABUS,2020-11-25,3.61,3.75,3.61,3.71,312458,3.709999999999998,3.4306626988211786,3.240947528392489,0.18971517042868946,0.15780557231877484
ABUS,2020-11-24,3.6981,3.8664,3.63,3.66,549266,3.6599999999999984,3.379874098606848,3.2034233306638886,0.17645076794295944,0.14982817279129618
ABUS,2020-11-23,3.44,3.5,3.405,3.4411,337852,3.4410999999999987,3.328942116535365,3.1668971971169992,0.16204491941836618,0.14317252400338037
ABUS,2020-11-20,3.36,3.395,3.32,3.3314,142444,3.331399999999999,3.3085497740872505,3.1449609728863592,0.16358880120089125,0.13845442514963402
ABUS,2020-11-19,3.43,3.46,3.23,3.23,337981,3.229999999999998,3.30439518755766,3.130045850717268,0.1743493368403919,0.1321708311368197
ABUS,2020-11-18,3.58,3.675,3.58,3.59,225385,3.5899999999999985,3.3179215852954163,3.122049518774649,0.19587206652076627,0.12162620471092667
ABUS,2020-11-17,3.63,3.7,3.41,3.49,566306,3.4899999999999984,3.2684527826218552,3.0846134802766216,0.1838393023452332,0.10306473925846654
ABUS,2020-11-16,3.98,4.14,3.81,3.82,1763236,3.82,3.2281714703712834,3.0521825586987514,0.1759889116725315,0.08287109848677478
ABUS,2020-11-13,3.56,3.5698,3.43,3.46,375598,3.459999999999998,3.1205662831660623,2.9907571633946515,0.1298091197714104,0.05959164519033548
ABUS,2020-11-12,3.62,3.75,3.46,3.52,692777,3.5199999999999987,3.0588510619235274,2.9532177364662235,0.10563332545730386,0.04203727654506664
ABUS,2020-11-11,3.27,3.2899,3.23,3.275,123294,3.274999999999998,2.9750058004550777,2.9078751553835214,0.0671306450715563,0.02613826431700733
ABUS,2020-11-10,3.3,3.3099,3.135,3.16,322284,3.159999999999999,2.920461400537819,2.878505167814203,0.041956232723615816,0.015890169128370088
ABUS,2020-11-09,2.98,3.045,2.9,2.991,391577,2.9909999999999988,2.8769089279083317,2.8559855812393398,0.020923346668991986,0.009373653229558656
ABUS,2020-11-06,2.84,2.8648,2.79,2.815,152174,2.8149999999999986,2.856165096618937,2.8451844277384866,0.010980668880451015,0.006486229869700325
ABUS,2020-11-05,2.87,3.05,2.87,2.95,203672,2.949999999999999,2.863649659640562,2.847599181957565,0.016050477682997055,0.0053626201170127626
ABUS,2020-11-04,2.9,2.97,2.87,2.95,164611,2.9499999999999984,2.847949597757028,2.8394071165141703,0.008542481242857392,0.0026906557255166885
ABUS,2020-11-03,2.76,2.81,2.76,2.795,46357,2.794999999999998,2.829394979167396,2.8305596858353037,-0.001164706667907911,0.001227699346181401
ABUS,2020-11-02,2.84,2.85,2.78,2.8,86410,2.799999999999998,2.835648611743286,2.8334044607021283,0.002244151041157938,0.001825800849703729
ABUS,2020-10-30,2.92,2.94,2.84,2.875,49405,2.8749999999999982,2.8421301775147927,2.8360768175582987,0.006053359956494475,0.0017212133018401766
ABUS,2020-10-29,2.92,2.95,2.86,2.87,83384,2.8699999999999983,2.8361538461538465,2.832962962962963,0.0031908831908835644,0.0006381766381767129
ABUS,2020-10-28,2.85,2.935,2.78,2.83,157609,2.8299999999999983,2.83,2.83,0.0,0.0
