Symbol,Date,Open,High,Low,Close,Volume,REI SMA,REI spanTwelveEMA,REI spanTwntySixEMA,REI_x,REI_y
REI,2020-12-02,0.63,0.63,0.612,0.615051,79332,0.615051,0.6278100728863841,0.59870285911537,0.029107213771014107,0.021712936895705488
REI,2020-12-01,0.6597,0.6633,0.6301,0.6376,354602,0.6376,0.6301299043202722,0.5973950078445996,0.03273489647567252,0.019864367676878332
REI,2020-11-30,0.71,0.71,0.665,0.6686,278360,0.6686000000000001,0.6287717051057762,0.5941786084721676,0.034593096633608544,0.016646735477179788
REI,2020-11-27,0.69,0.71975,0.68,0.7005,117922,0.7005,0.6215301969431901,0.588224897149941,0.033305299793249143,0.012160145188072596
REI,2020-11-27,0.69,0.71975,0.68,0.7005,117922,0.7005,0.6071720509328611,0.5792428889219363,0.02792916201092477,0.00687385653677846
REI,2020-11-25,0.69,0.7,0.6311,0.6359,383136,0.6359,0.5902033329206539,0.5695423200356913,0.02066101288496269,0.001610030168241882
REI,2020-11-24,0.7033,0.725,0.6821,0.7146,619912,0.7146,0.5818948479971365,0.5642337056385465,0.01766114235859006,-0.0031527155109382934
REI,2020-11-23,0.6195,0.6494,0.6195,0.6381,275966,0.6381,0.5577666385420704,0.5522044020896303,0.005562236452440139,-0.008356179978320383
REI,2020-11-20,0.63,0.64,0.61,0.62,346215,0.62,0.5431605728224469,0.5453327542568007,-0.0021721814343538264,-0.011835784086010513
REI,2020-11-19,0.57,0.57,0.555,0.5551,69755,0.5551,0.5291897678810736,0.5393593745973447,-0.010169606716271096,-0.014251684748924685
REI,2020-11-18,0.53,0.54,0.5203,0.5349,171498,0.5349,0.5244788165867234,0.5381001245651323,-0.013621307978408992,-0.015272204257088081
REI,2020-11-17,0.515,0.522,0.505,0.510232,208995,0.5102320000000001,0.5225840559661276,0.5383561345303429,-0.015772078564215364,-0.01568492832675785
REI,2020-11-16,0.532,0.54,0.505,0.5076,506020,0.5076000000000003,0.5248298843236053,0.5406060652927704,-0.01577618096916511,-0.01566314076739347
REI,2020-11-13,0.5097,0.5125,0.5005,0.5041,38220,0.5041000000000002,0.5279625905642609,0.5432465505161921,-0.015283959951931212,-0.015634880716950558
REI,2020-11-12,0.5479999999999999,0.55,0.5322,0.5399,80257,0.5399000000000003,0.5323012433941264,0.5463782745574874,-0.014077031163361009,-0.01572261090820539
REI,2020-11-11,0.55,0.5501,0.5312,0.5403,101903,0.5403000000000002,0.5309196512839676,0.5468965365220865,-0.01597688523811891,-0.016134005844416488
REI,2020-11-10,0.5854,0.5854,0.5207,0.5496989999999999,301019,0.5496990000000002,0.529214133335598,0.5474242594438534,-0.018210126108255453,-0.016173285995990883
REI,2020-11-09,0.54,0.56,0.5218,0.53,222595,0.5300000000000002,0.5254896121238886,0.5472422801993617,-0.02175266807547316,-0.01566407596792474
REI,2020-11-06,0.4875,0.5,0.48200000000000004,0.4965,106601,0.4965000000000002,0.5246695416009592,0.5486216626153108,-0.023952121014351516,-0.014141927941037632
REI,2020-11-05,0.4701,0.4964,0.4701,0.4794,113702,0.4794000000000002,0.5297912764374972,0.5527913956245356,-0.02300011918703837,-0.01168937967270916
REI,2020-11-04,0.5175,0.5175,0.4301100000000001,0.4789,193771,0.4789000000000002,0.5389533266988604,0.5586627072744984,-0.01970938057563798,-0.008861694794126858
REI,2020-11-03,0.5,0.515,0.485,0.5144,140518,0.5144000000000001,0.5498721133713805,0.5650437238564583,-0.01517161048507776,-0.006149773348749076
REI,2020-11-02,0.52,0.52,0.48,0.49,200970,0.49,0.5563215885298134,0.5690952217649748,-0.012773633235161452,-0.003894314064666906
REI,2020-10-30,0.54,0.54,0.506,0.51,114113,0.51,0.5683800591715976,0.5754228395061729,-0.007042780334575283,-0.0016744842720432685
REI,2020-10-29,0.56,0.569453,0.552,0.561365,110729,0.5613650000000001,0.5789946153846154,0.5806566666666667,-0.0016620512820513245,-0.0003324102564102649
REI,2020-10-28,0.5811,0.61,0.5811,0.5822,124855,0.5822000000000002,0.5822,0.5822,0.0,0.0
