Symbol,Date,Open,High,Low,Close,Volume,PIXY SMA,PIXY spanTwelveEMA,PIXY spanTwntySixEMA,PIXY_x,PIXY_y
PIXY,2020-12-02,2.36,2.41,2.32,2.34,24726,2.34,2.400580619017933,2.329273689253514,0.0713069297644191,0.06860878535324144
PIXY,2020-12-01,2.43,2.47,2.41,2.4578,32006,2.4578000000000007,2.4115952770211937,2.3284155843937957,0.08317969262739844,0.06793424925044703
PIXY,2020-11-30,2.51,2.5205,2.35,2.44,123646,2.44,2.4031944182977747,2.318064831145299,0.08512958715247576,0.06412288840620929
PIXY,2020-11-27,2.49,2.51,2.48,2.485,27060,2.485,2.396502494351916,2.3083100176369227,0.08819247671499307,0.05887121371964267
PIXY,2020-11-27,2.49,2.51,2.48,2.485,27060,2.485,2.3804120387795367,2.294174819047877,0.0862372197316601,0.051540897970804946
PIXY,2020-11-25,2.54,2.54,2.48,2.4802,40843,2.4801999999999995,2.3613960458303613,2.2789088045717065,0.08248724125865481,0.04286681753059127
PIXY,2020-11-24,2.62,2.62,2.46,2.6145,132082,2.6145,2.3397953268904272,2.2628055089374435,0.07698981795298421,0.032961711598575374
PIXY,2020-11-23,2.52,2.58,2.5,2.55,57699,2.5499999999999994,2.2898490226886867,2.2346699496524387,0.055179073036248034,0.021954685009973274
PIXY,2020-11-20,2.43,2.43,2.38,2.42,40438,2.419999999999999,2.2425488449957207,2.209443545624634,0.033105299371086534,0.013648588003404585
PIXY,2020-11-19,2.25,2.29,2.2165,2.27,17817,2.27,2.2102849986313062,2.192599029274605,0.017685969356701303,0.0087844101614841
PIXY,2020-11-18,2.28,2.29,2.25,2.2634,30599,2.2633999999999994,2.1994277256551804,2.1864069516165734,0.013020774038607021,0.006559020362679798
PIXY,2020-11-17,2.23,2.2463,2.18,2.2006,33789,2.2006,2.1877964030470323,2.180247507745899,0.007548895301132673,0.004943581943697992
PIXY,2020-11-16,2.2,2.2636,2.2,2.22,30868,2.22,2.1854684763283103,2.1786193083655707,0.006849167962739156,0.004292253604339211
PIXY,2020-11-13,2.15,2.17,2.15,2.16,41231,2.1600000000000006,2.179190017478912,2.175308853034817,0.0038811644440950315,0.0036530250147391134
PIXY,2020-11-12,2.21,2.21,2.1489,2.15,31128,2.1500000000000004,2.182679111565987,2.176533561277602,0.00614555028838515,0.003595990157400134
PIXY,2020-11-11,2.28,2.2823,2.18,2.21,59879,2.2100000000000004,2.1886207682143484,2.1786562461798096,0.009964522034538792,0.00295860012465388
PIXY,2020-11-10,2.28,2.2892,2.2213,2.25,18910,2.250000000000001,2.184733635162412,2.1761487458741944,0.008584889288217212,0.0012071196471826519
PIXY,2020-11-09,2.2,2.29,2.18,2.23,64604,2.2300000000000004,2.172867023373759,2.17024064554413,0.002626377829629156,-0.0006373227630760994
PIXY,2020-11-06,2.1699,2.1752,2.13,2.13,31455,2.1300000000000003,2.1624792094417153,2.1654598971876604,-0.002980687745945509,-0.0014532479112524133
PIXY,2020-11-05,2.13,2.19,2.1243,2.19,28566,2.1900000000000004,2.1683845202492997,2.1682966889626734,8.783128662592787e-05,-0.00107138795257925
PIXY,2020-11-04,2.14,2.18,2.1267,2.13,19819,2.1300000000000003,2.1644544330218998,2.1665604240796865,-0.0021059910577876373,-0.0013611927623806558
PIXY,2020-11-03,2.17,2.26,2.17,2.22,55162,2.2200000000000006,2.170718875389517,2.1694852580060617,0.0012336173834550654,-0.0011749931885291325
PIXY,2020-11-02,2.11,2.14,2.08,2.1301,113160,2.130100000000001,2.161758670914884,2.1654440786465474,-0.0036854077316634815,-0.001777145831525182
PIXY,2020-10-30,2.21,2.23,2.133,2.23,52527,2.230000000000001,2.1675147928994085,2.1682716049382718,-0.0007568120388632416,-0.0013000803564906071
PIXY,2020-10-29,2.142,2.142,2.02,2.08,79928,2.0800000000000005,2.156153846153846,2.163333333333333,-0.007179487179487244,-0.0014358974358974486
PIXY,2020-10-28,2.22,2.22,2.11,2.17,98720,2.17,2.17,2.17,0.0,0.0
