Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA,AAPL spanTwelveEMA,AAPL spanTwntySixEMA,AAPL_x,AAPL_y
AAPL,2021-05-26,126.955,127.17,126.85,127.0399,675973,127.0399,126.9955620268425,128.63579385616714,-1.6402318293246338,-1.8921717322522327
AAPL,2021-05-25,127.84,127.87,127.6401,127.79,1034503,127.79,126.98750057717751,128.7634653646605,-1.775964787482991,-1.955156707984132
AAPL,2021-05-24,126.01,126.22,125.97,126.05,995135,126.05,126.8415915912098,128.84134259383336,-1.9997510026235688,-1.9999546881094172
AAPL,2021-05-21,127.85,128.0,127.6735,127.82,3093097,127.82,126.9855173350661,129.06465000134003,-2.079132666273921,-2.000005609480883
AAPL,2021-05-20,125.23,125.52,125.1,125.44,1161132,125.44,126.83379321416903,129.16422200144723,-2.330428787278194,-1.980223845282623
AAPL,2021-05-19,123.16,123.47,122.86,123.45,1630302,123.45,127.08721016219975,129.46215976156302,-2.374949599363248,-1.8926726097837303
AAPL,2021-05-18,126.56,126.63,126.3,126.41,974191,126.41,127.74852110078156,129.94313254248806,-2.194611441706513,-1.7721033623888474
AAPL,2021-05-17,126.82,126.92,126.41,126.69,1544797,126.69,127.99188857365093,130.2257831458871,-2.233894572236196,-1.6664763425594344
AAPL,2021-05-14,126.27,126.62,126.24,126.51,1210385,126.51,128.22859558704198,130.50864579755807,-2.2800502105160945,-1.5246217851402477
AAPL,2021-05-13,124.58,124.85,124.43,124.85,1999409,124.85,128.5410675119587,130.8285374613627,-2.287469949404027,-1.335764678796286
AAPL,2021-05-12,123.52,124.01,123.31,123.885,1731172,123.885,129.2121706959512,131.30682045827174,-2.0946497623205573,-1.0978383611443507
AAPL,2021-05-11,123.5,123.8,122.77,123.67,3595473,123.67,130.18074718612414,131.90056609493348,-1.7198189088093443,-0.848635510850299
AAPL,2021-05-10,129.4,129.54,129.12,129.2184,1370113,129.2184,131.36451940178307,132.55901138252815,-1.1944919807450844,-0.6308396613605377
AAPL,2021-05-07,130.84,130.99,130.06,130.09,1377358,130.09,131.75472292938,132.82626029313042,-1.0715373637504229,-0.48992658151440105
AAPL,2021-05-06,127.9,128.01,127.63,127.69,998792,127.69,132.0573998256309,133.04516111658086,-0.9877612909499476,-0.3445238859553956
AAPL,2021-05-05,129.21,129.6,129.19,129.48,1581947,129.48,132.85147252120018,133.47357400590732,-0.6221014847071444,-0.1837145347067576
AAPL,2021-05-04,131.18,131.41,130.94,131.38,1649469,131.38,133.46446752505477,133.7930599263799,-0.3285924013251247,-0.0741177972066609
AAPL,2021-05-03,132.01,132.12,131.83,132.0601,1128011,132.0601,133.84346162051926,133.9861047204903,-0.1426430999710248,-0.010499146177044946
AAPL,2021-04-30,131.8,132.19,131.36,132.01,1896412,132.01,134.1677091878864,134.1401850981295,0.0275240897568949,0.022536842271450034
AAPL,2021-04-29,136.47,137.07,136.42,136.72,3844913,136.72,134.5600199493203,134.31059990597987,0.2494200433404216,0.021290030400088814
AAPL,2021-04-28,134.29,134.67,134.25,134.62,1340836,134.62,134.16729630374215,134.11784789845825,0.049448405283897,-0.035742472834994404
AAPL,2021-04-27,135.06,135.41,135.01,135.1895,1303363,135.1895,134.08498654078616,134.0776757303349,0.0073108104512584,-0.05704019236471727
AAPL,2021-04-26,134.83,134.96,134.5,134.925,1617712,134.925,133.88416591183818,133.9887297887617,-0.104563876923521,-0.0731279430687112
AAPL,2021-04-23,132.19,132.75,132.16,132.72,896678,132.72,133.69492335035423,133.91382817186263,-0.2189048215084028,-0.06526895960500873
AAPL,2021-04-22,132.86,133.26,132.7,132.99,1253185,132.99,133.87218214132773,134.00933442561166,-0.1371522842839283,-0.026859994129160177
AAPL,2021-04-21,132.39,132.75,132.21,132.585,1187563,132.585,134.03257889429642,134.09088117966058,-0.0583022853641637,0.000713078409531864
AAPL,2021-04-20,135.02,135.43,134.92,135.395,1455455,135.395,134.29577505689576,134.21135167403344,0.0844233828623259,0.015466919352955757
AAPL,2021-04-19,133.47,133.75,133.34,133.73,1226999,133.73,134.09591597633136,134.11665980795613,-0.0207438316247703,-0.0017721965243868002
AAPL,2021-04-16,134.3,134.67,134.24,134.32,4465876,134.32,134.16244615384616,134.14759259259262,0.0148535612535454,0.0029707122507090845
AAPL,2021-04-15,133.82,134.25,133.64,134.1338,1506507,134.1338,134.1338,134.1338,0.0,0.0
