Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA,GLOG spanTwelveEMA,GLOG spanTwntySixEMA,GLOG_x,GLOG_y
GLOG,2020-12-28,3.76,3.77,3.68,3.69,122168,3.69,3.6204400365807112,3.494317363353721,0.12612267322699067,0.11641821105595752
GLOG,2020-12-28,3.76,3.77,3.68,3.69,122168,3.69,3.607792770504477,3.478662752422018,0.12913001808245905,0.11399209551319933
GLOG,2020-12-24,3.82,3.82,3.68,3.7,33397,3.7000000000000006,3.5928460015052908,3.4617557726157795,0.13109022888951127,0.11020761487088439
GLOG,2020-12-23,3.61,3.64,3.53,3.61,80436,3.61,3.5733634563244343,3.4426962344250422,0.1306672218993925,0.10498696136622766
GLOG,2020-12-22,3.59,3.73,3.5702,3.62,207876,3.620000000000001,3.5667022665652413,3.4293119331790454,0.13739033338619544,0.09856689623293656
GLOG,2020-12-21,3.75,3.79,3.65,3.67,256620,3.670000000000001,3.557011769577102,3.4140568878333686,0.1429548817437336,0.08886103694462172
GLOG,2020-12-18,3.91,4.04,3.88,3.88,100470,3.880000000000001,3.5364684549547576,3.3935814388600383,0.14288701609471932,0.07533757574484373
GLOG,2020-12-17,3.94,3.96,3.8573,3.87,125284,3.870000000000001,3.4740081740374418,3.3546679539688413,0.11934022006859955,0.05845021565737482
GLOG,2020-12-16,3.67,3.7,3.6,3.635,101899,3.6350000000000007,3.4020096602260668,3.3134413902863487,0.08856826993971811,0.043227714554568406
GLOG,2020-12-15,3.47,3.51,3.46,3.495,63253,3.495000000000001,3.3596477802671703,3.2877167015092565,0.07193107875791327,0.03189257570828098
GLOG,2020-12-14,3.56,3.58,3.48,3.4958,101813,3.4958000000000014,3.3350382857702923,3.2711340376299973,0.06390424814029494,0.021882949945872796
GLOG,2020-12-11,3.53,3.53,3.435,3.47,67932,3.470000000000001,3.3058088831830723,3.2531607606403967,0.05264812254267559,0.011377625397267256
GLOG,2020-12-10,3.35,3.47,3.3304,3.44,81443,3.4400000000000017,3.275955952852722,3.2358136214916287,0.04014233136109313,0.0010600011109151717
GLOG,2020-12-09,3.4,3.445,3.3902,3.445,51052,3.4450000000000016,3.2461297624623078,3.219478711210959,0.026651051251348257,-0.008710581451629318
GLOG,2020-12-08,3.29,3.4115,3.29,3.3967,78685,3.3967000000000014,3.2099715374554543,3.201437008107836,0.008534529347618669,-0.017550989627373823
GLOG,2020-12-07,3.42,3.42,3.32,3.33,69409,3.3300000000000014,3.1760209079019006,3.1858159687564624,-0.00979506085456183,-0.024072369371121834
GLOG,2020-12-04,3.18,3.37,3.165,3.365,235058,3.365000000000001,3.1480247093386096,3.1742812462569794,-0.026256536918369374,-0.027641696500261832
GLOG,2020-12-03,3.05,3.1,3.0,3.0233,38980,3.0233000000000008,3.108574656491085,3.159023745957538,-0.050449089466453316,-0.027987986395734833
GLOG,2020-12-02,2.92,2.96,2.915,2.93,50211,2.9300000000000006,3.124079139489464,3.169881645634141,-0.0458025061446774,-0.02237271062805532
GLOG,2020-12-01,3.04,3.0995,3.0001,3.045,90961,3.0450000000000004,3.1593662557602755,3.1890721772848725,-0.029705921524596945,-0.01651526174889991
GLOG,2020-11-30,3.22,3.22,3.15,3.19,63642,3.1900000000000004,3.1801601204439622,3.2005979514676617,-0.02043783102369989,-0.01321759680497565
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.1413000000000006,3.1783710514337735,3.201445787585075,-0.023074736151301067,-0.011412538250294701
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.1413,3.1851112426035506,3.2062574505918815,-0.021146207988330445,-0.008496988775042997
GLOG,2020-11-25,3.13,3.14,3.05,3.1,129235,3.1000000000000005,3.1930769230769234,3.211454046639232,-0.01837712356230892,-0.005334683971721025
GLOG,2020-11-24,3.18,3.188,3.01,3.1,339123,3.100000000000001,3.21,3.2203703703703708,-0.010370370370370807,-0.0020740740740741617
GLOG,2020-11-23,3.07,3.23,3.06,3.23,211444,3.2300000000000013,3.23,3.23,0.0,0.0
