Symbol,Date,Open,High,Low,Close,Volume,KTRA SMA,KTRA spanTwelveEMA,KTRA spanTwntySixEMA,KTRA_x,KTRA_y
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.3814667384630128,1.3868897315433912,-0.00542299308037819,-0.007792852822524331
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.378097054547197,1.3858409100668625,-0.007743855519665166,-0.00838531775806081
KTRA,2020-12-24,1.36,1.41,1.36,1.4,89954,1.4,1.3741147008285057,1.3847081828722116,-0.010593482043705691,-0.008545683317659664
KTRA,2020-12-23,1.36,1.36,1.32,1.3284,17000,1.3283999999999998,1.3694082827973248,1.3834848375019886,-0.014076554704663513,-0.008033733636148102
KTRA,2020-12-22,1.32,1.37,1.32,1.36,14065,1.3599999999999997,1.3768643342150204,1.3878916245021475,-0.011027290287127123,-0.006523028369019194
KTRA,2020-12-21,1.33,1.39,1.33,1.3401,35709,1.3400999999999998,1.3799305767995695,1.3901229544623193,-0.01019237766274972,-0.005396962889492211
KTRA,2020-12-18,1.31,1.37,1.31,1.36,47188,1.36,1.387172499854037,1.3941247908193048,-0.006952290965268171,-0.004198109196177833
KTRA,2020-12-17,1.4,1.4,1.3438,1.37,17989,1.37,1.3921129543729525,1.3968547740848491,-0.004741819711896689,-0.003509563753905304
KTRA,2020-12-16,1.38,1.38,1.35,1.36,18486,1.36,1.396133491531671,1.399003156011637,-0.00286966447996595,-0.003201499764407457
KTRA,2020-12-15,1.39,1.4,1.365,1.38,43466,1.3799999999999997,1.402703217264702,1.4021234084925678,0.0005798087721342603,-0.0032844585855178335
KTRA,2020-12-14,1.47,1.47,1.38,1.4,86350,1.3999999999999997,1.4068310749491937,1.4038932811719727,0.0029377937772203646,-0.004250525424930857
KTRA,2020-12-11,1.56,1.56,1.37,1.4309,209093,1.4308999999999998,1.4080730885763195,1.404204743665731,0.003868344910588517,-0.006047605225468829
KTRA,2020-12-10,1.48,1.5,1.46,1.49,34632,1.4899999999999995,1.4039227410447412,1.4020691231589897,0.0018536178857517798,-0.008526592759483165
KTRA,2020-12-09,1.46,1.46,1.43,1.43,17735,1.4299999999999995,1.3882723303256033,1.3950346530117086,-0.006762322686105327,-0.011121645420791845
KTRA,2020-12-08,1.41,1.4101,1.38,1.39,27337,1.3899999999999997,1.380685481293895,1.3922374252526453,-0.011551943958750366,-0.012211476104463473
KTRA,2020-12-07,1.37,1.43,1.37,1.39,57435,1.3899999999999997,1.3789919324382396,1.392416419272857,-0.013424486834617387,-0.012376359140891748
KTRA,2020-12-04,1.36,1.4702,1.35,1.3874,88587,1.3873999999999993,1.3769904656088288,1.3926097328146856,-0.015619267205856826,-0.012114327217460336
KTRA,2020-12-03,1.35,1.45,1.3327,1.3707,75084,1.3706999999999994,1.375097822992252,1.3930265114398603,-0.0179286884476082,-0.011238092220361214
KTRA,2020-12-02,1.3,1.32,1.27,1.29,109629,1.2899999999999994,1.3758974271726614,1.3948126323550492,-0.01891520518238776,-0.00956544316354941
KTRA,2020-12-01,1.4,1.4,1.3646,1.3702,76145,1.3701999999999996,1.3915151412040545,1.403197642943453,-0.011682501739398663,-0.007228002658839822
KTRA,2020-11-30,1.38,1.4,1.3701,1.395,38787,1.3949999999999996,1.3953906214229732,1.4058374543789294,-0.010446832955956165,-0.006114377888700166
KTRA,2020-11-27,1.36,1.37,1.33,1.37,38310,1.3699999999999997,1.3954616434998774,1.4067044507292437,-0.011242807229366214,-0.005031264121886167
KTRA,2020-11-27,1.36,1.37,1.33,1.37,38310,1.3699999999999997,1.4000910332271277,1.4096408067875832,-0.009549773560455277,-0.003478378345016154
KTRA,2020-11-25,1.34,1.3699,1.34,1.36,7128,1.3599999999999994,1.4055621301775147,1.4128120713305898,-0.007249941153075091,-0.0019605295411563176
KTRA,2020-11-24,1.35,1.51,1.3166,1.38,116209,1.3799999999999992,1.4138461538461538,1.4170370370370369,-0.0031908831908831203,-0.0006381766381766241
KTRA,2020-11-23,1.48,1.48,1.4,1.42,107279,1.419999999999999,1.42,1.42,0.0,0.0
