Symbol,Date,Open,High,Low,Close,Volume,CTXR SMA,CTXR spanTwelveEMA,CTXR spanTwntySixEMA,CTXR_x,CTXR_y
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0759999999999998,1.0913595926199733,1.0662355712658838,0.02512402135408953,0.0346163876065464
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0759999999999998,1.0941522458236048,1.0654544169671545,0.028697828856450336,0.03698947916966062
CTXR,2020-12-24,1.1,1.1136,1.07,1.11,28202,1.11,1.0974526541551697,1.0646107703245271,0.03284188383064257,0.039062391747963186
CTXR,2020-12-23,1.11,1.11,1.05,1.0755,100385,1.0755,1.0951713185470184,1.060979631950489,0.034191686596529484,0.040617518727293335
CTXR,2020-12-22,1.14,1.14,1.12,1.12,50510,1.12,1.0987479219192036,1.0598180025065278,0.03892991941267554,0.042223976759984294
CTXR,2020-12-21,1.14,1.15,1.1,1.15,110128,1.15,1.0948839077226948,1.0550034427070505,0.0398804650156448,0.04304749109681143
CTXR,2020-12-18,1.09,1.09,1.0668,1.08,84105,1.08,1.0848628000359124,1.0474037181236142,0.03745908191229819,0.0438392476171032
CTXR,2020-12-17,1.07,1.09,1.04,1.0649,113238,1.0648999999999995,1.0857469454969877,1.0447960155735034,0.040950929923484036,0.045434289043304446
CTXR,2020-12-16,1.07,1.07,1.05,1.0501,34470,1.0500999999999998,1.0895372992237125,1.0431876968193836,0.04634960240432884,0.04655512882325949
CTXR,2020-12-15,1.04,1.0699,1.04,1.0692,112842,1.0692,1.0967077172643875,1.0426347125649342,0.054073004699453316,0.046606510427992145
CTXR,2020-12-14,1.17,1.17,1.0627,1.1041,377722,1.1041000000000003,1.1017091204033669,1.040509489570129,0.0611996308332381,0.04473988686012686
CTXR,2020-12-11,1.2215,1.23,1.18,1.1951,249404,1.1951000000000005,1.1012744150221612,1.0354222487357392,0.06585216628642199,0.0406249508668491
CTXR,2020-12-10,1.18,1.22,1.17,1.205,494732,1.205,1.0842152177534632,1.0226480286345982,0.06156718911886494,0.034318147011955874
CTXR,2020-12-09,1.21,1.27,1.13,1.18,1407588,1.1799999999999995,1.0622543482540927,1.008059870925366,0.05419447732872662,0.0275058864852286
CTXR,2020-12-08,1.14,1.2,1.11,1.1740000000000002,507326,1.1740000000000002,1.040846047936655,0.9943046605993952,0.046541387337259765,0.020833738774354092
CTXR,2020-12-07,1.15,1.16,1.1311,1.1483,61476,1.1483,1.0166362384705925,0.9799290334473468,0.03670720502324543,0.014406826633627643
CTXR,2020-12-04,1.17,1.17,1.1496,1.1541,251792,1.1541,0.9926973727379726,0.9664593561231346,0.026238016614838044,0.008831732036223141
CTXR,2020-12-03,1.01,1.01,0.9822,0.9995,46722,0.9995,0.9633514405085132,0.9514481046129856,0.011903335895527613,0.004480160891569414
CTXR,2020-12-02,0.99,0.9999,0.9631,0.970001,70723,0.970001,0.9567789751464244,0.9476039529820244,0.009175022164400248,0.002624367140579865
CTXR,2020-12-01,1.02,1.025,1.0,1.01,132370,1.0100000000000002,0.9543749706275926,0.9458121892205862,0.008562781407006392,0.0009867033846248244
CTXR,2020-11-30,1.04,1.04,1.0,1.0037,168064,1.0037,0.9442613289235186,0.9406771643582332,0.0035841645652854304,-0.0009073161209705676
CTXR,2020-11-27,0.9366,0.95,0.93,0.9459,96497,0.9459,0.9334542978187036,0.9356353375068918,-0.002181039688188058,-0.0020301862925345394
CTXR,2020-11-27,0.9366,0.95,0.93,0.9459,96497,0.9459,0.93119144287665,0.934814164507443,-0.003622721630793136,-0.0019924729436211317
CTXR,2020-11-25,0.9,0.92,0.9,0.902,52527,0.902,0.9285171597633136,0.9339272976680384,-0.0054101379047248885,-0.0015849107718281584
CTXR,2020-11-24,0.9179,0.9179,0.9,0.9,72998,0.9,0.9333384615384616,0.9364814814814816,-0.00314301994302002,-0.000628603988604004
CTXR,2020-11-23,0.9389,0.9394,0.9279999999999999,0.9394,20118,0.9394,0.9394,0.9394,0.0,0.0
